Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518082137952,548,151,813,404,548,386,0,0,1
0,1,1518082138040,552,169,813,404,548,386,0,0,1
0,1,1518082138566,575,257,813,404,548,386,0,0,1
0,1,1518082138575,581,261,813,404,548,386,0,0,1
0,1,1518082138577,586,264,813,404,548,386,0,0,1
0,1,1518082138588,592,267,813,404,548,386,0,0,1
0,1,1518082138605,599,271,813,404,548,386,0,0,1
0,1,1518082138621,602,273,813,404,548,386,0,0,1
0,1,1518082138638,604,275,813,404,548,386,0,0,1
0,1,1518082138772,604,281,813,404,548,386,0,0,1
0,1,1518082138789,607,296,813,404,548,386,0,0,1
0,1,1518082138805,611,310,813,404,548,386,0,0,1
0,1,1518082138823,615,321,813,404,548,386,0,0,1
0,1,1518082138839,619,334,813,404,548,386,0,0,1
0,1,1518082138855,622,343,813,404,548,386,0,0,1
0,1,1518082138872,625,351,813,404,548,386,0,0,1
0,1,1518082138889,627,357,813,404,548,386,0,0,1
0,1,1518082138905,628,360,813,404,548,386,0,0,1
0,1,1518082138922,629,363,813,404,548,386,0,0,1
0,1,1518082138938,629,366,813,404,548,386,0,0,1
0,1,1518082138955,630,368,813,404,548,386,0,0,1
0,1,1518082138972,630,370,813,404,548,386,0,0,1
0,1,1518082138989,631,371,813,404,548,386,0,0,1
0,1,1518082139006,631,372,813,404,548,386,0,0,1
0,1,1518082139022,631,372,813,404,548,386,0,0,1
0,1,1518082139039,631,373,813,404,548,386,0,0,1
0,1,1518082139055,632,374,813,404,548,386,0,0,1
0,1,1518082139072,632,374,813,404,548,386,0,0,1
0,1,1518082139088,633,375,813,404,548,386,0,0,1
0,1,1518082139105,633,376,813,404,548,386,0,0,1
0,1,1518082139121,633,378,813,404,548,386,0,0,1
0,1,1518082139139,633,380,813,404,548,386,0,0,1
38,1,1518082139152,634,380,813,404,548,386,0,0,1
0,2,1518082139153,634,380,813,404,548,386,0,0,1
36,3,1518082139289,634,380,813,404,548,386,0,0,1
0,1,1518082139472,634,383,813,404,548,386,0,0,1
0,1,1518082139489,634,387,813,404,548,386,0,0,1
0,1,1518082139505,634,388,813,404,548,386,0,0,1
0,1,1518082139522,634,390,813,404,548,386,0,0,1
0,1,1518082139539,634,392,813,404,548,386,0,0,1
0,1,1518082139555,633,394,813,404,548,386,0,0,1
0,1,1518082139572,633,396,813,404,548,386,0,0,1
0,1,1518082139589,633,398,813,404,548,386,0,0,1
0,1,1518082139606,633,399,813,404,548,386,0,0,1
38,1,1518082139623,633,400,813,404,548,386,0,0,1
0,2,1518082139625,633,400,813,404,548,386,0,0,1
36,3,1518082139714,633,400,813,404,548,386,0,0,1
