Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515727842956,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515727842740.0,1.0,,0.0,0.0
1515727843155,,,0,0,0,-,,,,,,,,,
1515727843356,,,0,0,0,-,,,,,,,,,
1515727843552,,,0,0,0,-,,,,,,,,,
1515727843756,,,0,0,0,-,,,,,,,,,
1515727843913,,,1,410,595,-,,,,,,,,,
1515727843929,,,1,399,584,-,,,,,,,,,
1515727843946,,,1,387,573,-,,,,,,,,,
1515727843962,,,1,371,553,-,,,,,,,,,
1515727843980,,,1,353,536,-,,,,,,,,,
1515727843996,,,1,335,517,-,,,,,,,,,
1515727844012,,,1,318,499,-,,,,,,,,,
1515727844029,,,1,305,481,-,,,,,,,,,
1515727844046,,,1,287,465,-,,,,,,,,,
1515727844063,,,1,277,448,-,,,,,,,,,
1515727844079,,,1,264,432,-,,,,,,,,,
1515727844097,,,1,248,419,-,,,,,,,,,
1515727844113,,,1,235,399,-,,,,,,,,,
1515727844130,,,1,218,384,-,,,,,,,,,
1515727844146,,,1,208,365,-,,,,,,,,,
1515727844163,,,1,198,347,-,,,,,,,,,
1515727844174,,,1,442,341,12,,,,,,,,,
1515727844175,,,2,442,341,-,,,,,,,,,
1515727844177,,,3,442,341,10,,,,,,,,,
1515727844556,,,0,442,341,-,,,,,,,,,
1515727844753,,,0,442,341,-,,,,,,,,,
1515727844954,,,0,442,341,-,,,,,,,,,
1515727844989,6.0,22.0,0,442,341,,,,,,,,,,
1515727845100,7.0,22.0,0,442,341,,,,,,,,,,
1515727845153,,,0,442,341,-,,,,,,,,,
1515727845205,6.0,22.0,0,442,341,,,,,,,,,,
1515727845312,7.0,22.0,0,442,341,,,,,,,,,,
1515727845353,,,0,442,341,-,,,,,,,,,
1515727845417,6.0,22.0,0,442,341,,,,,,,,,,
1515727845524,7.0,22.0,0,442,341,,,,,,,,,,
1515727845553,,,0,442,341,-,,,,,,,,,
1515727845630,6.0,22.0,0,442,341,,,,,,,,,,
1515727845736,7.0,22.0,0,442,341,,,,,,,,,,
1515727845755,,,0,442,341,-,,,,,,,,,
1515727845842,6.0,22.0,0,442,341,,,,,,,,,,
1515727845948,7.0,22.0,0,442,341,,,,,,,,,,
1515727845952,,,0,442,341,-,,,,,,,,,
1515727846055,6.0,22.0,0,442,341,,,,,,,,,,
1515727846154,,,0,442,341,-,,,,,,,,,
1515727846164,7.0,22.0,0,442,341,,,,,,,,,,
1515727846276,6.0,22.0,0,442,341,,,,,,,,,,
1515727846354,,,0,442,341,-,,,,,,,,,
1515727846389,7.0,22.0,0,442,341,,,,,,,,,,
1515727846496,6.0,22.0,0,442,341,,,,,,,,,,
1515727846553,,,0,442,341,-,,,,,,,,,
1515727846603,7.0,22.0,0,442,341,,,,,,,,,,
1515727846711,,,1,185,358,-,,,,,,,,,
1515727846720,,,1,167,368,-,,,,,,,,,
1515727846737,,,1,153,381,-,,,,,,,,,
1515727846754,,,1,133,401,-,,,,,,,,,
1515727846770,,,1,122,411,-,,,,,,,,,
1515727846787,,,1,111,430,-,,,,,,,,,
1515727846804,,,1,94,444,-,,,,,,,,,
1515727846821,,,1,78,461,-,,,,,,,,,
1515727846837,,,1,62,474,-,,,,,,,,,
1515727846854,,,1,43,489,-,,,,,,,,,
1515727846863,,,1,442,405,12,,,,,,,,,
1515727846864,,,2,442,405,-,,,,,,,,,
1515727846865,,,3,442,405,10,,,,,,,,,
1515727847153,,,0,442,405,-,,,,,,,,,
1515727847353,,,0,442,405,-,,,,,,,,,
1515727847553,,,0,442,405,-,,,,,,,,,
1515727847690,6.0,22.0,0,442,405,,,,,,,,,,
1515727847754,,,0,442,405,-,,,,,,,,,
1515727847797,7.0,22.0,0,442,405,,,,,,,,,,
1515727847905,6.0,22.0,0,442,405,,,,,,,,,,
1515727847956,,,0,442,405,-,,,,,,,,,
1515727848012,7.0,22.0,0,442,405,,,,,,,,,,
1515727848121,6.0,22.0,0,442,405,,,,,,,,,,
1515727848154,,,0,442,405,-,,,,,,,,,
1515727848226,7.0,22.0,0,442,405,,,,,,,,,,
1515727848331,6.0,22.0,0,442,405,,,,,,,,,,
1515727848353,,,0,442,405,-,,,,,,,,,
1515727848438,7.0,22.0,0,442,405,,,,,,,,,,
1515727848544,6.0,22.0,0,442,405,,,,,,,,,,
1515727848552,,,0,442,405,-,,,,,,,,,
1515727848651,7.0,22.0,0,442,405,,,,,,,,,,
1515727848752,,,0,442,405,-,,,,,,,,,
1515727848757,6.0,22.0,0,442,405,,,,,,,,,,
1515727848865,7.0,22.0,0,442,405,,,,,,,,,,
1515727848954,,,0,442,405,-,,,,,,,,,
1515727848972,6.0,22.0,0,442,405,,,,,,,,,,
1515727849079,7.0,22.0,0,442,405,,,,,,,,,,
1515727849154,,,0,442,405,-,,,,,,,,,
1515727849186,6.0,22.0,0,442,405,,,,,,,,,,
1515727849294,7.0,22.0,0,442,405,,,,,,,,,,
1515727849356,,,0,442,405,-,,,,,,,,,
1515727849398,6.0,22.0,0,442,405,,,,,,,,,,
1515727849505,7.0,22.0,0,442,405,,,,,,,,,,
1515727849553,,,0,442,405,-,,,,,,,,,
1515727849611,6.0,22.0,0,442,405,,,,,,,,,,
1515727849717,7.0,22.0,0,442,405,,,,,,,,,,
1515727849754,,,0,442,405,-,,,,,,,,,
1515727849823,6.0,22.0,0,442,405,,,,,,,,,,
1515727849931,7.0,22.0,0,442,405,,,,,,,,,,
1515727849953,,,0,442,405,-,,,,,,,,,
1515727850038,,,1,30,473,-,,,,,,,,,
1515727850047,,,1,442,469,12,,,,,,,,,
1515727850048,,,2,442,469,-,,,,,,,,,
1515727850050,,,3,442,469,10,,,,,,,,,
1515727850353,,,0,442,469,-,,,,,,,,,
1515727850553,,,0,442,469,-,,,,,,,,,
1515727850754,,,0,442,469,-,,,,,,,,,
1515727850871,6.0,23.0,0,442,469,,,,,,,,,,
1515727850954,,,0,442,469,-,,,,,,,,,
1515727850981,7.0,23.0,0,442,469,,,,,,,,,,
1515727851086,6.0,23.0,0,442,469,,,,,,,,,,
1515727851153,,,0,442,469,-,,,,,,,,,
1515727851193,7.0,23.0,0,442,469,,,,,,,,,,
1515727851301,6.0,23.0,0,442,469,,,,,,,,,,
1515727851353,,,0,442,469,-,,,,,,,,,
1515727851409,7.0,23.0,0,442,469,,,,,,,,,,
1515727851516,6.0,23.0,0,442,469,,,,,,,,,,
1515727851554,,,0,442,469,-,,,,,,,,,
1515727851624,7.0,23.0,0,442,469,,,,,,,,,,
1515727851730,6.0,23.0,0,442,469,,,,,,,,,,
1515727851753,,,0,442,469,-,,,,,,,,,
1515727851837,7.0,23.0,0,442,469,,,,,,,,,,
1515727851945,6.0,23.0,0,442,469,,,,,,,,,,
1515727851952,,,0,442,469,-,,,,,,,,,
1515727852052,7.0,23.0,0,442,469,,,,,,,,,,
1515727852152,,,0,442,469,-,,,,,,,,,
1515727852159,6.0,23.0,0,442,469,,,,,,,,,,
1515727852266,7.0,23.0,0,442,469,,,,,,,,,,
1515727852354,,,0,442,469,-,,,,,,,,,
1515727852371,6.0,23.0,0,442,469,,,,,,,,,,
1515727852478,7.0,23.0,0,442,469,,,,,,,,,,
1515727852555,,,0,442,469,-,,,,,,,,,
1515727852586,,,1,10,488,-,,,,,,,,,
1515727852683,,,1,442,532,12,,,,,,,,,
1515727852684,,,2,442,532,-,,,,,,,,,
1515727852685,,,3,442,532,10,,,,,,,,,
