Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515747951187,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515747950978.0,1.0,,0.0,0.0
1515747951384,,,0,0,0,-,,,,,,,,,
1515747951586,,,0,0,0,-,,,,,,,,,
1515747951786,,,0,0,0,-,,,,,,,,,
1515747951987,,,0,0,0,-,,,,,,,,,
1515747952056,,,1,542,592,-,,,,,,,,,
1515747952072,,,1,525,577,-,,,,,,,,,
1515747952089,,,1,510,565,-,,,,,,,,,
1515747952105,,,1,494,551,-,,,,,,,,,
1515747952122,,,1,476,537,-,,,,,,,,,
1515747952139,,,1,463,520,-,,,,,,,,,
1515747952156,,,1,445,506,-,,,,,,,,,
1515747952172,,,1,434,494,-,,,,,,,,,
1515747952189,,,1,414,478,-,,,,,,,,,
1515747952205,,,1,394,464,-,,,,,,,,,
1515747952223,,,1,381,451,-,,,,,,,,,
1515747952239,,,1,361,433,-,,,,,,,,,
1515747952256,,,1,341,419,-,,,,,,,,,
1515747952272,,,1,323,406,-,,,,,,,,,
1515747952289,,,1,307,391,-,,,,,,,,,
1515747952306,,,1,287,381,-,,,,,,,,,
1515747952322,,,1,268,369,-,,,,,,,,,
1515747952340,,,1,248,353,-,,,,,,,,,
1515747952352,,,1,442,341,12,,,,,,,,,
1515747952353,,,2,442,341,-,,,,,,,,,
1515747952355,,,3,442,341,10,,,,,,,,,
1515747952587,,,0,442,341,-,,,,,,,,,
1515747952784,,,0,442,341,-,,,,,,,,,
1515747952987,,,0,442,341,-,,,,,,,,,
1515747953166,6.0,22.0,0,442,341,,,,,,,,,,
1515747953184,,,0,442,341,-,,,,,,,,,
1515747953274,7.0,22.0,0,442,341,,,,,,,,,,
1515747953382,6.0,22.0,0,442,341,,,,,,,,,,
1515747953384,,,0,442,341,-,,,,,,,,,
1515747953487,7.0,22.0,0,442,341,,,,,,,,,,
1515747953585,,,0,442,341,-,,,,,,,,,
1515747953592,6.0,22.0,0,442,341,,,,,,,,,,
1515747953698,7.0,22.0,0,442,341,,,,,,,,,,
1515747953786,,,0,442,341,-,,,,,,,,,
1515747953802,6.0,22.0,0,442,341,,,,,,,,,,
1515747953904,7.0,22.0,0,442,341,,,,,,,,,,
1515747953987,,,0,442,341,-,,,,,,,,,
1515747954009,6.0,22.0,0,442,341,,,,,,,,,,
1515747954113,7.0,22.0,0,442,341,,,,,,,,,,
1515747954183,,,0,442,341,-,,,,,,,,,
1515747954217,6.0,22.0,0,442,341,,,,,,,,,,
1515747954322,7.0,22.0,0,442,341,,,,,,,,,,
1515747954387,,,0,442,341,-,,,,,,,,,
1515747954424,6.0,22.0,0,442,341,,,,,,,,,,
1515747954527,7.0,22.0,0,442,341,,,,,,,,,,
1515747954587,,,0,442,341,-,,,,,,,,,
1515747954633,6.0,22.0,0,442,341,,,,,,,,,,
1515747954736,7.0,22.0,0,442,341,,,,,,,,,,
1515747954787,,,0,442,341,-,,,,,,,,,
1515747954839,,,1,237,366,-,,,,,,,,,
1515747954846,,,1,220,381,-,,,,,,,,,
1515747954863,,,1,202,396,-,,,,,,,,,
1515747954879,,,1,189,415,-,,,,,,,,,
1515747954896,,,1,169,430,-,,,,,,,,,
1515747954913,,,1,154,450,-,,,,,,,,,
