Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515652410525,,,0,0,0,-,581.65625,512.875,879.65625,550.875,1515652410323.0,0.0,,0.0,0.0
1515652410725,,,0,0,0,-,,,,,,,,,
1515652410925,,,0,0,0,-,,,,,,,,,
1515652411126,,,0,0,0,-,,,,,,,,,
1515652411326,,,0,0,0,-,,,,,,,,,
1515652411526,,,0,0,0,-,,,,,,,,,
1515652411727,,,0,0,0,-,,,,,,,,,
1515652411928,,,0,0,0,-,,,,,,,,,
1515652412128,,,0,0,0,-,,,,,,,,,
1515652412329,,,0,0,0,-,,,,,,,,,
1515652412529,,,0,0,0,-,,,,,,,,,
1515652412731,,,0,0,0,-,,,,,,,,,
1515652412931,,,0,0,0,-,,,,,,,,,
1515652413131,,,0,0,0,-,,,,,,,,,
1515652413332,,,0,0,0,-,,,,,,,,,
1515652413533,,,0,0,0,-,,,,,,,,,
1515652413734,,,0,0,0,-,,,,,,,,,
1515652413935,,,0,0,0,-,,,,,,,,,
1515652414136,,,0,0,0,-,,,,,,,,,
1515652414337,,,0,0,0,-,,,,,,,,,
1515652414538,,,0,0,0,-,,,,,,,,,
1515652414739,,,0,0,0,-,,,,,,,,,
1515652414940,,,0,0,0,-,,,,,,,,,
1515652415140,,,0,0,0,-,,,,,,,,,
1515652415340,,,0,0,0,-,,,,,,,,,
1515652415541,,,0,0,0,-,,,,,,,,,
1515652415742,,,0,0,0,-,,,,,,,,,
1515652415942,,,0,0,0,-,,,,,,,,,
1515652416143,,,0,0,0,-,,,,,,,,,
1515652416343,,,0,0,0,-,,,,,,,,,
1515652416544,,,0,0,0,-,,,,,,,,,
1515652416744,,,0,0,0,-,,,,,,,,,
1515652416944,,,0,0,0,-,,,,,,,,,
1515652417144,,,0,0,0,-,,,,,,,,,
1515652417345,,,0,0,0,-,,,,,,,,,
1515652417545,,,0,0,0,-,,,,,,,,,
1515652417745,,,0,0,0,-,,,,,,,,,
1515652417946,,,0,0,0,-,,,,,,,,,
1515652418146,,,0,0,0,-,,,,,,,,,
1515652418347,,,0,0,0,-,,,,,,,,,
1515652418548,,,0,0,0,-,,,,,,,,,
1515652418748,,,0,0,0,-,,,,,,,,,
1515652418948,,,0,0,0,-,,,,,,,,,
1515652419149,,,0,0,0,-,,,,,,,,,
1515652419349,,,0,0,0,-,,,,,,,,,
1515652419550,,,0,0,0,-,,,,,,,,,
1515652419750,,,0,0,0,-,,,,,,,,,
1515652419951,,,0,0,0,-,,,,,,,,,
1515652420151,,,0,0,0,-,,,,,,,,,
1515652420352,,,0,0,0,-,,,,,,,,,
1515652420553,,,0,0,0,-,,,,,,,,,
1515652420753,,,0,0,0,-,,,,,,,,,
1515652420953,,,0,0,0,-,,,,,,,,,
1515652421153,,,0,0,0,-,,,,,,,,,
1515652421354,,,0,0,0,-,,,,,,,,,
1515652421555,,,0,0,0,-,,,,,,,,,
1515652421755,,,0,0,0,-,,,,,,,,,
1515652421956,,,0,0,0,-,,,,,,,,,
1515652422157,,,0,0,0,-,,,,,,,,,
1515652422358,,,0,0,0,-,,,,,,,,,
1515652422559,,,0,0,0,-,,,,,,,,,
1515652422759,,,0,0,0,-,,,,,,,,,
1515652422959,,,0,0,0,-,,,,,,,,,
1515652423160,,,0,0,0,-,,,,,,,,,
1515652423360,,,0,0,0,-,,,,,,,,,
1515652423561,,,0,0,0,-,,,,,,,,,
1515652423762,,,0,0,0,-,,,,,,,,,
1515652423963,,,0,0,0,-,,,,,,,,,
1515652424164,,,0,0,0,-,,,,,,,,,
1515652424364,,,0,0,0,-,,,,,,,,,
1515652424564,,,0,0,0,-,,,,,,,,,
1515652424765,,,0,0,0,-,,,,,,,,,
1515652424774,,,1,276,15,-,,,,,,,,,
1515652424775,,,1,276,15,-,,,,,,,,,
1515652424779,,,1,292,35,-,,,,,,,,,
1515652424780,,,1,292,35,-,,,,,,,,,
1515652424789,,,1,309,56,-,,,,,,,,,
1515652424789,,,1,309,56,-,,,,,,,,,
1515652424795,,,1,329,80,-,,,,,,,,,
1515652424796,,,1,329,80,-,,,,,,,,,
1515652424806,,,1,348,107,-,,,,,,,,,
1515652424806,,,1,348,107,-,,,,,,,,,
1515652424811,,,1,367,133,-,,,,,,,,,
1515652424812,,,1,367,133,-,,,,,,,,,
1515652424822,,,1,376,146,-,,,,,,,,,
1515652424822,,,1,376,146,-,,,,,,,,,
1515652424827,,,1,392,171,-,,,,,,,,,
1515652424828,,,1,392,171,-,,,,,,,,,
1515652424838,,,1,408,195,-,,,,,,,,,
1515652424838,,,1,408,195,-,,,,,,,,,
1515652424843,,,1,420,215,-,,,,,,,,,
1515652424844,,,1,420,215,-,,,,,,,,,
1515652424852,,,1,432,236,-,,,,,,,,,
1515652424854,,,1,432,236,-,,,,,,,,,
1515652424859,,,1,436,243,-,,,,,,,,,
1515652424860,,,1,436,243,-,,,,,,,,,
1515652424868,,,1,443,258,-,,,,,,,,,
1515652424871,,,1,443,258,-,,,,,,,,,
1515652424875,,,1,446,264,-,,,,,,,,,
1515652424876,,,1,446,264,-,,,,,,,,,
1515652424883,,,1,447,267,-,,,,,,,,,
1515652424884,,,1,447,267,-,,,,,,,,,
1515652424891,,,1,449,274,-,,,,,,,,,
1515652424892,,,1,449,274,-,,,,,,,,,
1515652424899,,,1,451,283,-,,,,,,,,,
1515652424900,,,1,451,283,-,,,,,,,,,
1515652425069,,,1,451,283,-,,,,,,,,,
1515652425070,,,1,451,283,-,,,,,,,,,
1515652425077,,,1,456,283,-,,,,,,,,,
1515652425078,,,1,456,283,-,,,,,,,,,
1515652425085,,,1,462,285,-,,,,,,,,,
1515652425086,,,1,462,285,-,,,,,,,,,
1515652425092,,,1,469,287,-,,,,,,,,,
1515652425093,,,1,469,287,-,,,,,,,,,
1515652425100,,,1,476,290,-,,,,,,,,,
1515652425101,,,1,476,290,-,,,,,,,,,
1515652425108,,,1,483,294,-,,,,,,,,,
1515652425109,,,1,483,294,-,,,,,,,,,
1515652425116,,,1,490,298,-,,,,,,,,,
1515652425117,,,1,490,298,-,,,,,,,,,
1515652425124,,,1,504,305,-,,,,,,,,,
1515652425125,,,1,504,305,-,,,,,,,,,
1515652425132,,,1,511,309,-,,,,,,,,,
1515652425133,,,1,511,309,-,,,,,,,,,
1515652425140,,,1,524,316,-,,,,,,,,,
1515652425141,,,1,524,316,-,,,,,,,,,
1515652425148,,,1,535,323,-,,,,,,,,,
1515652425148,,,1,535,323,-,,,,,,,,,
1515652425157,,,1,545,330,-,,,,,,,,,
1515652425157,,,1,545,330,-,,,,,,,,,
1515652425164,,,1,554,335,-,,,,,,,,,
1515652425165,,,1,554,335,-,,,,,,,,,
1515652425172,,,1,557,337,-,,,,,,,,,
1515652425173,,,1,557,337,-,,,,,,,,,
1515652425180,,,1,564,341,-,,,,,,,,,
1515652425181,,,1,564,341,-,,,,,,,,,
1515652425188,,,1,572,344,-,,,,,,,,,
1515652425189,,,1,572,344,-,,,,,,,,,
1515652425196,,,1,577,347,-,,,,,,,,,
1515652425197,,,1,577,347,-,,,,,,,,,
1515652425222,,,1,586,351,-,,,,,,,,,
1515652425222,,,1,588,351,-,,,,,,,,,
1515652425228,,,1,590,353,-,,,,,,,,,
1515652425229,,,1,590,353,-,,,,,,,,,
1515652425236,,,1,593,353,-,,,,,,,,,
1515652425237,,,1,593,353,-,,,,,,,,,
1515652425245,,,1,595,354,-,,,,,,,,,
1515652425245,,,1,595,354,-,,,,,,,,,
1515652425252,,,1,597,355,-,,,,,,,,,
1515652425253,,,1,597,355,-,,,,,,,,,
1515652425260,,,1,597,355,-,,,,,,,,,
1515652425261,,,1,597,355,-,,,,,,,,,
1515652425268,,,1,598,356,-,,,,,,,,,
1515652425269,,,1,598,356,-,,,,,,,,,
1515652425276,,,1,599,356,-,,,,,,,,,
1515652425277,,,1,599,356,-,,,,,,,,,
1515652425284,,,1,600,357,-,,,,,,,,,
1515652425285,,,1,600,357,-,,,,,,,,,
1515652425292,,,1,600,357,-,,,,,,,,,
1515652425293,,,1,600,357,-,,,,,,,,,
1515652425301,,,1,600,358,-,,,,,,,,,
1515652425301,,,1,600,358,-,,,,,,,,,
1515652425309,,,1,601,359,-,,,,,,,,,
1515652425309,,,1,601,359,-,,,,,,,,,
