Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515651946666,,,1,706,98,12,508.21875,506.875,806.21875,544.875,1515651946626.0,0.0,,0.0,0.0
1515651947027,,,0,706,98,-,,,,,,,,,
1515651947228,,,0,706,98,-,,,,,,,,,
1515651947231,,,1,706,99,-,,,,,,,,,
1515651947231,,,1,706,99,-,,,,,,,,,
1515651947279,,,1,706,100,-,,,,,,,,,
1515651947280,,,1,706,100,-,,,,,,,,,
1515651947304,,,1,706,101,-,,,,,,,,,
1515651947305,,,1,706,101,-,,,,,,,,,
1515651947336,,,1,706,102,-,,,,,,,,,
1515651947336,,,1,706,102,-,,,,,,,,,
1515651947360,,,1,706,103,-,,,,,,,,,
1515651947360,,,1,706,103,-,,,,,,,,,
1515651947389,,,1,706,104,-,,,,,,,,,
1515651947390,,,1,706,104,-,,,,,,,,,
1515651947394,,,1,705,106,-,,,,,,,,,
1515651947394,,,1,705,106,-,,,,,,,,,
1515651947411,,,1,704,109,-,,,,,,,,,
1515651947411,,,1,704,109,-,,,,,,,,,
1515651947428,,,1,702,114,-,,,,,,,,,
1515651947429,,,1,702,114,-,,,,,,,,,
1515651947445,,,1,699,121,-,,,,,,,,,
1515651947446,,,1,699,121,-,,,,,,,,,
1515651947463,,,1,691,138,-,,,,,,,,,
1515651947463,,,1,691,138,-,,,,,,,,,
1515651947479,,,1,684,158,-,,,,,,,,,
1515651947480,,,1,684,158,-,,,,,,,,,
1515651947497,,,1,679,175,-,,,,,,,,,
1515651947497,,,1,679,175,-,,,,,,,,,
1515651947514,,,1,672,194,-,,,,,,,,,
1515651947514,,,1,672,194,-,,,,,,,,,
1515651947531,,,1,668,209,-,,,,,,,,,
1515651947531,,,1,668,209,-,,,,,,,,,
1515651947548,,,1,664,223,-,,,,,,,,,
1515651947549,,,1,664,223,-,,,,,,,,,
1515651947565,,,1,661,234,-,,,,,,,,,
1515651947565,,,1,661,234,-,,,,,,,,,
1515651947582,,,1,658,245,-,,,,,,,,,
1515651947582,,,1,658,245,-,,,,,,,,,
1515651947598,,,1,657,251,-,,,,,,,,,
1515651947599,,,1,657,251,-,,,,,,,,,
1515651947615,,,1,655,258,-,,,,,,,,,
1515651947615,,,1,655,258,-,,,,,,,,,
1515651947632,,,1,652,263,-,,,,,,,,,
1515651947632,,,1,652,263,-,,,,,,,,,
1515651947649,,,1,651,266,-,,,,,,,,,
1515651947649,,,1,651,266,-,,,,,,,,,
1515651947666,,,1,650,270,-,,,,,,,,,
1515651947666,,,1,650,270,-,,,,,,,,,
1515651947683,,,1,649,274,-,,,,,,,,,
1515651947683,,,1,649,274,-,,,,,,,,,
1515651947700,,,1,648,278,-,,,,,,,,,
1515651947701,,,1,648,278,-,,,,,,,,,
1515651947717,,,1,648,281,-,,,,,,,,,
1515651947718,,,1,648,281,-,,,,,,,,,
1515651947735,,,1,647,285,-,,,,,,,,,
1515651947735,,,1,647,285,-,,,,,,,,,
1515651947752,,,1,646,290,-,,,,,,,,,
1515651947752,,,1,646,290,-,,,,,,,,,
1515651947769,,,1,645,295,-,,,,,,,,,
1515651947769,,,1,645,295,-,,,,,,,,,
1515651947786,,,1,644,300,-,,,,,,,,,
1515651947786,,,1,644,300,-,,,,,,,,,
1515651947802,,,1,643,306,-,,,,,,,,,
1515651947803,,,1,643,306,-,,,,,,,,,
1515651947819,,,1,643,311,-,,,,,,,,,
1515651947820,,,1,643,311,-,,,,,,,,,
1515651947836,,,1,641,317,-,,,,,,,,,
1515651947836,,,1,641,317,-,,,,,,,,,
1515651947854,,,1,641,324,-,,,,,,,,,
1515651947855,,,1,641,324,-,,,,,,,,,
1515651947871,,,1,640,330,-,,,,,,,,,
1515651947871,,,1,640,330,-,,,,,,,,,
1515651947889,,,1,638,335,-,,,,,,,,,
1515651947889,,,1,638,335,-,,,,,,,,,
1515651947905,,,1,637,338,-,,,,,,,,,
1515651947906,,,1,637,338,-,,,,,,,,,
1515651947922,,,1,637,341,-,,,,,,,,,
1515651947922,,,1,637,341,-,,,,,,,,,
1515651947940,,,1,636,343,-,,,,,,,,,
1515651947940,,,1,636,343,-,,,,,,,,,
1515651947957,,,1,636,345,-,,,,,,,,,
1515651947957,,,1,636,345,-,,,,,,,,,
1515651947974,,,1,636,348,-,,,,,,,,,
1515651947975,,,1,636,348,-,,,,,,,,,
1515651947991,,,1,635,348,-,,,,,,,,,
1515651947992,,,1,635,348,-,,,,,,,,,
1515651948008,,,1,635,349,-,,,,,,,,,
1515651948008,,,1,635,349,-,,,,,,,,,
1515651948026,,,1,635,350,-,,,,,,,,,
1515651948026,,,1,635,350,12,,,,,,,,,
1515651948031,,,2,635,350,-,,,,,,,,,
1515651948151,,,3,635,350,10,,,,,,,,,
1515651948430,,,0,635,350,-,,,,,,,,,
1515651948630,,,0,635,350,-,,,,,,,,,
1515651948831,,,0,635,350,-,,,,,,,,,
1515651949032,,,0,635,350,-,,,,,,,,,
1515651949233,,,0,635,350,-,,,,,,,,,
1515651949433,,,0,635,350,-,,,,,,,,,
1515651949633,,,0,635,350,-,,,,,,,,,
1515651949834,,,0,635,350,-,,,,,,,,,
1515651950034,,,0,635,350,-,,,,,,,,,
1515651950235,,,0,635,350,-,,,,,,,,,
1515651950436,,,0,635,350,-,,,,,,,,,
1515651950637,,,0,635,350,-,,,,,,,,,
1515651950839,,,0,635,350,-,,,,,,,,,
1515651951040,,,0,635,350,-,,,,,,,,,
1515651951241,,,0,635,350,-,,,,,,,,,
1515651951442,,,0,635,350,-,,,,,,,,,
1515651951643,,,0,635,350,-,,,,,,,,,
1515651951803,,,1,635,350,-,,,,,,,,,
1515651951901,,,1,635,350,12,,,,,,,,,
1515651952244,,,0,635,350,-,,,,,,,,,
1515651952444,,,0,635,350,-,,,,,,,,,
1515651952645,,,0,635,350,-,,,,,,,,,
1515651952846,,,0,635,350,-,,,,,,,,,
1515651953047,,,0,635,350,-,,,,,,,,,
1515651953248,,,0,635,350,-,,,,,,,,,
1515651953449,,,0,635,350,-,,,,,,,,,
1515651953649,,,0,635,350,-,,,,,,,,,
1515651953851,,,0,635,350,-,,,,,,,,,
1515651954051,,,0,635,350,-,,,,,,,,,
1515651954251,,,0,635,350,-,,,,,,,,,
1515651954452,,,0,635,350,-,,,,,,,,,
1515651954654,,,0,635,350,-,,,,,,,,,
1515651954855,,,0,635,350,-,,,,,,,,,
1515651955056,,,0,635,350,-,,,,,,,,,
1515651955256,,,0,635,350,-,,,,,,,,,
1515651955456,,,0,635,350,-,,,,,,,,,
1515651955657,,,0,635,350,-,,,,,,,,,
1515651955858,,,0,635,350,-,,,,,,,,,
1515651956059,,,0,635,350,-,,,,,,,,,
1515651956260,,,0,635,350,-,,,,,,,,,
1515651956461,,,0,635,350,-,,,,,,,,,
1515651956662,,,0,635,350,-,,,,,,,,,
1515651956862,,,0,635,350,-,,,,,,,,,
1515651956931,,,1,635,350,-,,,,,,,,,
1515651957057,,,1,635,350,12,,,,,,,,,
1515651957262,,,0,635,350,-,,,,,,,,,
1515651957463,,,0,635,350,-,,,,,,,,,
1515651957664,,,0,635,350,-,,,,,,,,,
1515651957865,,,0,635,350,-,,,,,,,,,
1515651958066,,,0,635,350,-,,,,,,,,,
1515651958228,,,1,635,346,-,,,,,,,,,
1515651958228,,,1,635,346,-,,,,,,,,,
1515651958244,,,1,635,330,-,,,,,,,,,
1515651958245,,,1,635,330,-,,,,,,,,,
1515651958261,,,1,637,308,-,,,,,,,,,
1515651958262,,,1,637,308,-,,,,,,,,,
1515651958278,,,1,640,277,-,,,,,,,,,
1515651958278,,,1,640,277,-,,,,,,,,,
1515651958295,,,1,645,255,-,,,,,,,,,
1515651958295,,,1,645,255,-,,,,,,,,,
1515651958312,,,1,649,233,-,,,,,,,,,
1515651958313,,,1,649,233,-,,,,,,,,,
1515651958330,,,1,654,217,-,,,,,,,,,
1515651958330,,,1,654,217,-,,,,,,,,,
1515651958346,,,1,661,198,-,,,,,,,,,
1515651958347,,,1,661,198,-,,,,,,,,,
1515651958364,,,1,670,175,-,,,,,,,,,
1515651958364,,,1,670,175,-,,,,,,,,,
1515651958545,,,1,670,174,-,,,,,,,,,
1515651958546,,,1,670,174,-,,,,,,,,,
1515651958562,,,1,677,160,-,,,,,,,,,
1515651958562,,,1,677,160,-,,,,,,,,,
1515651958579,,,1,698,130,-,,,,,,,,,
1515651958580,,,1,698,130,-,,,,,,,,,
1515651958597,,,1,719,100,-,,,,,,,,,
1515651958597,,,1,719,100,-,,,,,,,,,
1515651958614,,,1,745,61,-,,,,,,,,,
1515651958615,,,1,745,61,-,,,,,,,,,
1515651958631,,,1,768,27,-,,,,,,,,,
1515651958632,,,1,768,27,-,,,,,,,,,
1515651958648,,,1,777,14,-,,,,,,,,,
1515651958649,,,1,777,14,-,,,,,,,,,
1515651958825,,,1,777,13,-,,,,,,,,,
1515651958825,,,1,777,13,12,,,,,,,,,
1515651959070,,,0,777,13,-,,,,,,,,,
1515651959270,,,0,777,13,-,,,,,,,,,
1515651959471,,,0,777,13,-,,,,,,,,,
1515651959671,,,0,777,13,-,,,,,,,,,
1515651959871,,,0,777,13,-,,,,,,,,,
1515651960072,,,0,777,13,-,,,,,,,,,
1515651960130,,,1,1081,0,-,,,,,,,,,
1515651960130,,,1,1081,0,12,,,,,,,,,
1515651960472,,,0,1081,0,-,,,,,,,,,
1515651960612,,,1,1082,1,-,,,,,,,,,
1515651960612,,,1,1082,1,-,,,,,,,,,
1515651960629,,,1,1086,2,-,,,,,,,,,
1515651960630,,,1,1086,2,-,,,,,,,,,
1515651960647,,,1,1090,4,-,,,,,,,,,
1515651960647,,,1,1090,4,-,,,,,,,,,
1515651960664,,,1,1094,6,-,,,,,,,,,
1515651960664,,,1,1094,6,-,,,,,,,,,
1515651960681,,,1,1099,7,-,,,,,,,,,
1515651960682,,,1,1099,7,-,,,,,,,,,
1515651960698,,,1,1103,8,-,,,,,,,,,
1515651960698,,,1,1103,8,-,,,,,,,,,
1515651960715,,,1,1105,9,-,,,,,,,,,
1515651960715,,,1,1105,9,-,,,,,,,,,
1515651960733,,,1,1106,9,-,,,,,,,,,
1515651960733,,,1,1106,9,-,,,,,,,,,
1515651960750,,,1,1107,9,-,,,,,,,,,
1515651960750,,,1,1107,9,-,,,,,,,,,
1515651960828,,,1,1107,10,-,,,,,,,,,
1515651960828,,,1,1107,10,-,,,,,,,,,
1515651960853,,,1,1106,10,-,,,,,,,,,
1515651960853,,,1,1106,10,-,,,,,,,,,
1515651960870,,,1,1105,11,-,,,,,,,,,
1515651960870,,,1,1105,11,-,,,,,,,,,
1515651960887,,,1,1104,11,-,,,,,,,,,
1515651960887,,,1,1104,11,-,,,,,,,,,
1515651960903,,,1,1103,11,-,,,,,,,,,
1515651960904,,,1,1103,11,-,,,,,,,,,
1515651960921,,,1,1101,12,-,,,,,,,,,
1515651960921,,,1,1101,12,-,,,,,,,,,
1515651960937,,,1,1099,12,-,,,,,,,,,
1515651960938,,,1,1099,12,-,,,,,,,,,
1515651960955,,,1,1097,13,-,,,,,,,,,
1515651960956,,,1,1097,13,-,,,,,,,,,
1515651960972,,,1,1096,14,-,,,,,,,,,
1515651960972,,,1,1096,14,-,,,,,,,,,
1515651960989,,,1,1094,14,-,,,,,,,,,
1515651960990,,,1,1094,14,-,,,,,,,,,
1515651961006,,,1,1090,15,-,,,,,,,,,
1515651961007,,,1,1090,15,-,,,,,,,,,
1515651961023,,,1,1088,16,-,,,,,,,,,
1515651961024,,,1,1088,16,-,,,,,,,,,
1515651961041,,,1,1085,17,-,,,,,,,,,
1515651961041,,,1,1085,17,-,,,,,,,,,
1515651961058,,,1,1082,18,-,,,,,,,,,
1515651961059,,,1,1082,18,-,,,,,,,,,
1515651961075,,,1,1078,20,-,,,,,,,,,
1515651961076,,,1,1078,20,-,,,,,,,,,
1515651961092,,,1,1074,22,-,,,,,,,,,
1515651961093,,,1,1074,22,-,,,,,,,,,
1515651961109,,,1,1069,24,-,,,,,,,,,
1515651961109,,,1,1069,24,-,,,,,,,,,
1515651961126,,,1,1063,30,-,,,,,,,,,
1515651961127,,,1,1063,30,-,,,,,,,,,
1515651961143,,,1,1051,40,-,,,,,,,,,
1515651961144,,,1,1051,40,-,,,,,,,,,
1515651961161,,,1,1041,51,-,,,,,,,,,
1515651961162,,,1,1041,51,-,,,,,,,,,
1515651961178,,,1,1028,64,-,,,,,,,,,
1515651961179,,,1,1028,64,-,,,,,,,,,
1515651961195,,,1,1022,70,-,,,,,,,,,
1515651961195,,,1,1022,70,-,,,,,,,,,
1515651961212,,,1,1020,72,-,,,,,,,,,
1515651961213,,,1,1020,72,-,,,,,,,,,
1515651961395,,,1,1019,72,-,,,,,,,,,
1515651961396,,,1,1019,72,-,,,,,,,,,
1515651961412,,,1,1004,86,-,,,,,,,,,
1515651961413,,,1,1004,86,-,,,,,,,,,
1515651961429,,,1,981,106,-,,,,,,,,,
1515651961429,,,1,981,106,-,,,,,,,,,
1515651961446,,,1,924,154,-,,,,,,,,,
1515651961447,,,1,924,154,-,,,,,,,,,
1515651961463,,,1,863,199,-,,,,,,,,,
1515651961464,,,1,863,199,-,,,,,,,,,
1515651961480,,,1,843,213,-,,,,,,,,,
1515651961481,,,1,843,213,-,,,,,,,,,
1515651961497,,,1,824,224,-,,,,,,,,,
1515651961497,,,1,824,224,-,,,,,,,,,
1515651961514,,,1,811,231,-,,,,,,,,,
1515651961514,,,1,811,231,-,,,,,,,,,
1515651961531,,,1,806,233,-,,,,,,,,,
1515651961532,,,1,806,233,-,,,,,,,,,
1515651961549,,,1,805,233,-,,,,,,,,,
1515651961549,,,1,805,233,-,,,,,,,,,
1515651961731,,,1,805,234,-,,,,,,,,,
1515651961731,,,1,805,234,-,,,,,,,,,
1515651961748,,,1,802,238,-,,,,,,,,,
1515651961748,,,1,802,238,-,,,,,,,,,
1515651961765,,,1,798,243,-,,,,,,,,,
1515651961765,,,1,798,243,-,,,,,,,,,
1515651961782,,,1,792,250,-,,,,,,,,,
1515651961783,,,1,792,250,-,,,,,,,,,
1515651961799,,,1,785,260,-,,,,,,,,,
1515651961799,,,1,785,260,-,,,,,,,,,
1515651961816,,,1,778,267,-,,,,,,,,,
1515651961816,,,1,778,267,-,,,,,,,,,
1515651961834,,,1,773,272,-,,,,,,,,,
1515651961835,,,1,773,272,-,,,,,,,,,
1515651961851,,,1,766,279,-,,,,,,,,,
1515651961851,,,1,766,279,-,,,,,,,,,
1515651961868,,,1,760,286,-,,,,,,,,,
1515651961868,,,1,760,286,-,,,,,,,,,
1515651961885,,,1,755,292,-,,,,,,,,,
1515651961885,,,1,755,292,-,,,,,,,,,
1515651961901,,,1,752,296,-,,,,,,,,,
1515651961902,,,1,752,296,-,,,,,,,,,
1515651961919,,,1,747,300,-,,,,,,,,,
1515651961919,,,1,747,300,-,,,,,,,,,
1515651961936,,,1,742,308,-,,,,,,,,,
1515651961937,,,1,742,308,-,,,,,,,,,
1515651961954,,,1,739,314,-,,,,,,,,,
1515651961954,,,1,739,314,-,,,,,,,,,
1515651961970,,,1,737,318,-,,,,,,,,,
1515651961971,,,1,737,318,-,,,,,,,,,
1515651961987,,,1,734,323,-,,,,,,,,,
1515651961988,,,1,734,323,-,,,,,,,,,
1515651962003,,,1,732,328,-,,,,,,,,,
1515651962004,,,1,732,328,-,,,,,,,,,
1515651962021,,,1,730,332,-,,,,,,,,,
1515651962021,,,1,730,332,-,,,,,,,,,
1515651962038,,,1,729,335,-,,,,,,,,,
1515651962039,,,1,729,335,-,,,,,,,,,
1515651962055,,,1,727,339,-,,,,,,,,,
1515651962056,,,1,727,339,-,,,,,,,,,
1515651962072,,,1,726,343,-,,,,,,,,,
1515651962073,,,1,726,343,-,,,,,,,,,
1515651962090,,,1,724,346,-,,,,,,,,,
1515651962091,,,1,724,346,-,,,,,,,,,
1515651962107,,,1,723,349,-,,,,,,,,,
1515651962108,,,1,723,349,-,,,,,,,,,
1515651962124,,,1,722,351,-,,,,,,,,,
1515651962125,,,1,722,351,-,,,,,,,,,
1515651962141,,,1,721,352,-,,,,,,,,,
1515651962142,,,1,721,352,12,,,,,,,,,
1515651962156,,,2,721,352,-,,,,,,,,,
1515651962158,,,1,721,353,-,,,,,,,,,
1515651962243,,,3,721,353,13,,,,,,,,,
1515651962480,,,0,721,353,-,,,,,,,,,
1515651962681,,,0,721,353,-,,,,,,,,,
1515651962881,,,0,721,353,-,,,,,,,,,
1515651963082,,,0,721,353,-,,,,,,,,,
1515651963283,,,0,721,353,-,,,,,,,,,
1515651963484,,,0,721,353,-,,,,,,,,,
1515651963686,,,0,721,353,-,,,,,,,,,
1515651963886,,,0,721,353,-,,,,,,,,,
1515651964087,,,0,721,353,-,,,,,,,,,
1515651964248,,,1,721,353,-,,,,,,,,,
1515651964385,,,1,721,353,12,,,,,,,,,
1515651964690,,,0,721,353,-,,,,,,,,,
1515651964891,,,0,721,353,-,,,,,,,,,
1515651965092,,,0,721,353,-,,,,,,,,,
1515651965097,,,1,721,353,-,,,,,,,,,
1515651965478,,,1,721,353,12,,,,,,,,,
1515651965693,,,0,721,353,-,,,,,,,,,
1515651965893,,,0,721,353,-,,,,,,,,,
1515651966095,,,0,721,353,-,,,,,,,,,
1515651966296,,,0,721,353,-,,,,,,,,,
1515651966497,,,0,721,353,-,,,,,,,,,
1515651966698,,,0,721,353,-,,,,,,,,,
1515651966899,,,0,721,353,-,,,,,,,,,
1515651967100,,,0,721,353,-,,,,,,,,,
1515651967301,,,0,721,353,-,,,,,,,,,
1515651967502,,,0,721,353,-,,,,,,,,,
1515651967702,,,0,721,353,-,,,,,,,,,
1515651967906,,,0,721,353,-,,,,,,,,,
1515651968106,,,0,721,353,-,,,,,,,,,
1515651968307,,,0,721,353,-,,,,,,,,,
1515651968509,,,0,721,353,-,,,,,,,,,
1515651968709,,,0,721,353,-,,,,,,,,,
1515651968910,,,0,721,353,-,,,,,,,,,
1515651969112,,,0,721,353,-,,,,,,,,,
1515651969312,,,0,721,353,-,,,,,,,,,
1515651969513,,,0,721,353,-,,,,,,,,,
1515651969713,,,0,721,353,-,,,,,,,,,
1515651969914,,,0,721,353,-,,,,,,,,,
1515651970115,,,0,721,353,-,,,,,,,,,
1515651970316,,,0,721,353,-,,,,,,,,,
1515651970517,,,0,721,353,-,,,,,,,,,
1515651970717,,,0,721,353,-,,,,,,,,,
1515651970918,,,0,721,353,-,,,,,,,,,
1515651970991,,,1,721,356,-,,,,,,,,,
1515651970992,,,1,721,356,-,,,,,,,,,
1515651971009,,,1,721,363,-,,,,,,,,,
1515651971010,,,1,721,363,-,,,,,,,,,
1515651971026,,,1,720,369,-,,,,,,,,,
1515651971027,,,1,720,369,-,,,,,,,,,
1515651971043,,,1,720,374,-,,,,,,,,,
1515651971043,,,1,720,374,-,,,,,,,,,
1515651971061,,,1,719,377,-,,,,,,,,,
1515651971061,,,1,719,377,-,,,,,,,,,
1515651971077,,,1,719,379,-,,,,,,,,,
1515651971078,,,1,719,379,-,,,,,,,,,
1515651971095,,,1,719,380,-,,,,,,,,,
1515651971095,,,1,719,380,-,,,,,,,,,
1515651971112,,,1,719,382,-,,,,,,,,,
1515651971112,,,1,719,382,-,,,,,,,,,
1515651971129,,,1,719,384,-,,,,,,,,,
1515651971129,,,1,719,384,-,,,,,,,,,
1515651971146,,,1,719,387,-,,,,,,,,,
1515651971146,,,1,719,387,-,,,,,,,,,
1515651971163,,,1,719,389,-,,,,,,,,,
1515651971163,,,1,719,389,-,,,,,,,,,
1515651971180,,,1,719,390,-,,,,,,,,,
1515651971180,,,1,719,390,-,,,,,,,,,
1515651971198,,,1,719,391,-,,,,,,,,,
1515651971198,,,1,719,391,-,,,,,,,,,
1515651971224,,,1,719,392,-,,,,,,,,,
1515651971224,,,1,719,392,-,,,,,,,,,
1515651971247,,,1,719,393,-,,,,,,,,,
1515651971248,,,1,719,393,-,,,,,,,,,
1515651971265,,,1,719,395,-,,,,,,,,,
1515651971265,,,1,719,395,-,,,,,,,,,
1515651971281,,,1,719,398,-,,,,,,,,,
1515651971281,,,1,719,398,-,,,,,,,,,
1515651971299,,,1,717,400,-,,,,,,,,,
1515651971299,,,1,717,400,-,,,,,,,,,
1515651971316,,,1,716,402,-,,,,,,,,,
1515651971317,,,1,716,402,-,,,,,,,,,
1515651971334,,,1,715,403,-,,,,,,,,,
1515651971335,,,1,715,403,-,,,,,,,,,
1515651971350,,,1,714,403,-,,,,,,,,,
1515651971350,,,1,714,403,-,,,,,,,,,
1515651971368,,,1,713,404,-,,,,,,,,,
1515651971368,,,1,713,404,-,,,,,,,,,
1515651971385,,,1,712,404,-,,,,,,,,,
1515651971385,,,1,712,404,12,,,,,,,,,
1515651971392,,,2,712,404,-,,,,,,,,,
1515651971479,,,3,712,404,10,,,,,,,,,
1515651971722,,,0,712,404,-,,,,,,,,,
1515651971923,,,0,712,404,-,,,,,,,,,
1515651972124,,,0,712,404,-,,,,,,,,,
1515651972325,,,0,712,404,-,,,,,,,,,
