Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515744415259,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515744415042.0,1.0,,0.0,0.0
1515744415460,,,0,0,0,-,,,,,,,,,
1515744415659,,,0,0,0,-,,,,,,,,,
1515744415859,,,0,0,0,-,,,,,,,,,
1515744416059,,,0,0,0,-,,,,,,,,,
1515744416257,,,0,0,0,-,,,,,,,,,
1515744416456,,,0,0,0,-,,,,,,,,,
1515744416545,,,1,793,204,-,,,,,,,,,
1515744416560,,,1,776,191,-,,,,,,,,,
1515744416578,,,1,764,180,-,,,,,,,,,
1515744416594,,,1,746,170,-,,,,,,,,,
1515744416611,,,1,727,151,-,,,,,,,,,
1515744416628,,,1,709,137,-,,,,,,,,,
1515744416645,,,1,694,117,-,,,,,,,,,
1515744416662,,,1,679,97,-,,,,,,,,,
1515744416678,,,1,669,83,-,,,,,,,,,
1515744416695,,,1,657,71,-,,,,,,,,,
1515744416711,,,1,637,53,-,,,,,,,,,
1515744416727,,,1,620,41,-,,,,,,,,,
1515744416745,,,1,602,28,-,,,,,,,,,
1515744416762,,,1,592,9,12,,,,,,,,,
1515744417055,,,0,592,9,-,,,,,,,,,
1515744417073,,,1,442,341,12,,,,,,,,,
1515744417073,,,2,442,341,-,,,,,,,,,
1515744417075,,,3,442,341,10,,,,,,,,,
1515744417460,,,0,442,341,-,,,,,,,,,
1515744417660,,,0,442,341,-,,,,,,,,,
1515744417860,,,0,442,341,-,,,,,,,,,
1515744417889,6.0,22.0,0,442,341,,,,,,,,,,
1515744417998,7.0,22.0,0,442,341,,,,,,,,,,
1515744418060,,,0,442,341,-,,,,,,,,,
1515744418104,6.0,22.0,0,442,341,,,,,,,,,,
1515744418210,7.0,22.0,0,442,341,,,,,,,,,,
1515744418259,,,0,442,341,-,,,,,,,,,
1515744418316,6.0,22.0,0,442,341,,,,,,,,,,
1515744418420,7.0,22.0,0,442,341,,,,,,,,,,
1515744418460,,,0,442,341,-,,,,,,,,,
1515744418526,6.0,22.0,0,442,341,,,,,,,,,,
1515744418634,7.0,22.0,0,442,341,,,,,,,,,,
1515744418659,,,0,442,341,-,,,,,,,,,
1515744418737,6.0,22.0,0,442,341,,,,,,,,,,
1515744418844,7.0,22.0,0,442,341,,,,,,,,,,
1515744418857,,,0,442,341,-,,,,,,,,,
1515744418950,6.0,22.0,0,442,341,,,,,,,,,,
1515744419057,7.0,22.0,0,442,341,,,,,,,,,,
1515744419058,,,0,442,341,-,,,,,,,,,
1515744419163,6.0,22.0,0,442,341,,,,,,,,,,
1515744419259,,,0,442,341,-,,,,,,,,,
1515744419270,7.0,22.0,0,442,341,,,,,,,,,,
1515744419373,6.0,22.0,0,442,341,,,,,,,,,,
1515744419459,,,0,442,341,-,,,,,,,,,
1515744419480,7.0,22.0,0,442,341,,,,,,,,,,
1515744419585,6.0,22.0,0,442,341,,,,,,,,,,
1515744419659,,,0,442,341,-,,,,,,,,,
1515744419692,7.0,22.0,0,442,341,,,,,,,,,,
1515744419797,6.0,22.0,0,442,341,,,,,,,,,,
1515744419859,,,0,442,341,-,,,,,,,,,
1515744419907,7.0,22.0,0,442,341,,,,,,,,,,
1515744420013,6.0,22.0,0,442,341,,,,,,,,,,
1515744420057,,,0,442,341,-,,,,,,,,,
1515744420120,7.0,22.0,0,442,341,,,,,,,,,,
1515744420224,6.0,22.0,0,442,341,,,,,,,,,,
1515744420256,,,0,442,341,-,,,,,,,,,
1515744420332,7.0,22.0,0,442,341,,,,,,,,,,
1515744420456,,,0,442,341,-,,,,,,,,,
1515744420656,,,0,442,341,-,,,,,,,,,
1515744420739,,,1,31,10,-,,,,,,,,,
1515744420755,,,1,13,26,-,,,,,,,,,
1515744420772,,,1,0,40,12,,,,,,,,,
1515744421057,,,0,0,40,-,,,,,,,,,
1515744421256,,,0,0,40,-,,,,,,,,,
1515744421349,,,1,442,405,12,,,,,,,,,
1515744421349,,,2,442,405,-,,,,,,,,,
1515744421351,,,3,442,405,10,,,,,,,,,
1515744421659,,,0,442,405,-,,,,,,,,,
1515744421855,,,0,442,405,-,,,,,,,,,
1515744422059,,,0,442,405,-,,,,,,,,,
1515744422175,6.0,22.0,0,442,405,,,,,,,,,,
1515744422259,,,0,442,405,-,,,,,,,,,
1515744422283,7.0,22.0,0,442,405,,,,,,,,,,
1515744422387,6.0,22.0,0,442,405,,,,,,,,,,
1515744422459,,,0,442,405,-,,,,,,,,,
1515744422496,7.0,22.0,0,442,405,,,,,,,,,,
1515744422602,6.0,22.0,0,442,405,,,,,,,,,,
1515744422659,,,0,442,405,-,,,,,,,,,
1515744422708,7.0,22.0,0,442,405,,,,,,,,,,
1515744422813,6.0,22.0,0,442,405,,,,,,,,,,
1515744422860,,,0,442,405,-,,,,,,,,,
1515744422922,7.0,22.0,0,442,405,,,,,,,,,,
1515744423029,6.0,22.0,0,442,405,,,,,,,,,,
1515744423056,,,0,442,405,-,,,,,,,,,
1515744423134,7.0,22.0,0,442,405,,,,,,,,,,
1515744423240,6.0,22.0,0,442,405,,,,,,,,,,
1515744423256,,,0,442,405,-,,,,,,,,,
1515744423347,7.0,22.0,0,442,405,,,,,,,,,,
1515744423450,6.0,22.0,0,442,405,,,,,,,,,,
1515744423456,,,0,442,405,-,,,,,,,,,
1515744423558,7.0,22.0,0,442,405,,,,,,,,,,
1515744423656,,,0,442,405,-,,,,,,,,,
1515744423664,6.0,22.0,0,442,405,,,,,,,,,,
1515744423771,7.0,22.0,0,442,405,,,,,,,,,,
1515744423860,,,0,442,405,-,,,,,,,,,
1515744423876,6.0,22.0,0,442,405,,,,,,,,,,
1515744423990,7.0,22.0,0,442,405,,,,,,,,,,
1515744424060,,,0,442,405,-,,,,,,,,,
1515744424095,6.0,22.0,0,442,405,,,,,,,,,,
1515744424209,7.0,22.0,0,442,405,,,,,,,,,,
1515744424257,,,0,442,405,-,,,,,,,,,
1515744424316,6.0,22.0,0,442,405,,,,,,,,,,
1515744424423,7.0,22.0,0,442,405,,,,,,,,,,
1515744424459,,,0,442,405,-,,,,,,,,,
1515744424556,,,1,442,469,12,,,,,,,,,
1515744424556,,,2,442,469,-,,,,,,,,,
1515744424558,,,3,442,469,10,,,,,,,,,
1515744424860,,,0,442,469,-,,,,,,,,,
1515744425059,,,0,442,469,-,,,,,,,,,
1515744425259,,,0,442,469,-,,,,,,,,,
1515744425381,6.0,23.0,0,442,469,,,,,,,,,,
1515744425460,,,0,442,469,-,,,,,,,,,
1515744425489,7.0,23.0,0,442,469,,,,,,,,,,
1515744425596,6.0,23.0,0,442,469,,,,,,,,,,
1515744425659,,,0,442,469,-,,,,,,,,,
1515744425704,7.0,23.0,0,442,469,,,,,,,,,,
1515744425810,6.0,23.0,0,442,469,,,,,,,,,,
1515744425857,,,0,442,469,-,,,,,,,,,
1515744425922,7.0,23.0,0,442,469,,,,,,,,,,
1515744426028,6.0,23.0,0,442,469,,,,,,,,,,
1515744426056,,,0,442,469,-,,,,,,,,,
1515744426138,7.0,23.0,0,442,469,,,,,,,,,,
1515744426243,6.0,23.0,0,442,469,,,,,,,,,,
1515744426256,,,0,442,469,-,,,,,,,,,
1515744426350,7.0,23.0,0,442,469,,,,,,,,,,
1515744426456,6.0,23.0,0,442,469,,,,,,,,,,
1515744426460,,,0,442,469,-,,,,,,,,,
1515744426576,7.0,23.0,0,442,469,,,,,,,,,,
1515744426659,,,0,442,469,-,,,,,,,,,
1515744426683,6.0,23.0,0,442,469,,,,,,,,,,
1515744426790,7.0,23.0,0,442,469,,,,,,,,,,
1515744426860,,,0,442,469,-,,,,,,,,,
1515744426896,6.0,23.0,0,442,469,,,,,,,,,,
1515744427003,7.0,23.0,0,442,469,,,,,,,,,,
1515744427059,,,0,442,469,-,,,,,,,,,
1515744427110,6.0,23.0,0,442,469,,,,,,,,,,
1515744427217,7.0,23.0,0,442,469,,,,,,,,,,
1515744427260,,,0,442,469,-,,,,,,,,,
1515744427325,6.0,23.0,0,442,469,,,,,,,,,,
1515744427431,7.0,23.0,0,442,469,,,,,,,,,,
1515744427461,,,0,442,469,-,,,,,,,,,
1515744427535,6.0,23.0,0,442,469,,,,,,,,,,
1515744427639,7.0,23.0,0,442,469,,,,,,,,,,
1515744427656,,,0,442,469,-,,,,,,,,,
1515744427747,6.0,23.0,0,442,469,,,,,,,,,,
1515744427855,7.0,23.0,0,442,469,,,,,,,,,,
1515744427856,,,0,442,469,-,,,,,,,,,
1515744428048,,,1,442,532,12,,,,,,,,,
1515744428049,,,2,442,532,-,,,,,,,,,
1515744428050,,,3,442,532,10,,,,,,,,,
1515744428257,,,0,442,532,-,,,,,,,,,
