Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515652264501,,,0,0,0,-,607.15625,512.875,905.15625,550.875,1515652264299.0,0.0,,0.0,0.0
1515652264703,,,0,0,0,-,,,,,,,,,
1515652264845,,,1,744,411,-,,,,,,,,,
1515652264853,,,1,744,408,-,,,,,,,,,
1515652264870,,,1,744,400,-,,,,,,,,,
1515652264887,,,1,745,390,-,,,,,,,,,
1515652264904,,,1,745,378,-,,,,,,,,,
1515652264920,,,1,745,365,-,,,,,,,,,
1515652264937,,,1,745,357,-,,,,,,,,,
1515652264953,,,1,745,353,12,,,,,,,,,
1515652265173,,,2,745,353,-,,,,,,,,,
1515652265195,,,3,745,353,10,,,,,,,,,
1515652265502,,,0,745,353,-,,,,,,,,,
1515652265583,6.0,22.0,0,745,353,,,,,,,,,,
1515652265664,6.0,22.0,0,745,353,,,,,,,,,,
1515652265703,,,0,745,353,-,,,,,,,,,
1515652265798,6.0,22.0,0,745,353,,,,,,,,,,
1515652265812,7.0,22.0,0,745,353,,,,,,,,,,
1515652265828,7.0,22.0,0,745,353,,,,,,,,,,
1515652265904,,,0,745,353,-,,,,,,,,,
1515652265964,6.0,22.0,0,745,353,,,,,,,,,,
1515652265971,6.0,22.0,0,745,353,,,,,,,,,,
1515652265974,7.0,22.0,0,745,353,,,,,,,,,,
1515652266028,7.0,22.0,0,745,353,,,,,,,,,,
1515652266104,,,0,745,353,-,,,,,,,,,
1515652266164,6.0,22.0,0,745,353,,,,,,,,,,
1515652266289,7.0,22.0,0,745,353,,,,,,,,,,
1515652266303,,,0,745,353,-,,,,,,,,,
1515652266331,,,1,745,358,-,,,,,,,,,
1515652266338,,,1,744,362,-,,,,,,,,,
1515652266353,,,1,741,371,-,,,,,,,,,
1515652266370,,,1,739,376,-,,,,,,,,,
1515652266387,,,1,738,381,-,,,,,,,,,
1515652266396,,,1,737,382,-,,,,,,,,,
1515652266396,7.0,22.0,0,737,382,,,,,,,,,,
1515652266404,,,1,736,385,-,,,,,,,,,
1515652266420,,,1,734,389,-,,,,,,,,,
1515652266437,,,1,730,393,12,,,,,,,,,
1515652266656,,,2,730,393,-,,,,,,,,,
1515652266662,,,3,730,393,10,,,,,,,,,
1515652266743,6.0,22.0,0,730,393,,,,,,,,,,
1515652266885,6.0,22.0,0,730,393,,,,,,,,,,
1515652266895,7.0,22.0,0,730,393,,,,,,,,,,
1515652266901,,,0,730,393,-,,,,,,,,,
1515652267032,6.0,22.0,0,730,393,,,,,,,,,,
1515652267035,7.0,22.0,0,730,393,,,,,,,,,,
1515652267105,,,0,730,393,-,,,,,,,,,
1515652267123,6.0,22.0,0,730,393,,,,,,,,,,
1515652267135,7.0,22.0,0,730,393,,,,,,,,,,
1515652267249,6.0,22.0,0,730,393,,,,,,,,,,
1515652267267,7.0,22.0,0,730,393,,,,,,,,,,
1515652267303,,,0,730,393,-,,,,,,,,,
1515652267351,6.0,22.0,0,730,393,,,,,,,,,,
1515652267399,7.0,22.0,0,730,393,,,,,,,,,,
1515652267416,,,1,730,394,-,,,,,,,,,
1515652267423,,,1,730,397,-,,,,,,,,,
1515652267437,,,1,729,403,-,,,,,,,,,
1515652267454,,,1,725,414,-,,,,,,,,,
1515652267470,,,1,715,441,-,,,,,,,,,
1515652267475,7.0,22.0,0,715,441,,,,,,,,,,
1515652267487,,,1,710,455,-,,,,,,,,,
1515652267503,,,1,704,470,-,,,,,,,,,
1515652267520,,,1,700,480,12,,,,,,,,,
1515652267762,,,2,700,480,-,,,,,,,,,
1515652267768,,,3,700,480,10,,,,,,,,,
1515652267872,6.0,23.0,0,700,480,,,,,,,,,,
1515652268003,6.0,23.0,0,700,480,,,,,,,,,,
1515652268011,7.0,23.0,0,700,480,,,,,,,,,,
1515652268054,7.0,23.0,0,700,480,,,,,,,,,,
1515652268101,,,0,700,480,-,,,,,,,,,
1515652268135,6.0,23.0,0,700,480,,,,,,,,,,
1515652268143,6.0,23.0,0,700,480,,,,,,,,,,
1515652268162,7.0,23.0,0,700,480,,,,,,,,,,
1515652268231,6.0,23.0,0,700,480,,,,,,,,,,
1515652268254,7.0,23.0,0,700,480,,,,,,,,,,
1515652268303,,,0,700,480,-,,,,,,,,,
1515652268356,6.0,23.0,0,700,480,,,,,,,,,,
1515652268394,7.0,23.0,0,700,480,,,,,,,,,,
1515652268494,7.0,23.0,0,700,480,,,,,,,,,,
1515652268501,,,0,700,480,-,,,,,,,,,
1515652268505,,,1,700,481,-,,,,,,,,,
1515652268521,,,1,700,487,-,,,,,,,,,
1515652268537,,,1,700,495,-,,,,,,,,,
1515652268554,,,1,700,506,-,,,,,,,,,
1515652268571,,,1,700,515,-,,,,,,,,,
1515652268587,,,1,700,522,-,,,,,,,,,
1515652268604,,,1,700,528,-,,,,,,,,,
1515652268620,,,1,699,533,-,,,,,,,,,
1515652268638,,,1,698,536,12,,,,,,,,,
1515652268831,,,2,698,536,-,,,,,,,,,
1515652268837,,,3,698,536,10,,,,,,,,,
