Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518081395352,806,430,841,407,576,389,0,0,1
0,1,1518081395549,806,430,841,407,576,389,0,0,1
0,1,1518081395566,806,428,841,407,576,389,0,0,1
0,1,1518081395583,805,426,841,407,576,389,0,0,1
0,1,1518081395600,804,425,841,407,576,389,0,0,1
0,1,1518081395617,801,422,841,407,576,389,0,0,1
0,1,1518081395637,795,421,841,407,576,389,0,0,1
0,1,1518081395651,787,421,841,407,576,389,0,0,1
0,1,1518081395666,780,421,841,407,576,389,0,0,1
0,1,1518081395683,772,421,841,407,576,389,0,0,1
0,1,1518081395700,765,421,841,407,576,389,0,0,1
0,1,1518081395717,761,421,841,407,576,389,0,0,1
0,1,1518081395733,756,421,841,407,576,389,0,0,1
0,1,1518081395750,753,421,841,407,576,389,0,0,1
0,1,1518081395766,750,421,841,407,576,389,0,0,1
38,1,1518081395784,749,420,841,407,576,389,0,0,1
0,2,1518081396041,749,420,841,407,576,389,0,0,1
36,3,1518081396043,749,420,841,407,576,389,0,0,1
