Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515639911803,,,1,824,335,-,624.5,512.875,722.5,550.875,1515639911784.0,0.0,,0.0,0.0
1515639911822,,,1,820,335,-,,,,,,,,,
1515639911838,,,1,816,335,-,,,,,,,,,
1515639911853,,,1,812,332,-,,,,,,,,,
1515639911878,,,1,807,329,-,,,,,,,,,
1515639911884,,,1,794,326,-,,,,,,,,,
1515639911905,,,1,780,320,-,,,,,,,,,
1515639911921,,,1,757,305,-,,,,,,,,,
1515639911931,,,1,751,303,-,,,,,,,,,
1515639911951,,,1,747,303,-,,,,,,,,,
1515639911970,,,1,744,304,-,,,,,,,,,
1515639911987,,,1,744,304,-,,,,,,,,,
1515639912021,,,1,744,303,-,,,,,,,,,
1515639912037,,,1,744,304,-,,,,,,,,,
1515639912054,,,1,754,310,-,,,,,,,,,
1515639912070,,,1,770,315,-,,,,,,,,,
1515639912087,,,1,781,316,-,,,,,,,,,
1515639912103,,,1,783,314,-,,,,,,,,,
1515639912114,,,1,785,307,-,,,,,,,,,
1515639912131,,,1,786,302,-,,,,,,,,,
1515639912148,,,1,786,295,-,,,,,,,,,
1515639912164,,,1,786,291,-,,,,,,,,,
1515639912181,,,1,786,289,-,,,,,,,,,
1515639912197,,,1,785,289,-,,,,,,,,,
1515639912214,,,1,785,289,-,,,,,,,,,
1515639912231,,,1,783,289,-,,,,,,,,,
1515639912248,,,1,782,291,-,,,,,,,,,
1515639912265,,,1,779,294,-,,,,,,,,,
1515639912281,,,1,775,298,-,,,,,,,,,
1515639912297,,,1,771,304,-,,,,,,,,,
1515639912314,,,1,766,313,-,,,,,,,,,
1515639912331,,,1,763,322,-,,,,,,,,,
1515639912348,,,1,759,328,-,,,,,,,,,
1515639912364,,,1,757,332,-,,,,,,,,,
1515639912381,,,1,755,336,-,,,,,,,,,
1515639912397,,,1,754,341,-,,,,,,,,,
1515639912415,,,1,753,342,-,,,,,,,,,
1515639912432,,,1,753,342,12,,,,,,,,,
1515639912454,,,2,753,342,-,,,,,,,,,
1515639912536,,,3,753,342,10,,,,,,,,,
1515639912788,,,0,753,342,-,,,,,,,,,
1515639912986,,,0,753,342,-,,,,,,,,,
1515639913187,,,0,753,342,-,,,,,,,,,
1515639913388,,,0,753,342,-,,,,,,,,,
1515639913410,6.0,22.0,0,753,342,,,,,,,,,,
1515639913557,6.0,22.0,0,753,342,,,,,,,,,,
1515639913561,7.0,22.0,0,753,342,,,,,,,,,,
1515639913588,,,0,753,342,-,,,,,,,,,
1515639913640,6.0,22.0,0,753,342,,,,,,,,,,
1515639913674,6.0,22.0,0,753,342,,,,,,,,,,
1515639913688,7.0,22.0,0,753,342,,,,,,,,,,
1515639913756,6.0,22.0,0,753,342,,,,,,,,,,
1515639913761,7.0,22.0,0,753,342,,,,,,,,,,
1515639913769,7.0,22.0,0,753,342,,,,,,,,,,
1515639913786,,,0,753,342,-,,,,,,,,,
1515639913846,7.0,22.0,0,753,342,,,,,,,,,,
1515639913919,6.0,22.0,0,753,342,,,,,,,,,,
1515639913988,,,0,753,342,-,,,,,,,,,
1515639914019,7.0,22.0,0,753,342,,,,,,,,,,
1515639914191,,,0,753,342,-,,,,,,,,,
1515639914387,,,0,753,342,-,,,,,,,,,
1515639914448,6.0,22.0,0,753,342,,,,,,,,,,
1515639914549,7.0,22.0,0,753,342,,,,,,,,,,
1515639914587,,,0,753,342,-,,,,,,,,,
1515639914788,,,0,753,342,-,,,,,,,,,
1515639914930,6.0,22.0,0,753,342,,,,,,,,,,
1515639914990,,,0,753,342,-,,,,,,,,,
1515639915038,7.0,22.0,0,753,342,,,,,,,,,,
1515639915138,6.0,22.0,0,753,342,,,,,,,,,,
