Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1515652215918,,,0,0,0,-,607.15625,512.875,905.15625,550.875,1515652215717,0,
1515652215983,,,1,597,493,-,
1515652216007,,,1,599,493,-,
1515652216025,,,1,602,493,-,
1515652216042,,,1,604,492,-,
1515652216060,,,1,607,491,-,
1515652216074,,,1,610,491,-,
1515652216082,,,1,613,490,-,
1515652216099,,,1,616,489,-,
1515652216115,,,1,618,489,-,
1515652216132,,,1,620,488,-,
1515652216149,,,1,622,488,-,
1515652216165,,,1,623,488,-,
1515652216182,,,1,623,488,-,
1515652216380,,,1,623,487,-,
1515652216388,,,1,627,482,-,
1515652216399,,,1,635,473,-,
1515652216416,,,1,653,453,-,
1515652216433,,,1,667,434,-,
1515652216448,,,1,689,393,-,
1515652216466,,,1,701,371,-,
1515652216482,,,1,712,356,-,
1515652216499,,,1,723,343,-,
1515652216516,,,1,728,340,12,
1515652216720,,,0,728,340,-,
1515652216747,,,2,728,340,-,
1515652216764,,,3,728,340,10,
1515652217059,6,22,0,728,340,,
1515652217123,,,0,728,340,-,
1515652217167,6,22,0,728,340,,
1515652217211,7,22,0,728,340,,
1515652217219,6,22,0,728,340,,
1515652217242,7,22,0,728,340,,
1515652217322,,,0,728,340,-,
1515652217355,6,22,0,728,340,,
1515652217361,6,22,0,728,340,,
1515652217370,7,22,0,728,340,,
1515652217463,6,22,0,728,340,,
1515652217465,7,22,0,728,340,,
1515652217475,7,22,0,728,340,,
1515652217518,,,0,728,340,-,
1515652217565,6,22,0,728,340,,
1515652217597,6,22,0,728,340,,
1515652217600,7,22,0,728,340,,
1515652217647,6,22,0,728,340,,
1515652217674,7,22,0,728,340,,
1515652217678,,,1,728,341,-,
1515652217679,7,22,0,728,341,,
1515652217685,,,1,728,344,-,
1515652217699,,,1,728,348,-,
1515652217716,,,1,726,357,-,
1515652217733,,,1,724,367,-,
1515652217749,,,1,719,385,-,
1515652217766,,,1,714,399,-,
1515652217782,,,1,710,409,-,
1515652217799,,,1,707,414,-,
1515652217802,7,22,0,707,414,,
1515652217940,,,1,707,411,-,
1515652217949,,,1,707,410,-,
1515652217966,,,1,707,410,-,
1515652217982,,,1,707,410,12,
1515652218128,6,22,0,707,410,,
1515652218178,6,22,0,707,410,,
1515652218256,7,22,0,707,410,,
1515652218271,6,22,0,707,410,,
1515652218296,7,22,0,707,410,,
1515652218322,,,0,707,410,-,
1515652218390,6,22,0,707,410,,
1515652218405,7,22,0,707,410,,
1515652218491,6,22,0,707,410,,
1515652218505,7,22,0,707,410,,
1515652218518,,,0,707,410,-,
1515652218628,7,22,0,707,410,,
1515652218718,,,0,707,410,-,
1515652218763,,,1,707,410,-,
1515652218772,,,1,708,411,-,
1515652218782,,,1,708,411,-,
1515652218795,,,1,709,412,12,
1515652218795,,,2,709,412,-,
1515652218809,,,3,709,412,10,
1515652219018,,,2,709,412,-,
1515652219024,,,3,709,412,10,
1515652219246,6,22,0,709,412,,
1515652219318,,,0,709,412,-,
1515652219350,6,22,0,709,412,,
1515652219391,7,22,0,709,412,,
1515652219427,7,22,0,709,412,,
1515652219510,6,22,0,709,412,,
1515652219518,,,0,709,412,-,
1515652219609,,,1,709,412,-,
1515652219618,,,1,709,416,-,
1515652219632,,,1,708,423,-,
1515652219649,,,1,706,430,-,
1515652219661,,,1,705,434,-,
1515652219661,7,22,0,705,434,,
1515652219665,,,1,705,438,-,
1515652219682,,,1,702,448,-,
1515652219699,,,1,700,459,-,
1515652219716,,,1,696,467,-,
1515652219733,,,1,694,471,12,
1515652219929,,,2,694,471,-,
1515652219944,,,3,694,471,10,
1515652220016,6,23,0,694,471,,
1515652220156,6,23,0,694,471,,
1515652220160,7,23,0,694,471,,
1515652220280,6,23,0,694,471,,
1515652220294,7,23,0,694,471,,
1515652220322,,,0,694,471,-,
1515652220385,6,23,0,694,471,,
1515652220398,7,23,0,694,471,,
1515652220519,,,0,694,471,-,
1515652220543,7,23,0,694,471,,
1515652220566,6,23,0,694,471,,
1515652220609,6,23,0,694,471,,
1515652220642,7,23,0,694,471,,
1515652220719,,,0,694,471,-,
1515652220760,7,23,0,694,471,,
1515652220767,,,1,694,473,12,
1515652220769,6,23,0,694,473,,
1515652220782,,,1,696,479,-,
1515652220797,,,1,697,483,-,
1515652220797,7,23,0,697,483,,
1515652220799,,,1,699,487,-,
1515652220816,,,1,701,495,-,
1515652220833,,,1,704,505,-,
1515652220849,,,1,708,518,-,
1515652220865,,,1,709,524,-,
1515652220882,,,1,711,530,-,
1515652220899,,,1,712,533,12,
1515652221117,,,2,712,533,-,
1515652221123,,,3,712,533,10,
