Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,
1515744855875,0,442,532,-,541,246.5,240,370.5,276,406.5,1515744844250,1,
1515744856067,0,442,532,-,
1515744856265,0,442,532,-,
1515744856469,0,442,532,-,
1515744856669,0,442,532,-,
1515744856868,0,442,532,-,
1515744857069,0,442,532,-,
1515744857268,0,442,532,-,
1515744857469,0,442,532,-,
1515744857665,0,442,532,-,
1515744857866,0,442,532,-,
1515744858069,0,442,532,-,
1515744858266,0,442,532,-,
1515744858467,0,442,532,-,
1515744858666,0,442,532,-,
1515744858867,0,442,532,-,
1515744859069,0,442,532,-,
1515744859268,0,442,532,-,
1515744859467,0,442,532,-,
1515744859669,0,442,532,-,
1515744859869,0,442,532,-,
1515744860068,0,442,532,-,
1515744860270,0,442,532,-,
1515744860467,0,442,532,-,
1515744860668,0,442,532,-,
1515744860870,0,442,532,-,
1515744861066,0,442,532,-,
1515744861269,0,442,532,-,
1515744861467,0,442,532,-,
1515744861666,0,442,532,-,
1515744861869,0,442,532,-,
1515744862066,0,442,532,-,
1515744862268,0,442,532,-,
1515744862466,0,442,532,-,
1515744862666,0,442,532,-,
1515744862867,0,442,532,-,
1515744863067,0,442,532,-,
1515744863269,0,442,532,-,
1515744863468,0,442,532,-,
1515744863668,0,442,532,-,
1515744863869,0,442,532,-,
1515744864068,0,442,532,-,
1515744864268,0,442,532,-,
1515744864465,0,442,532,-,
1515744864666,0,442,532,-,
1515744864868,0,442,532,-,
1515744865069,0,442,532,-,
1515744865270,0,442,532,-,
1515744865469,0,442,532,-,
1515744865518,1,278,386,-,
1515744865526,1,258,388,12,
1515744865527,2,258,388,-,
1515744865530,3,258,388,10,
1515744865865,0,258,388,-,
1515744866065,0,258,388,-,
1515744866266,0,258,388,-,
1515744866466,0,258,388,-,
1515744866666,0,258,388,-,
1515744866865,0,258,388,-,
1515744867065,0,258,388,-,
1515744867266,0,258,388,-,
1515744867469,0,258,388,-,
1515744867540,2,258,388,-,
1515744877560,1,237,380,-,
1515744877574,1,242,362,-,
1515744877591,1,246,366,-,
1515744877608,1,250,380,-,
1515744877624,1,252,375,-,
1515744877641,1,254,371,-,
1515744877659,1,259,380,-,
1515744877674,1,262,367,-,
1515744877691,1,267,370,-,
1515744877708,1,271,377,-,
1515744877725,1,275,373,-,
1515744877741,1,278,374,-,
1515744877761,1,281,379,-,
1515744877774,1,285,377,-,
1515744877791,1,289,374,-,
1515744877808,1,292,360,-,
1515744877825,1,296,369,-,
1515744877843,1,301,379,-,
1515744877858,1,305,375,-,
1515744877876,1,308,377,-,
1515744877891,1,311,372,-,
1515744877909,1,316,361,-,
1515744877925,1,320,381,-,
1515744877942,1,325,372,-,
1515744877959,1,327,378,-,
1515744877975,1,329,376,-,
1515744877992,1,333,366,-,
1515744878009,1,338,364,-,
1515744878026,1,341,377,-,
1515744878042,1,346,365,-,
1515744878059,1,348,363,-,
1515744878076,1,353,375,-,
1515744878093,1,355,373,-,
1515744878111,1,359,360,-,
1515744878127,1,361,373,-,
1515744878142,1,366,372,-,
1515744878161,1,371,360,-,
1515744878176,1,375,381,-,
1515744878193,1,377,361,-,
1515744878209,1,380,371,-,
1515744878227,1,383,362,-,
1515744878243,1,386,373,-,
1515744878259,1,389,376,-,
1515744878276,1,391,360,-,
1515744878293,1,395,376,-,
1515744878310,1,397,371,-,
1515744878326,1,400,376,-,
1515744878343,1,404,360,-,
1515744878361,1,407,376,-,
1515744878377,1,411,374,-,
1515744878394,1,416,373,-,
1515744878411,1,421,361,-,
1515744878427,1,424,366,-,
1515744878444,1,429,373,-,
1515744878460,1,432,376,-,
1515744878477,1,435,363,-,
1515744878493,1,438,377,-,
1515744878510,1,443,374,-,
1515744878527,1,446,365,-,
1515744878544,1,451,371,-,
1515744878561,1,455,369,-,
1515744878577,1,459,374,-,
1515744878593,1,463,381,-,
1515744878611,1,468,380,-,
1515744878629,1,471,376,-,
1515744878644,1,473,372,-,
1515744878661,1,477,364,-,
1515744878678,1,482,371,-,
1515744878695,1,487,366,-,
1515744878711,1,489,361,-,
1515744878728,1,494,379,-,
1515744878744,1,497,371,-,
1515744878762,1,500,373,-,
1515744878778,1,505,368,-,
1515744878794,1,509,373,-,
1515744878811,1,511,377,-,
1515744878829,1,516,374,-,
1515744878844,1,519,366,-,
1515744878862,1,521,375,-,
1515744880872,3,521,375,13,
