Time_Acc,Acc_x,Acc_y,Acc_z,Time_Gra,Gra_x,Gra_y,Gra_z,Time_Gyr,Gyr_x,Gyr_y,Gyr_z,Time_Light,Light,Time_LAcc,LAcc_x,LAcc_y,LAcc_z,Time_Mag,Mag_x,Mag_y,Mag_z,Time_Pres,Pres,Time_Prox,Prox,Time_ReHum,ReHum,Time_Rov,Rov_w,Rov_x,Rov_y,Rov_z,Time_SteCou,SteCou,Time_TSD,TSD_value,id,scenario,behavior,class
1509150294016,-1.647210717201233,5.583278179168701,7.603984832763672,1509150294016,-0.8308412432670593,6.510525703430176,7.300506114959717,0,0,0,0,1509150294016,70,1509150294016,-0.871702253818512,-0.8580818772315979,0.09534243494272232,1509150294016,24.899999618530273,-7.199999809265137,2.1599998474121094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1509150294016,-1.158793568611145,5.669469833374023,7.268796443939209,1509150294016,-0.8172208070755005,6.4015631675720215,7.395848751068115,0,0,0,0,1509150294016,73,1509150294016,-0.8308412432670593,-0.8172208070755005,0.20430520176887512,1509150294016,25.31999969482422,-9.239999771118164,0.5399999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1509150294016,-1.6663644313812256,5.861005783081055,7.824251174926758,1509150294016,-0.8172208070755005,6.292600631713867,7.491191387176514,0,0,0,0,1509150294016,79,1509150294016,-0.34050869941711426,-0.626535952091217,-0.217925563454628,1509150294016,27.119998931884766,-9.719999313354492,0.5399999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1509150294016,-0.7086837291717529,5.870582580566406,7.354987621307373,1509150294016,-0.8308412432670593,6.197257995605469,7.559292793273926,0,0,0,0,1509150294016,87,1509150294016,-0.8308412432670593,-0.34050869941711426,0.2587866187095642,1509150294016,26.939998626708984,-10.859999656677246,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1509150294016,-0.8619126081466675,5.621585369110107,8.02536392211914,1509150294016,-0.8444615602493286,6.1019158363342285,7.64101505279541,0,0,0,0,1509150294016,102,1509150294016,0.13620346784591675,-0.23154591023921967,-0.28602728247642517,1509150294016,22.68000030517578,-12.59999942779541,-6.059999942779541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1509150294016,-0.7086837291717529,5.535394191741943,8.101978302001953,1509150294016,-0.871702253818512,6.020194053649902,7.709116458892822,0,0,0,0,1509150294016,107,1509150294016,0.01362034771591425,-0.39499008655548096,0.3132679760456085,1509150294016,24.719999313354492,-11.15999984741211,-3.059999942779541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
1509150294016,-0.6703764796257019,5.190629482269287,8.149862289428711,1509150294016,-0.871702253818512,5.911230564117432,7.790838718414307,0,0,0,0,1509150294016,110,1509150294016,0.1634441763162613,-0.3813697397708893,0.3132679760456085,1509150294016,23.8799991607666,-11.09999942779541,-2.759999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
1509150294016,-0.47884035110473633,4.711789131164551,8.35097599029541,1509150294016,-0.871702253818512,5.802268028259277,7.872560501098633,0,0,0,0,1509150294016,90,1509150294016,0.20430520176887512,-0.6129156351089478,0.2724069356918335,1509150294016,21.479999542236328,-9.239999771118164,-3.179999828338623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
1509150294016,0.33518823981285095,4.51067590713501,9.394847869873047,1509150294016,-0.8853225708007812,5.706925392150879,7.940662384033203,0,0,0,0,1509150294016,87,1509150294016,0.40861040353775024,-0.9942853450775146,0.40861040353775024,1509150294016,25.01999855041504,-6.779999732971191,0.5399999618530273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
1509150294016,-0.871489405632019,2.806004285812378,8.992621421813965,1509150294016,-0.8853225708007812,5.625203609466553,7.995143413543701,0,0,0,0,1509150294016,90,1509150294016,1.2122108936309814,-1.116868495941162,1.4028958082199097,1509150294016,23.399999618530273,-4.920000076293945,0.8399999737739563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
1509150294016,-1.072602391242981,1.4748282432556152,8.312667846679688,1509150294016,-0.8853225708007812,5.543481349945068,8.049625396728516,0,0,0,0,0,0,1509150294016,0.01362034771591425,-2.737689971923828,0.9398040175437927,1509150294016,23.100000381469727,-0.6599999666213989,1.9799998998641968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
1509150294016,0.7852981686592102,1.1492167711257935,8.772355079650879,1509150294016,-0.8853225708007812,5.407278060913086,8.144968032836914,0,0,0,0,0,0,1509150294016,-0.17706450819969177,-3.9362802505493164,0.1634441763162613,1509150294016,22.619998931884766,1.4399999380111694,3.359999895095825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
1509150294016,0.7469909191131592,0.028730420395731926,10.90798282623291,1509150294016,-0.8989428877830505,5.189352512359619,8.281171798706055,0,0,0,0,0,0,1509150294016,1.6753027439117432,-4.045243263244629,0.4903324842453003,1509150294016,18.65999984741211,4.739999771118164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
1509150294016,-0.2777273952960968,-1.0630255937576294,9.768342971801758,1509150294016,-0.8444615602493286,4.876084327697754,8.471856117248535,0,0,0,0,0,0,1509150294016,1.5799603462219238,-4.848843574523926,2.438042163848877,1509150294016,22.31999969482422,7.259999752044678,5.460000038146973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
