Action,event_type,Time,op_x,op_y,correct_x,correct_y,slidebarright_x,slidebarright_y,slidebarleft_x,slidebarleft_y,scenario,terminal,Bot
12,1,1522723141242,767,469,634,272,599,490,557,450,1,0,0
0,0,1522723141623,767,469,634,272,599,490,557,450,1,0,0
12,1,1522723142254,766,469,634,272,599,490,557,450,1,0,0
0,0,1522723142633,766,469,634,272,599,490,557,450,1,0,0
0,1,1522723143564,764,469,634,272,599,490,557,450,1,0,0
0,1,1522723143643,680,470,634,272,599,490,557,450,1,0,0
0,1,1522723143715,582,472,634,272,599,490,557,450,1,0,0
0,1,1522723143785,539,473,634,272,599,490,557,450,1,0,0
12,1,1522723143851,536,473,634,272,599,490,557,450,1,0,0
0,0,1522723144238,536,473,634,272,599,490,557,450,1,0,0
0,1,1522723144239,549,474,634,272,599,490,557,450,1,0,0
0,1,1522723144308,568,474,634,272,599,490,557,450,1,0,0
0,1,1522723144379,577,474,634,272,599,490,557,450,1,0,0
12,1,1522723144449,579,474,634,272,599,490,557,450,1,0,0
0,2,1522723144650,579,474,634,272,599,490,557,450,1,0,0
0,1,1522723144868,587,474,634,272,599,490,557,450,1,0,0
0,1,1522723144868,587,474,634,272,599,490,557,450,1,0,0
0,1,1522723144939,608,474,634,272,599,490,557,450,1,0,0
0,1,1522723144940,608,474,634,272,599,490,557,450,1,0,0
0,1,1522723145018,623,474,634,272,599,490,557,450,1,0,0
0,1,1522723145019,623,474,634,272,599,490,557,450,1,0,0
0,1,1522723145090,630,474,634,272,599,490,557,450,1,0,0
0,1,1522723145090,630,474,634,272,599,490,557,450,1,0,0
0,1,1522723145164,631,474,634,272,599,490,557,450,1,0,0
0,1,1522723145165,631,474,634,272,599,490,557,450,1,0,0
0,1,1522723145302,632,474,634,272,599,490,557,450,1,0,0
0,1,1522723145303,632,474,634,272,599,490,557,450,1,0,0
0,1,1522723145376,639,474,634,272,599,490,557,450,1,0,0
0,1,1522723145377,639,474,634,272,599,490,557,450,1,0,0
0,1,1522723145447,643,474,634,272,599,490,557,450,1,0,0
0,1,1522723145448,643,474,634,272,599,490,557,450,1,0,0
0,1,1522723145842,644,474,634,272,599,490,557,450,1,0,0
0,1,1522723145842,644,474,634,272,599,490,557,450,1,0,0
0,1,1522723145910,645,474,634,272,599,490,557,450,1,0,0
0,1,1522723145911,645,474,634,272,599,490,557,450,1,0,0
0,1,1522723145979,646,474,634,272,599,490,557,450,1,0,0
0,1,1522723145980,646,474,634,272,599,490,557,450,1,0,0
0,1,1522723146042,646,473,634,272,599,490,557,450,1,0,0
0,1,1522723146043,646,473,634,272,599,490,557,450,1,0,0
0,1,1522723146112,647,473,634,272,599,490,557,450,1,0,0
0,1,1522723146113,647,473,634,272,599,490,557,450,1,0,0
0,1,1522723146179,648,473,634,272,599,490,557,450,1,0,0
0,1,1522723146181,648,473,634,272,599,490,557,450,1,0,0
0,1,1522723146316,649,472,634,272,599,490,557,450,1,0,0
0,1,1522723146316,649,472,634,272,599,490,557,450,1,0,0
0,1,1522723146449,650,472,634,272,599,490,557,450,1,0,0
0,1,1522723146450,650,472,634,272,599,490,557,450,1,0,0
0,1,1522723146515,651,472,634,272,599,490,557,450,1,0,0
0,1,1522723146516,651,472,634,272,599,490,557,450,1,0,0
13,3,1522723147046,651,472,634,272,599,490,557,450,1,0,0
