Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515742938135,0,442,532,-,510.0,308.5,240.0,370.5,276.0,406.5,1515742927128.0,1.0,,1.0,0.0
1515742938336,0,442,532,-,,,,,,,,,,,
1515742938535,0,442,532,-,,,,,,,,,,,
1515742938738,0,442,532,-,,,,,,,,,,,
1515742938938,0,442,532,-,,,,,,,,,,,
1515742939139,0,442,532,-,,,,,,,,,,,
1515742939338,0,442,532,-,,,,,,,,,,,
1515742939538,0,442,532,-,,,,,,,,,,,
1515742939738,0,442,532,-,,,,,,,,,,,
1515742939938,0,442,532,-,,,,,,,,,,,
1515742940138,0,442,532,-,,,,,,,,,,,
1515742940339,0,442,532,-,,,,,,,,,,,
1515742940538,0,442,532,-,,,,,,,,,,,
1515742940738,0,442,532,-,,,,,,,,,,,
1515742940939,0,442,532,-,,,,,,,,,,,
1515742941138,0,442,532,-,,,,,,,,,,,
1515742941339,0,442,532,-,,,,,,,,,,,
1515742941539,0,442,532,-,,,,,,,,,,,
1515742941739,0,442,532,-,,,,,,,,,,,
1515742941939,0,442,532,-,,,,,,,,,,,
1515742942139,0,442,532,-,,,,,,,,,,,
1515742942338,0,442,532,-,,,,,,,,,,,
1515742942539,0,442,532,-,,,,,,,,,,,
1515742942739,0,442,532,-,,,,,,,,,,,
1515742942938,0,442,532,-,,,,,,,,,,,
1515742943138,0,442,532,-,,,,,,,,,,,
1515742943339,0,442,532,-,,,,,,,,,,,
1515742943539,0,442,532,-,,,,,,,,,,,
1515742943738,0,442,532,-,,,,,,,,,,,
1515742943939,0,442,532,-,,,,,,,,,,,
1515742944140,0,442,532,-,,,,,,,,,,,
1515742944339,0,442,532,-,,,,,,,,,,,
1515742944539,0,442,532,-,,,,,,,,,,,
1515742944739,0,442,532,-,,,,,,,,,,,
1515742944938,0,442,532,-,,,,,,,,,,,
1515742945138,0,442,532,-,,,,,,,,,,,
1515742945339,0,442,532,-,,,,,,,,,,,
1515742945538,0,442,532,-,,,,,,,,,,,
1515742945739,0,442,532,-,,,,,,,,,,,
1515742945939,0,442,532,-,,,,,,,,,,,
1515742946139,0,442,532,-,,,,,,,,,,,
1515742946338,0,442,532,-,,,,,,,,,,,
1515742946538,0,442,532,-,,,,,,,,,,,
1515742946739,0,442,532,-,,,,,,,,,,,
1515742946939,0,442,532,-,,,,,,,,,,,
1515742947139,0,442,532,-,,,,,,,,,,,
1515742947340,0,442,532,-,,,,,,,,,,,
1515742947539,0,442,532,-,,,,,,,,,,,
1515742947739,0,442,532,-,,,,,,,,,,,
1515742947775,1,278,386,-,,,,,,,,,,,
1515742947784,1,258,388,12,,,,,,,,,,,
1515742947786,2,258,388,-,,,,,,,,,,,
1515742947790,3,258,388,10,,,,,,,,,,,
1515742948136,0,258,388,-,,,,,,,,,,,
1515742948336,0,258,388,-,,,,,,,,,,,
1515742948537,0,258,388,-,,,,,,,,,,,
1515742948735,0,258,388,-,,,,,,,,,,,
1515742948936,0,258,388,-,,,,,,,,,,,
1515742949136,0,258,388,-,,,,,,,,,,,
1515742949335,0,258,388,-,,,,,,,,,,,
1515742949539,0,258,388,-,,,,,,,,,,,
1515742949739,0,258,388,-,,,,,,,,,,,
1515742949799,2,258,388,-,,,,,,,,,,,
1515742959814,1,238,360,-,,,,,,,,,,,
1515742959824,1,241,380,-,,,,,,,,,,,
1515742959841,1,245,371,-,,,,,,,,,,,
1515742959857,1,250,362,-,,,,,,,,,,,
1515742959874,1,252,376,-,,,,,,,,,,,
1515742959891,1,257,363,-,,,,,,,,,,,
1515742959907,1,260,372,-,,,,,,,,,,,
1515742959924,1,265,363,-,,,,,,,,,,,
1515742959940,1,267,366,-,,,,,,,,,,,
1515742959958,1,270,375,-,,,,,,,,,,,
1515742959974,1,272,375,-,,,,,,,,,,,
1515742959991,1,277,374,-,,,,,,,,,,,
1515742960007,1,282,367,-,,,,,,,,,,,
1515742960024,1,286,379,-,,,,,,,,,,,
1515742960040,1,291,376,-,,,,,,,,,,,
1515742960057,1,293,376,-,,,,,,,,,,,
1515742960074,1,296,378,-,,,,,,,,,,,
1515742960091,1,300,376,-,,,,,,,,,,,
1515742960108,1,305,362,-,,,,,,,,,,,
1515742960125,1,307,374,-,,,,,,,,,,,
1515742960141,1,310,366,-,,,,,,,,,,,
1515742960158,1,314,379,-,,,,,,,,,,,
1515742960175,1,318,364,-,,,,,,,,,,,
1515742960191,1,322,375,-,,,,,,,,,,,
1515742960208,1,325,365,-,,,,,,,,,,,
1515742960224,1,327,365,-,,,,,,,,,,,
1515742960241,1,329,367,-,,,,,,,,,,,
1515742960258,1,332,378,-,,,,,,,,,,,
1515742960275,1,334,376,-,,,,,,,,,,,
1515742960291,1,336,379,-,,,,,,,,,,,
1515742960308,1,338,376,-,,,,,,,,,,,
1515742960326,1,340,370,-,,,,,,,,,,,
1515742960342,1,345,365,-,,,,,,,,,,,
1515742960358,1,347,370,-,,,,,,,,,,,
1515742960375,1,352,373,-,,,,,,,,,,,
1515742960392,1,356,368,-,,,,,,,,,,,
1515742960408,1,358,367,-,,,,,,,,,,,
1515742960425,1,361,372,-,,,,,,,,,,,
1515742960442,1,363,361,-,,,,,,,,,,,
1515742960459,1,368,380,-,,,,,,,,,,,
1515742960475,1,370,380,-,,,,,,,,,,,
1515742960492,1,372,361,-,,,,,,,,,,,
1515742960509,1,377,361,-,,,,,,,,,,,
1515742960525,1,382,362,-,,,,,,,,,,,
1515742960542,1,387,360,-,,,,,,,,,,,
1515742960559,1,392,375,-,,,,,,,,,,,
1515742960575,1,396,381,-,,,,,,,,,,,
1515742960592,1,400,372,-,,,,,,,,,,,
1515742960609,1,405,370,-,,,,,,,,,,,
1515742960626,1,409,378,-,,,,,,,,,,,
1515742960642,1,412,373,-,,,,,,,,,,,
1515742960659,1,416,371,-,,,,,,,,,,,
1515742960677,1,420,360,-,,,,,,,,,,,
1515742960692,1,423,366,-,,,,,,,,,,,
1515742960709,1,428,369,-,,,,,,,,,,,
1515742960726,1,433,380,-,,,,,,,,,,,
1515742960743,1,438,365,-,,,,,,,,,,,
1515742960759,1,443,362,-,,,,,,,,,,,
1515742960776,1,445,363,-,,,,,,,,,,,
1515742960793,1,447,364,-,,,,,,,,,,,
1515742960809,1,452,368,-,,,,,,,,,,,
1515742960826,1,456,379,-,,,,,,,,,,,
1515742960843,1,460,378,-,,,,,,,,,,,
1515742960860,1,463,370,-,,,,,,,,,,,
1515742960876,1,467,380,-,,,,,,,,,,,
1515742960893,1,470,363,-,,,,,,,,,,,
1515742960910,1,474,369,-,,,,,,,,,,,
