Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1516193895404,1,347,58,12,804.0,577.0,533.0,649.0,569.0,685.0,1516193895145.0,0.0,,1.0,0.0
1516193895404,5,347,58,-,,,,,,,,,,,
1516193895404,5,347,59,-,,,,,,,,,,,
1516193895404,5,347,62,-,,,,,,,,,,,
1516193895404,5,347,66,-,,,,,,,,,,,
1516193895404,5,347,74,-,,,,,,,,,,,
1516193895404,5,347,82,-,,,,,,,,,,,
1516193895404,5,347,92,-,,,,,,,,,,,
1516193895404,5,347,113,-,,,,,,,,,,,
1516193895404,5,347,126,-,,,,,,,,,,,
1516193895404,5,347,138,-,,,,,,,,,,,
1516193895404,5,347,146,-,,,,,,,,,,,
1516193895750,0,347,58,-,,,,,,,,,,,
1516193895404,5,347,154,-,,,,,,,,,,,
1516193895404,5,347,161,-,,,,,,,,,,,
1516193895404,5,347,169,-,,,,,,,,,,,
1516193895404,5,347,176,-,,,,,,,,,,,
1516193895404,5,347,184,-,,,,,,,,,,,
1516193895404,5,347,194,-,,,,,,,,,,,
1516193895404,5,347,207,-,,,,,,,,,,,
1516193895404,5,347,214,-,,,,,,,,,,,
1516193895404,5,347,220,-,,,,,,,,,,,
1516193895404,5,347,226,-,,,,,,,,,,,
1516193895404,5,347,232,-,,,,,,,,,,,
1516193895404,5,347,239,-,,,,,,,,,,,
1516193895950,0,347,58,-,,,,,,,,,,,
1516193895404,5,347,242,-,,,,,,,,,,,
1516193895404,5,347,248,-,,,,,,,,,,,
1516193895404,5,347,259,-,,,,,,,,,,,
1516193895404,5,347,264,-,,,,,,,,,,,
1516193895404,5,347,269,-,,,,,,,,,,,
1516193895404,5,347,274,-,,,,,,,,,,,
1516193895404,5,347,279,-,,,,,,,,,,,
1516193895404,5,347,284,-,,,,,,,,,,,
1516193895404,5,347,288,-,,,,,,,,,,,
1516193895404,5,347,292,-,,,,,,,,,,,
1516193895404,5,347,296,-,,,,,,,,,,,
1516193896151,0,347,58,-,,,,,,,,,,,
1516193896353,0,347,58,-,,,,,,,,,,,
1516193896551,0,347,58,-,,,,,,,,,,,
1516193896680,1,343,299,-,,,,,,,,,,,
1516193896690,1,331,303,-,,,,,,,,,,,
1516193896707,1,301,314,-,,,,,,,,,,,
1516193896724,1,267,332,-,,,,,,,,,,,
1516193896740,1,237,352,-,,,,,,,,,,,
1516193896757,1,199,382,-,,,,,,,,,,,
1516193896774,1,174,403,-,,,,,,,,,,,
1516193896790,1,155,419,-,,,,,,,,,,,
1516193896807,1,152,423,-,,,,,,,,,,,
1516193896949,1,150,423,-,,,,,,,,,,,
1516193896957,1,145,423,-,,,,,,,,,,,
1516193896973,1,133,427,12,,,,,,,,,,,
1516193897352,0,133,427,-,,,,,,,,,,,
1516193897550,0,133,427,-,,,,,,,,,,,
1516193897723,1,142,422,-,,,,,,,,,,,
1516193897741,1,209,391,-,,,,,,,,,,,
1516193897757,1,272,367,-,,,,,,,,,,,
1516193897773,1,306,355,-,,,,,,,,,,,
1516193897789,1,329,348,-,,,,,,,,,,,
1516193897806,1,347,341,-,,,,,,,,,,,
1516193897823,1,352,339,-,,,,,,,,,,,
1516193897840,1,354,337,12,,,,,,,,,,,
1516193897840,5,354,337,-,,,,,,,,,,,
1516193897840,5,354,338,-,,,,,,,,,,,
1516193897840,5,354,341,-,,,,,,,,,,,
1516193897840,5,354,346,-,,,,,,,,,,,
1516193898151,0,354,337,-,,,,,,,,,,,
1516193897840,5,354,363,-,,,,,,,,,,,
1516193897840,5,354,386,-,,,,,,,,,,,
1516193897840,5,354,425,-,,,,,,,,,,,
1516193897840,5,354,447,-,,,,,,,,,,,
1516193897840,5,354,462,-,,,,,,,,,,,
1516193897840,5,354,472,-,,,,,,,,,,,
1516193897840,5,354,475,-,,,,,,,,,,,
1516193897840,5,354,477,-,,,,,,,,,,,
1516193898351,0,354,337,-,,,,,,,,,,,
1516193898551,0,354,337,-,,,,,,,,,,,
1516193897840,5,354,478,-,,,,,,,,,,,
1516193897840,5,354,479,-,,,,,,,,,,,
1516193897840,5,354,480,-,,,,,,,,,,,
1516193897840,5,354,481,-,,,,,,,,,,,
1516193897840,5,354,482,-,,,,,,,,,,,
1516193897840,5,354,483,-,,,,,,,,,,,
1516193897840,5,354,484,-,,,,,,,,,,,
1516193897840,5,354,485,-,,,,,,,,,,,
1516193898750,0,354,337,-,,,,,,,,,,,
1516193897840,5,354,486,-,,,,,,,,,,,
1516193897840,5,354,489,-,,,,,,,,,,,
1516193897840,5,354,491,-,,,,,,,,,,,
1516193897840,5,354,494,-,,,,,,,,,,,
1516193897840,5,354,496,-,,,,,,,,,,,
1516193898949,0,354,337,-,,,,,,,,,,,
1516193899153,0,354,337,-,,,,,,,,,,,
1516193899171,1,354,497,-,,,,,,,,,,,
1516193899179,1,362,497,-,,,,,,,,,,,
1516193899190,1,371,500,-,,,,,,,,,,,
1516193899207,1,393,506,-,,,,,,,,,,,
1516193899224,1,418,512,-,,,,,,,,,,,
1516193899240,1,458,520,-,,,,,,,,,,,
1516193899257,1,495,528,-,,,,,,,,,,,
1516193899273,1,518,534,-,,,,,,,,,,,
1516193899290,1,522,535,-,,,,,,,,,,,
1516193899449,1,523,535,-,,,,,,,,,,,
1516193899457,1,525,535,-,,,,,,,,,,,
1516193899473,1,534,535,-,,,,,,,,,,,
1516193899490,1,547,535,-,,,,,,,,,,,
1516193899506,1,571,535,-,,,,,,,,,,,
1516193899523,1,596,535,-,,,,,,,,,,,
1516193899540,1,613,535,-,,,,,,,,,,,
1516193899557,1,631,533,-,,,,,,,,,,,
1516193899575,1,648,532,-,,,,,,,,,,,
1516193899590,1,657,532,-,,,,,,,,,,,
1516193899606,1,664,532,-,,,,,,,,,,,
1516193899623,1,668,532,-,,,,,,,,,,,
1516193899639,1,670,532,-,,,,,,,,,,,
1516193899657,1,670,532,12,,,,,,,,,,,
1516193899886,2,670,532,-,,,,,,,,,,,
1516193899891,3,670,532,10,,,,,,,,,,,
1516193900152,0,670,532,-,,,,,,,,,,,
1516193900351,0,670,532,-,,,,,,,,,,,
1516193900407,1,670,532,-,,,,,,,,,,,
1516193900423,1,661,537,-,,,,,,,,,,,
1516193900439,1,631,551,-,,,,,,,,,,,
1516193900457,1,557,581,12,,,,,,,,,,,
1516193900752,0,557,581,-,,,,,,,,,,,
1516193900955,0,557,581,-,,,,,,,,,,,
1516193901151,0,557,581,-,,,,,,,,,,,
1516193901351,0,557,581,-,,,,,,,,,,,
1516193901550,0,557,581,-,,,,,,,,,,,
1516193901750,0,557,581,-,,,,,,,,,,,
1516193901952,0,557,581,-,,,,,,,,,,,
1516193902155,0,557,581,-,,,,,,,,,,,
1516193902351,0,557,581,-,,,,,,,,,,,
1516193902554,0,557,581,-,,,,,,,,,,,
1516193902750,0,557,581,-,,,,,,,,,,,
1516193902955,0,557,581,-,,,,,,,,,,,
1516193903155,0,557,581,-,,,,,,,,,,,
1516193903355,0,557,581,-,,,,,,,,,,,
1516193903555,0,557,581,-,,,,,,,,,,,
1516193903752,0,557,581,-,,,,,,,,,,,
1516193903955,0,557,581,-,,,,,,,,,,,
1516193904150,0,557,581,-,,,,,,,,,,,
1516193904350,0,557,581,-,,,,,,,,,,,
1516193904552,0,557,581,-,,,,,,,,,,,
1516193904754,0,557,581,-,,,,,,,,,,,
1516193904950,0,557,581,-,,,,,,,,,,,
1516193905151,0,557,581,-,,,,,,,,,,,
1516193905350,0,557,581,-,,,,,,,,,,,
1516193905554,0,557,581,-,,,,,,,,,,,
1516193905751,0,557,581,-,,,,,,,,,,,
1516193905951,0,557,581,-,,,,,,,,,,,
1516193906151,0,557,581,-,,,,,,,,,,,
1516193906350,0,557,581,-,,,,,,,,,,,
1516193906495,1,919,587,-,,,,,,,,,,,
1516193906506,1,923,583,-,,,,,,,,,,,
1516193906523,1,934,573,-,,,,,,,,,,,
1516193906540,1,943,566,-,,,,,,,,,,,
1516193906557,1,951,559,-,,,,,,,,,,,
