Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515639147558,1,441,455,-,508.0,260.5,268.0,435.5,304.0,471.5,1515639144603.0,0.0,,1.0,0.0
1515639147571,1,451,425,-,,,,,,,,,,,
1515639147584,1,453,423,-,,,,,,,,,,,
1515639147592,1,454,421,-,,,,,,,,,,,
1515639147610,1,454,419,-,,,,,,,,,,,
1515639147625,1,454,419,-,,,,,,,,,,,
1515639147676,1,454,419,-,,,,,,,,,,,
1515639147692,1,454,420,-,,,,,,,,,,,
1515639147709,1,445,435,-,,,,,,,,,,,
1515639147726,1,436,444,-,,,,,,,,,,,
1515639147742,1,429,454,-,,,,,,,,,,,
1515639147759,1,428,456,-,,,,,,,,,,,
1515639147776,1,427,457,-,,,,,,,,,,,
1515639147793,1,429,457,-,,,,,,,,,,,
1515639147809,1,432,454,-,,,,,,,,,,,
1515639147826,1,433,452,-,,,,,,,,,,,
1515639147843,1,433,447,-,,,,,,,,,,,
1515639147860,1,432,444,-,,,,,,,,,,,
1515639147876,1,432,443,-,,,,,,,,,,,
1515639147892,1,432,442,-,,,,,,,,,,,
1515639147993,1,433,447,-,,,,,,,,,,,
1515639148009,1,435,449,-,,,,,,,,,,,
1515639148026,1,436,449,-,,,,,,,,,,,
1515639148042,1,436,446,-,,,,,,,,,,,
1515639148060,1,436,447,-,,,,,,,,,,,
1515639148075,1,430,450,-,,,,,,,,,,,
1515639148092,1,425,452,-,,,,,,,,,,,
1515639148109,1,415,456,-,,,,,,,,,,,
1515639148125,1,408,459,-,,,,,,,,,,,
1515639148142,1,402,460,-,,,,,,,,,,,
1515639148159,1,391,462,-,,,,,,,,,,,
1515639148175,1,378,462,-,,,,,,,,,,,
1515639148192,1,370,462,-,,,,,,,,,,,
1515639148209,1,363,462,-,,,,,,,,,,,
1515639148225,1,356,462,-,,,,,,,,,,,
1515639148242,1,352,462,-,,,,,,,,,,,
1515639148259,1,349,462,-,,,,,,,,,,,
1515639148276,1,347,462,-,,,,,,,,,,,
1515639148292,1,346,462,-,,,,,,,,,,,
1515639148309,1,344,461,-,,,,,,,,,,,
1515639148326,1,341,461,-,,,,,,,,,,,
1515639148343,1,337,459,-,,,,,,,,,,,
1515639148359,1,332,458,-,,,,,,,,,,,
1515639148376,1,323,456,-,,,,,,,,,,,
1515639148392,1,318,455,-,,,,,,,,,,,
1515639148409,1,312,455,-,,,,,,,,,,,
1515639148426,1,307,454,-,,,,,,,,,,,
1515639148443,1,305,454,-,,,,,,,,,,,
1515639148459,1,303,454,-,,,,,,,,,,,
1515639148476,1,301,454,-,,,,,,,,,,,
1515639148492,1,299,454,-,,,,,,,,,,,
1515639148509,1,297,454,-,,,,,,,,,,,
1515639148526,1,296,453,-,,,,,,,,,,,
1515639148543,1,296,453,12,,,,,,,,,,,
1515639148571,2,296,453,-,,,,,,,,,,,
1515639148617,1,296,453,-,,,,,,,,,,,
1515639148626,1,296,452,-,,,,,,,,,,,
1515639148643,1,302,452,-,,,,,,,,,,,
1515639148659,1,310,452,-,,,,,,,,,,,
1515639148676,1,327,451,-,,,,,,,,,,,
1515639148693,1,342,451,-,,,,,,,,,,,
1515639148710,1,377,451,-,,,,,,,,,,,
1515639148727,1,394,451,-,,,,,,,,,,,
1515639148742,1,403,451,-,,,,,,,,,,,
1515639148759,1,412,451,-,,,,,,,,,,,
1515639148776,1,418,451,-,,,,,,,,,,,
1515639148793,1,425,451,-,,,,,,,,,,,
1515639148809,1,427,450,-,,,,,,,,,,,
1515639148826,1,433,450,-,,,,,,,,,,,
1515639148843,1,435,450,-,,,,,,,,,,,
1515639148859,1,438,450,-,,,,,,,,,,,
1515639148876,1,443,450,-,,,,,,,,,,,
1515639148893,1,448,450,-,,,,,,,,,,,
1515639148909,1,456,450,-,,,,,,,,,,,
1515639148926,1,461,450,-,,,,,,,,,,,
1515639148943,1,467,450,-,,,,,,,,,,,
1515639148959,1,469,450,-,,,,,,,,,,,
1515639148976,1,472,451,-,,,,,,,,,,,
1515639148993,1,474,451,-,,,,,,,,,,,
1515639149010,1,475,451,-,,,,,,,,,,,
1515639149027,1,478,451,-,,,,,,,,,,,
1515639149043,1,479,451,-,,,,,,,,,,,
1515639149059,1,481,451,-,,,,,,,,,,,
1515639149076,1,482,451,-,,,,,,,,,,,
1515639149093,1,484,451,-,,,,,,,,,,,
1515639149110,1,485,451,-,,,,,,,,,,,
1515639149126,1,487,451,-,,,,,,,,,,,
1515639149143,1,490,451,-,,,,,,,,,,,
1515639149160,1,491,451,-,,,,,,,,,,,
1515639149182,1,491,451,-,,,,,,,,,,,
1515639149576,1,491,451,-,,,,,,,,,,,
1515639149593,1,491,451,-,,,,,,,,,,,
1515639149609,1,490,451,-,,,,,,,,,,,
1515639149626,1,490,451,-,,,,,,,,,,,
1515639149874,3,490,451,13,,,,,,,,,,,
1515639149942,1,490,451,-,,,,,,,,,,,
1515639149959,1,490,450,-,,,,,,,,,,,
1515639149977,1,490,450,-,,,,,,,,,,,
1515639149992,1,490,449,-,,,,,,,,,,,
1515639150009,1,487,446,-,,,,,,,,,,,
1515639150026,1,485,444,-,,,,,,,,,,,
