Action,event_type,Time,op_x,op_y,correct_x,correct_y,slidebarright_x,slidebarright_y,slidebarleft_x,slidebarleft_y,scenario,terminal,Bot
12,1,1520222391217,461,1475,639,1285,482,1495,440,1455,1,0,1
0,2,1520222391227,461,1475,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391233,466,1476,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391233,466,1476,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391250,471,1477,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391251,471,1477,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391266,475,1478,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391267,475,1478,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391283,479,1479,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391284,479,1479,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391300,481,1480,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391301,481,1480,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391316,482,1481,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391318,482,1481,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391333,487,1482,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391333,487,1482,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391350,488,1483,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391351,488,1483,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391367,493,1484,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391367,493,1484,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391383,496,1485,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391385,496,1485,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391400,498,1486,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391401,498,1486,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391417,502,1487,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391419,502,1487,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391434,506,1488,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391435,506,1488,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391451,509,1489,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391451,509,1489,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391467,511,1490,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391467,511,1490,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391484,515,1491,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391486,515,1491,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391500,516,1492,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391501,516,1492,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391517,521,1493,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391518,521,1493,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391533,524,1494,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391534,524,1494,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391551,527,1495,639,1285,482,1495,440,1455,1,0,1
0,1,1520222391552,527,1495,639,1285,482,1495,440,1455,1,0,1
