Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515753113453,0,442,532,-,486.0,193.5,240.0,370.5,276.0,406.5,1515753103441.0,1.0,,1.0,0.0
1515753113654,0,442,532,-,,,,,,,,,,,
1515753113854,0,442,532,-,,,,,,,,,,,
1515753114055,0,442,532,-,,,,,,,,,,,
1515753114254,0,442,532,-,,,,,,,,,,,
1515753114455,0,442,532,-,,,,,,,,,,,
1515753114658,0,442,532,-,,,,,,,,,,,
1515753114857,0,442,532,-,,,,,,,,,,,
1515753115058,0,442,532,-,,,,,,,,,,,
1515753115258,0,442,532,-,,,,,,,,,,,
1515753115456,0,442,532,-,,,,,,,,,,,
1515753115655,0,442,532,-,,,,,,,,,,,
1515753115856,0,442,532,-,,,,,,,,,,,
1515753116055,0,442,532,-,,,,,,,,,,,
1515753116256,0,442,532,-,,,,,,,,,,,
1515753116454,0,442,532,-,,,,,,,,,,,
1515753116656,0,442,532,-,,,,,,,,,,,
1515753116855,0,442,532,-,,,,,,,,,,,
1515753117054,0,442,532,-,,,,,,,,,,,
1515753117256,0,442,532,-,,,,,,,,,,,
1515753117455,0,442,532,-,,,,,,,,,,,
1515753117657,0,442,532,-,,,,,,,,,,,
1515753117857,0,442,532,-,,,,,,,,,,,
1515753118054,0,442,532,-,,,,,,,,,,,
1515753118255,0,442,532,-,,,,,,,,,,,
1515753118458,0,442,532,-,,,,,,,,,,,
1515753118658,0,442,532,-,,,,,,,,,,,
1515753118855,0,442,532,-,,,,,,,,,,,
1515753119057,0,442,532,-,,,,,,,,,,,
1515753119257,0,442,532,-,,,,,,,,,,,
1515753119457,0,442,532,-,,,,,,,,,,,
1515753119659,0,442,532,-,,,,,,,,,,,
1515753119858,0,442,532,-,,,,,,,,,,,
1515753120056,0,442,532,-,,,,,,,,,,,
1515753120258,0,442,532,-,,,,,,,,,,,
1515753120454,0,442,532,-,,,,,,,,,,,
1515753120658,0,442,532,-,,,,,,,,,,,
1515753120855,0,442,532,-,,,,,,,,,,,
1515753121054,0,442,532,-,,,,,,,,,,,
1515753121254,0,442,532,-,,,,,,,,,,,
1515753121458,0,442,532,-,,,,,,,,,,,
1515753121658,0,442,532,-,,,,,,,,,,,
1515753121858,0,442,532,-,,,,,,,,,,,
1515753122054,0,442,532,-,,,,,,,,,,,
1515753122254,0,442,532,-,,,,,,,,,,,
1515753122457,0,442,532,-,,,,,,,,,,,
1515753122657,0,442,532,-,,,,,,,,,,,
1515753122855,0,442,532,-,,,,,,,,,,,
1515753123054,0,442,532,-,,,,,,,,,,,
1515753123254,1,278,386,-,,,,,,,,,,,
1515753123263,1,258,388,12,,,,,,,,,,,
1515753123264,2,258,388,-,,,,,,,,,,,
1515753123267,3,258,388,10,,,,,,,,,,,
1515753123655,0,258,388,-,,,,,,,,,,,
1515753123854,0,258,388,-,,,,,,,,,,,
1515753124054,0,258,388,-,,,,,,,,,,,
1515753124254,0,258,388,-,,,,,,,,,,,
1515753124454,0,258,388,-,,,,,,,,,,,
1515753124654,0,258,388,-,,,,,,,,,,,
1515753124854,0,258,388,-,,,,,,,,,,,
1515753125054,0,258,388,-,,,,,,,,,,,
1515753125258,0,258,388,-,,,,,,,,,,,
1515753125276,2,258,388,-,,,,,,,,,,,
1515753135301,1,236,378,-,,,,,,,,,,,
1515753135309,1,241,375,-,,,,,,,,,,,
1515753135327,1,243,379,-,,,,,,,,,,,
1515753135343,1,245,368,-,,,,,,,,,,,
1515753135360,1,249,370,-,,,,,,,,,,,
1515753135376,1,254,377,-,,,,,,,,,,,
1515753135394,1,257,365,-,,,,,,,,,,,
1515753135410,1,262,368,-,,,,,,,,,,,
1515753135427,1,267,380,-,,,,,,,,,,,
1515753135443,1,269,381,-,,,,,,,,,,,
1515753135459,1,271,371,-,,,,,,,,,,,
1515753135477,1,274,367,-,,,,,,,,,,,
1515753135494,1,277,370,-,,,,,,,,,,,
