Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1516330358616,0,0,0,-,795.71875,282.875,626.71875,349.875,662.71875,385.875,1516330357913.0,0.0,,1.0,0.0
1516330358728,0,0,0,-,,,,,,,,,,,
1516330358928,0,0,0,-,,,,,,,,,,,
1516330359128,0,0,0,-,,,,,,,,,,,
1516330359331,0,0,0,-,,,,,,,,,,,
1516330359528,0,0,0,-,,,,,,,,,,,
1516330359730,0,0,0,-,,,,,,,,,,,
1516330359932,0,0,0,-,,,,,,,,,,,
1516330360129,0,0,0,-,,,,,,,,,,,
1516330360333,0,0,0,-,,,,,,,,,,,
1516330360528,0,0,0,-,,,,,,,,,,,
1516330360728,0,0,0,-,,,,,,,,,,,
1516330360934,0,0,0,-,,,,,,,,,,,
1516330361130,0,0,0,-,,,,,,,,,,,
1516330361328,0,0,0,-,,,,,,,,,,,
1516330361530,0,0,0,-,,,,,,,,,,,
1516330361739,0,0,0,-,,,,,,,,,,,
1516330361930,0,0,0,-,,,,,,,,,,,
1516330362132,0,0,0,-,,,,,,,,,,,
1516330362331,0,0,0,-,,,,,,,,,,,
1516330362533,0,0,0,-,,,,,,,,,,,
1516330362705,1,761,148,-,,,,,,,,,,,
1516330362759,1,761,147,-,,,,,,,,,,,
1516330362807,1,760,147,-,,,,,,,,,,,
1516330362840,1,759,147,12,,,,,,,,,,,
1516330363128,0,759,147,-,,,,,,,,,,,
1516330363332,0,759,147,-,,,,,,,,,,,
1516330362840,5,759,147,-,,,,,,,,,,,
1516330362840,5,759,148,-,,,,,,,,,,,
1516330362840,5,759,149,-,,,,,,,,,,,
1516330362840,5,759,151,-,,,,,,,,,,,
1516330362840,5,759,153,-,,,,,,,,,,,
1516330362840,5,759,154,-,,,,,,,,,,,
1516330362840,5,759,156,-,,,,,,,,,,,
1516330362840,5,759,157,-,,,,,,,,,,,
1516330362840,5,759,158,-,,,,,,,,,,,
1516330362840,5,759,159,-,,,,,,,,,,,
1516330362840,5,759,161,-,,,,,,,,,,,
1516330363528,0,759,147,-,,,,,,,,,,,
1516330362840,5,759,162,-,,,,,,,,,,,
1516330363729,0,759,147,-,,,,,,,,,,,
1516330363928,0,759,147,-,,,,,,,,,,,
1516330364133,0,759,147,-,,,,,,,,,,,
1516330364328,0,759,147,-,,,,,,,,,,,
1516330364340,1,759,160,-,,,,,,,,,,,
1516330364370,1,762,150,-,,,,,,,,,,,
1516330364387,1,786,121,-,,,,,,,,,,,
1516330364403,1,826,84,-,,,,,,,,,,,
1516330364420,1,881,42,12,,,,,,,,,,,
1516330364731,0,881,42,-,,,,,,,,,,,
1516330364928,0,881,42,-,,,,,,,,,,,
1516330365130,0,881,42,-,,,,,,,,,,,
1516330365331,0,881,42,-,,,,,,,,,,,
1516330365532,0,881,42,-,,,,,,,,,,,
1516330365732,0,881,42,-,,,,,,,,,,,
1516330365928,0,881,42,-,,,,,,,,,,,
1516330366128,0,881,42,-,,,,,,,,,,,
1516330366330,0,881,42,-,,,,,,,,,,,
1516330366530,0,881,42,-,,,,,,,,,,,
1516330366728,0,881,42,-,,,,,,,,,,,
1516330366929,0,881,42,-,,,,,,,,,,,
1516330367132,0,881,42,-,,,,,,,,,,,
1516330367328,0,881,42,-,,,,,,,,,,,
1516330367528,0,881,42,-,,,,,,,,,,,
1516330367731,0,881,42,-,,,,,,,,,,,
1516330367928,0,881,42,-,,,,,,,,,,,
1516330368128,0,881,42,-,,,,,,,,,,,
1516330368328,0,881,42,-,,,,,,,,,,,
1516330368528,0,881,42,-,,,,,,,,,,,
1516330368732,0,881,42,-,,,,,,,,,,,
1516330368928,0,881,42,-,,,,,,,,,,,
1516330369133,0,881,42,-,,,,,,,,,,,
1516330369330,0,881,42,-,,,,,,,,,,,
1516330369528,0,881,42,-,,,,,,,,,,,
1516330369730,0,881,42,-,,,,,,,,,,,
1516330369791,1,1013,26,-,,,,,,,,,,,
1516330369808,1,920,95,-,,,,,,,,,,,
1516330369820,1,818,168,-,,,,,,,,,,,
1516330369837,1,753,214,-,,,,,,,,,,,
1516330369854,1,702,247,-,,,,,,,,,,,
1516330369870,1,668,273,-,,,,,,,,,,,
1516330369886,1,660,279,-,,,,,,,,,,,
1516330369903,1,654,285,-,,,,,,,,,,,
1516330370056,1,649,285,-,,,,,,,,,,,
1516330370072,1,641,284,-,,,,,,,,,,,
1516330370091,1,630,284,-,,,,,,,,,,,
1516330370106,1,605,284,-,,,,,,,,,,,
1516330370123,1,573,290,-,,,,,,,,,,,
1516330370140,1,543,299,-,,,,,,,,,,,
1516330370157,1,510,309,-,,,,,,,,,,,
1516330370175,1,491,315,-,,,,,,,,,,,
1516330370192,1,478,323,-,,,,,,,,,,,
1516330370352,1,476,323,-,,,,,,,,,,,
1516330370370,1,465,323,-,,,,,,,,,,,
1516330370386,1,446,323,-,,,,,,,,,,,
1516330370404,1,427,323,-,,,,,,,,,,,
1516330370421,1,411,323,-,,,,,,,,,,,
1516330370438,1,381,325,-,,,,,,,,,,,
1516330370455,1,366,328,-,,,,,,,,,,,
1516330370472,1,348,331,-,,,,,,,,,,,
1516330370488,1,338,333,-,,,,,,,,,,,
1516330370506,1,333,336,-,,,,,,,,,,,
1516330370523,1,330,339,-,,,,,,,,,,,
1516330370540,1,328,340,-,,,,,,,,,,,
1516330370557,1,328,341,-,,,,,,,,,,,
1516330370574,1,327,341,-,,,,,,,,,,,
1516330370601,1,327,340,-,,,,,,,,,,,
1516330370618,1,327,335,-,,,,,,,,,,,
1516330370635,1,337,325,-,,,,,,,,,,,
1516330370652,1,360,309,-,,,,,,,,,,,
1516330370669,1,398,289,-,,,,,,,,,,,
1516330370688,1,448,270,-,,,,,,,,,,,
1516330370704,1,510,252,-,,,,,,,,,,,
