Action,event_type,Time,op_x,op_y,correct_x,correct_y,slidebarright_x,slidebarright_y,slidebarleft_x,slidebarleft_y,scenario,terminal,Bot
0,1,1522722836399,644,445,689,368,599,470,557,430,1,0,0
0,1,1522722836481,628,435,689,368,599,470,557,430,1,0,0
0,1,1522722836545,611,428,689,368,599,470,557,430,1,0,0
0,1,1522722836609,608,428,689,368,599,470,557,430,1,0,0
0,1,1522722836680,606,428,689,368,599,470,557,430,1,0,0
0,1,1522722836757,594,436,689,368,599,470,557,430,1,0,0
0,1,1522722836820,589,440,689,368,599,470,557,430,1,0,0
0,1,1522722836896,586,442,689,368,599,470,557,430,1,0,0
0,1,1522722836970,584,443,689,368,599,470,557,430,1,0,0
0,1,1522722837034,581,444,689,368,599,470,557,430,1,0,0
12,1,1522722837104,580,444,689,368,599,470,557,430,1,0,0
0,2,1522722837228,580,444,689,368,599,470,557,430,1,0,0
0,1,1522722837440,586,444,689,368,599,470,557,430,1,0,0
0,1,1522722837440,586,444,689,368,599,470,557,430,1,0,0
0,1,1522722837512,621,444,689,368,599,470,557,430,1,0,0
0,1,1522722837514,621,444,689,368,599,470,557,430,1,0,0
0,1,1522722837584,636,444,689,368,599,470,557,430,1,0,0
0,1,1522722837585,636,444,689,368,599,470,557,430,1,0,0
0,1,1522722837657,656,444,689,368,599,470,557,430,1,0,0
0,1,1522722837657,656,444,689,368,599,470,557,430,1,0,0
0,1,1522722837732,678,442,689,368,599,470,557,430,1,0,0
0,1,1522722837734,678,442,689,368,599,470,557,430,1,0,0
0,1,1522722837803,680,441,689,368,599,470,557,430,1,0,0
0,1,1522722837803,680,441,689,368,599,470,557,430,1,0,0
0,1,1522722837880,682,441,689,368,599,470,557,430,1,0,0
0,1,1522722837881,682,441,689,368,599,470,557,430,1,0,0
0,1,1522722837953,690,439,689,368,599,470,557,430,1,0,0
0,1,1522722837954,690,439,689,368,599,470,557,430,1,0,0
0,1,1522722838022,701,436,689,368,599,470,557,430,1,0,0
0,1,1522722838023,701,436,689,368,599,470,557,430,1,0,0
0,1,1522722838100,704,436,689,368,599,470,557,430,1,0,0
0,1,1522722838101,704,436,689,368,599,470,557,430,1,0,0
0,1,1522722838334,705,436,689,368,599,470,557,430,1,0,0
0,1,1522722838335,705,436,689,368,599,470,557,430,1,0,0
0,1,1522722838409,707,436,689,368,599,470,557,430,1,0,0
0,1,1522722838410,707,436,689,368,599,470,557,430,1,0,0
0,1,1522722838498,708,435,689,368,599,470,557,430,1,0,0
0,1,1522722838499,708,435,689,368,599,470,557,430,1,0,0
0,1,1522722839132,707,435,689,368,599,470,557,430,1,0,0
0,1,1522722839133,707,435,689,368,599,470,557,430,1,0,0
0,1,1522722839396,706,435,689,368,599,470,557,430,1,0,0
0,1,1522722839397,706,435,689,368,599,470,557,430,1,0,0
0,1,1522722839460,706,436,689,368,599,470,557,430,1,0,0
0,1,1522722839461,706,436,689,368,599,470,557,430,1,0,0
13,3,1522722839707,706,436,689,368,599,470,557,430,1,0,0
