Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1516072580888,1,691,372,-,681.65625,365.875,575.65625,440.875,611.65625,476.875,1516072578725.0,0.0,,1.0,0.0
1516072580908,1,654,394,-,,,,,,,,,,,
1516072580921,1,605,416,-,,,,,,,,,,,
1516072580938,1,552,435,-,,,,,,,,,,,
1516072580957,1,474,451,-,,,,,,,,,,,
1516072580971,1,437,454,-,,,,,,,,,,,
1516072581153,1,377,440,-,,,,,,,,,,,
1516072581170,1,358,416,-,,,,,,,,,,,
1516072581186,1,305,346,-,,,,,,,,,,,
1516072581203,1,269,292,-,,,,,,,,,,,
1516072581219,1,248,261,-,,,,,,,,,,,
1516072581235,1,233,242,-,,,,,,,,,,,
1516072581253,1,225,231,-,,,,,,,,,,,
1516072581436,1,223,226,-,,,,,,,,,,,
1516072581453,1,212,212,-,,,,,,,,,,,
1516072581469,1,185,188,-,,,,,,,,,,,
1516072581486,1,147,160,-,,,,,,,,,,,
1516072581502,1,130,148,-,,,,,,,,,,,
1516072581520,1,107,133,-,,,,,,,,,,,
1516072581655,1,107,133,-,,,,,,,,,,,
1516072581669,1,105,130,-,,,,,,,,,,,
1516072581686,1,100,126,-,,,,,,,,,,,
1516072581702,1,94,120,-,,,,,,,,,,,
1516072581719,1,91,117,-,,,,,,,,,,,
1516072581736,1,88,112,-,,,,,,,,,,,
1516072582100,1,119,123,-,,,,,,,,,,,
1516072582102,1,119,123,-,,,,,,,,,,,
1516072582119,1,140,157,-,,,,,,,,,,,
1516072582136,1,169,203,-,,,,,,,,,,,
1516072582153,1,202,250,-,,,,,,,,,,,
1516072582169,1,239,301,-,,,,,,,,,,,
1516072582185,1,266,331,-,,,,,,,,,,,
1516072582202,1,306,361,-,,,,,,,,,,,
1516072582219,1,327,369,-,,,,,,,,,,,
1516072582237,1,343,370,-,,,,,,,,,,,
1516072582252,1,349,370,-,,,,,,,,,,,
1516072582269,1,353,368,-,,,,,,,,,,,
1516072582286,1,355,365,-,,,,,,,,,,,
1516072582303,1,353,361,-,,,,,,,,,,,
1516072582320,1,341,354,-,,,,,,,,,,,
1516072582335,1,320,344,-,,,,,,,,,,,
1516072582352,1,294,332,-,,,,,,,,,,,
1516072582369,1,257,316,-,,,,,,,,,,,
1516072582385,1,236,310,-,,,,,,,,,,,
1516072582402,1,209,308,-,,,,,,,,,,,
1516072582419,1,182,322,-,,,,,,,,,,,
1516072582436,1,166,343,-,,,,,,,,,,,
1516072582453,1,147,373,-,,,,,,,,,,,
1516072582470,1,132,403,-,,,,,,,,,,,
1516072582486,1,124,419,-,,,,,,,,,,,
1516072582502,1,115,437,-,,,,,,,,,,,
1516072582647,1,111,441,-,,,,,,,,,,,
1516072582655,1,106,449,12,,,,,,,,,,,
1516072582936,0,106,449,-,,,,,,,,,,,
1516072583135,0,106,449,-,,,,,,,,,,,
1516072583335,0,106,449,-,,,,,,,,,,,
1516072583529,1,197,448,-,,,,,,,,,,,
1516072583535,1,250,435,-,,,,,,,,,,,
1516072583552,1,376,402,-,,,,,,,,,,,
1516072583569,1,466,385,-,,,,,,,,,,,
1516072583586,1,523,377,-,,,,,,,,,,,
1516072583602,1,539,377,-,,,,,,,,,,,
1516072583620,1,569,377,-,,,,,,,,,,,
1516072583774,1,570,377,-,,,,,,,,,,,
1516072583786,1,574,379,-,,,,,,,,,,,
1516072583803,1,581,383,-,,,,,,,,,,,
1516072583820,1,595,392,-,,,,,,,,,,,
1516072583836,1,606,401,-,,,,,,,,,,,
1516072583852,1,614,408,-,,,,,,,,,,,
1516072583869,1,622,416,-,,,,,,,,,,,
1516072583885,1,624,419,-,,,,,,,,,,,
1516072583902,1,624,420,-,,,,,,,,,,,
1516072583919,1,624,420,-,,,,,,,,,,,
1516072583936,1,621,421,-,,,,,,,,,,,
1516072583953,1,618,422,-,,,,,,,,,,,
1516072583969,1,614,423,-,,,,,,,,,,,
1516072583987,1,611,425,-,,,,,,,,,,,
1516072584003,1,610,426,-,,,,,,,,,,,
1516072584019,1,608,427,-,,,,,,,,,,,
1516072584036,1,607,428,-,,,,,,,,,,,
1516072584052,1,606,430,-,,,,,,,,,,,
1516072584069,1,605,431,-,,,,,,,,,,,
1516072584086,1,603,433,-,,,,,,,,,,,
1516072584103,1,602,435,-,,,,,,,,,,,
1516072584120,1,602,436,-,,,,,,,,,,,
1516072584136,1,601,436,-,,,,,,,,,,,
1516072584153,1,601,437,-,,,,,,,,,,,
1516072584178,1,601,437,-,,,,,,,,,,,
1516072584234,1,601,437,-,,,,,,,,,,,
1516072584274,1,601,437,-,,,,,,,,,,,
1516072584286,1,601,437,-,,,,,,,,,,,
1516072584303,1,600,438,-,,,,,,,,,,,
1516072584320,1,600,439,-,,,,,,,,,,,
1516072584336,1,600,440,-,,,,,,,,,,,
1516072584352,1,599,440,-,,,,,,,,,,,
1516072584369,1,599,441,-,,,,,,,,,,,
1516072584392,1,599,441,-,,,,,,,,,,,
1516072584416,1,599,442,-,,,,,,,,,,,
1516072584424,1,599,442,-,,,,,,,,,,,
1516072584436,1,599,442,-,,,,,,,,,,,
1516072584453,1,599,443,-,,,,,,,,,,,
1516072584470,1,599,443,-,,,,,,,,,,,
1516072584486,1,599,444,-,,,,,,,,,,,
1516072584503,1,599,444,-,,,,,,,,,,,
1516072584520,1,599,445,-,,,,,,,,,,,
1516072584583,1,599,445,12,,,,,,,,,,,
1516072584903,2,599,445,-,,,,,,,,,,,
1516072585139,1,600,445,-,,,,,,,,,,,
1516072585154,1,601,445,-,,,,,,,,,,,
1516072585170,1,603,445,-,,,,,,,,,,,
1516072585186,1,605,445,-,,,,,,,,,,,
1516072585202,1,608,445,-,,,,,,,,,,,
1516072585219,1,611,445,-,,,,,,,,,,,
1516072585236,1,612,445,-,,,,,,,,,,,
1516072585253,1,613,445,-,,,,,,,,,,,
1516072585270,1,613,445,-,,,,,,,,,,,
1516072585287,1,613,445,-,,,,,,,,,,,
1516072585303,1,614,445,-,,,,,,,,,,,
1516072585320,1,615,445,-,,,,,,,,,,,
1516072585336,1,618,445,-,,,,,,,,,,,
1516072585353,1,621,445,-,,,,,,,,,,,
1516072585369,1,626,445,-,,,,,,,,,,,
1516072585386,1,629,445,-,,,,,,,,,,,
1516072585403,1,630,445,-,,,,,,,,,,,
1516072585420,1,631,445,-,,,,,,,,,,,
1516072585436,1,631,445,-,,,,,,,,,,,
1516072585453,1,631,445,-,,,,,,,,,,,
1516072585470,1,633,445,-,,,,,,,,,,,
1516072585487,1,635,445,-,,,,,,,,,,,
1516072585503,1,637,445,-,,,,,,,,,,,
1516072585519,1,641,445,-,,,,,,,,,,,
1516072585535,1,645,445,-,,,,,,,,,,,
1516072585552,1,647,445,-,,,,,,,,,,,
1516072585569,1,648,445,-,,,,,,,,,,,
1516072585586,1,649,445,-,,,,,,,,,,,
1516072585604,1,649,445,-,,,,,,,,,,,
1516072585620,1,649,445,-,,,,,,,,,,,
1516072585637,1,650,445,-,,,,,,,,,,,
1516072585654,1,651,445,-,,,,,,,,,,,
1516072585670,1,652,445,-,,,,,,,,,,,
1516072585686,1,654,446,-,,,,,,,,,,,
1516072585702,1,657,446,-,,,,,,,,,,,
1516072585719,1,658,446,-,,,,,,,,,,,
1516072585736,1,659,446,-,,,,,,,,,,,
1516072585753,1,659,446,-,,,,,,,,,,,
1516072585770,1,660,446,-,,,,,,,,,,,
1516072586163,1,660,446,-,,,,,,,,,,,
1516072586178,1,660,446,-,,,,,,,,,,,
1516072586202,1,660,446,-,,,,,,,,,,,
1516072586226,1,661,446,-,,,,,,,,,,,
1516072586273,1,661,446,-,,,,,,,,,,,
1516072586287,1,661,446,-,,,,,,,,,,,
1516072586304,1,662,446,-,,,,,,,,,,,
1516072586320,1,662,446,-,,,,,,,,,,,
1516072586336,1,662,446,-,,,,,,,,,,,
1516072586352,1,662,446,-,,,,,,,,,,,
1516072586552,1,662,446,-,,,,,,,,,,,
1516072586607,1,662,446,-,,,,,,,,,,,
1516072586621,3,662,446,13,,,,,,,,,,,
