Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,Unnamed: 13,scenario,terminal
1515743730029,0,442,532,-,387.0,253.5,240.0,370.5,276.0,406.5,1515743717617.0,1.0,,1.0,0.0
1515743730230,0,442,532,-,,,,,,,,,,,
1515743730432,0,442,532,-,,,,,,,,,,,
1515743730633,0,442,532,-,,,,,,,,,,,
1515743730829,0,442,532,-,,,,,,,,,,,
1515743731032,0,442,532,-,,,,,,,,,,,
1515743731233,0,442,532,-,,,,,,,,,,,
1515743731429,0,442,532,-,,,,,,,,,,,
1515743731632,0,442,532,-,,,,,,,,,,,
1515743731832,0,442,532,-,,,,,,,,,,,
1515743732032,0,442,532,-,,,,,,,,,,,
1515743732232,0,442,532,-,,,,,,,,,,,
1515743732432,0,442,532,-,,,,,,,,,,,
1515743732629,0,442,532,-,,,,,,,,,,,
1515743732830,0,442,532,-,,,,,,,,,,,
1515743733032,0,442,532,-,,,,,,,,,,,
1515743733233,0,442,532,-,,,,,,,,,,,
1515743733429,0,442,532,-,,,,,,,,,,,
1515743733633,0,442,532,-,,,,,,,,,,,
1515743733832,0,442,532,-,,,,,,,,,,,
1515743734031,0,442,532,-,,,,,,,,,,,
1515743734233,0,442,532,-,,,,,,,,,,,
1515743734432,0,442,532,-,,,,,,,,,,,
1515743734630,0,442,532,-,,,,,,,,,,,
1515743734834,0,442,532,-,,,,,,,,,,,
1515743735033,0,442,532,-,,,,,,,,,,,
1515743735232,0,442,532,-,,,,,,,,,,,
1515743735429,0,442,532,-,,,,,,,,,,,
1515743735633,0,442,532,-,,,,,,,,,,,
1515743735831,0,442,532,-,,,,,,,,,,,
1515743736031,0,442,532,-,,,,,,,,,,,
1515743736233,0,442,532,-,,,,,,,,,,,
1515743736432,0,442,532,-,,,,,,,,,,,
1515743736631,0,442,532,-,,,,,,,,,,,
1515743736829,0,442,532,-,,,,,,,,,,,
1515743737030,0,442,532,-,,,,,,,,,,,
1515743737234,0,442,532,-,,,,,,,,,,,
1515743737433,0,442,532,-,,,,,,,,,,,
1515743737631,0,442,532,-,,,,,,,,,,,
1515743737833,0,442,532,-,,,,,,,,,,,
1515743738029,0,442,532,-,,,,,,,,,,,
1515743738231,0,442,532,-,,,,,,,,,,,
1515743738430,0,442,532,-,,,,,,,,,,,
1515743738631,0,442,532,-,,,,,,,,,,,
1515743738833,0,442,532,-,,,,,,,,,,,
1515743739033,0,442,532,-,,,,,,,,,,,
1515743739234,0,442,532,-,,,,,,,,,,,
1515743739430,0,442,532,-,,,,,,,,,,,
1515743739528,1,278,386,-,,,,,,,,,,,
1515743739534,1,258,388,12,,,,,,,,,,,
1515743739535,2,258,388,-,,,,,,,,,,,
1515743739538,3,258,388,10,,,,,,,,,,,
1515743739831,0,258,388,-,,,,,,,,,,,
1515743740029,0,258,388,-,,,,,,,,,,,
1515743740230,0,258,388,-,,,,,,,,,,,
1515743740432,0,258,388,-,,,,,,,,,,,
1515743740631,0,258,388,-,,,,,,,,,,,
1515743740829,0,258,388,-,,,,,,,,,,,
1515743741030,0,258,388,-,,,,,,,,,,,
1515743741231,0,258,388,-,,,,,,,,,,,
1515743741434,0,258,388,-,,,,,,,,,,,
1515743741547,2,258,388,-,,,,,,,,,,,
1515743751568,1,238,367,-,,,,,,,,,,,
1515743751581,1,243,380,-,,,,,,,,,,,
1515743751597,1,248,376,-,,,,,,,,,,,
1515743751614,1,250,367,-,,,,,,,,,,,
1515743751635,1,252,380,-,,,,,,,,,,,
1515743751647,1,256,361,-,,,,,,,,,,,
1515743751664,1,258,369,-,,,,,,,,,,,
1515743751682,1,263,366,-,,,,,,,,,,,
1515743751698,1,265,376,-,,,,,,,,,,,
1515743751716,1,270,368,-,,,,,,,,,,,
1515743751732,1,275,372,-,,,,,,,,,,,
1515743751750,1,277,369,-,,,,,,,,,,,
1515743751765,1,279,380,-,,,,,,,,,,,
1515743751781,1,282,360,-,,,,,,,,,,,
1515743751798,1,285,377,-,,,,,,,,,,,
1515743751814,1,287,379,-,,,,,,,,,,,
1515743751832,1,289,368,-,,,,,,,,,,,
1515743751848,1,292,381,-,,,,,,,,,,,
1515743751865,1,294,360,-,,,,,,,,,,,
1515743751882,1,297,367,-,,,,,,,,,,,
1515743751899,1,302,369,-,,,,,,,,,,,
1515743751914,1,307,376,-,,,,,,,,,,,
1515743751931,1,309,373,-,,,,,,,,,,,
1515743751949,1,312,370,-,,,,,,,,,,,
1515743751965,1,316,379,-,,,,,,,,,,,
1515743751981,1,319,365,-,,,,,,,,,,,
1515743751998,1,323,366,-,,,,,,,,,,,
1515743752016,1,327,361,-,,,,,,,,,,,
1515743752032,1,332,371,-,,,,,,,,,,,
1515743752049,1,337,379,-,,,,,,,,,,,
1515743752066,1,339,365,-,,,,,,,,,,,
1515743752081,1,342,377,-,,,,,,,,,,,
1515743752098,1,347,361,-,,,,,,,,,,,
1515743752115,1,351,378,-,,,,,,,,,,,
1515743752131,1,353,363,-,,,,,,,,,,,
1515743752149,1,357,365,-,,,,,,,,,,,
1515743752165,1,360,378,-,,,,,,,,,,,
1515743752182,1,364,375,-,,,,,,,,,,,
1515743752199,1,366,367,-,,,,,,,,,,,
1515743752216,1,368,368,-,,,,,,,,,,,
1515743754221,3,368,368,13,,,,,,,,,,,
