Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1516000037917,,,0,0,0,-,581.65625,298.875,881.65625,342.875,1516000037627,0,
1516000038052,,,0,0,0,-,
1516000038248,,,0,0,0,-,
1516000038294,,,1,775,9,-,
1516000038311,,,1,785,51,-,
1516000038328,,,1,792,103,-,
1516000038344,,,1,798,141,-,
1516000038362,,,1,801,188,-,
1516000038379,,,1,804,224,-,
1516000038394,,,1,805,252,-,
1516000038411,,,1,805,262,-,
1516000038427,,,1,805,269,-,
1516000038444,,,1,804,272,-,
1516000038460,,,1,804,273,-,
1516000038477,,,1,803,273,-,
1516000038494,,,1,803,274,-,
1516000038511,,,1,803,274,-,
1516000038527,,,1,802,274,-,
1516000038545,,,1,800,276,-,
1516000038561,,,1,798,278,-,
1516000038578,,,1,792,282,-,
1516000038594,,,1,787,285,-,
1516000038610,,,1,778,292,-,
1516000038627,,,1,771,298,-,
1516000038644,,,1,764,304,-,
1516000038661,,,1,759,308,-,
1516000038677,,,1,756,310,-,
1516000038694,,,1,752,312,-,
1516000038710,,,1,750,314,-,
1516000038728,,,1,748,316,12,
1516000038948,,,2,748,316,-,
1516000038954,,,3,748,316,10,
