Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515653054237,,,0,0.0,0.0,-,30.0,638.875,328.0,676.875,1515653054032.0,1.0,
1515653054437,,,0,0.0,0.0,-,,,,,,,
1515653054637,,,0,0.0,0.0,-,,,,,,,
1515653054838,,,0,0.0,0.0,-,,,,,,,
1515653055038,,,0,0.0,0.0,-,,,,,,,
1515653055238,,,0,0.0,0.0,-,,,,,,,
1515653055437,,,0,0.0,0.0,-,,,,,,,
1515653055637,,,0,0.0,0.0,-,,,,,,,
1515653055753,,,2,208.3329925537109,657.3330078125,-,,,,,,,
1515653055790,,,3,208.3329925537109,657.3330078125,10,,,,,,,
1515653056080,,,0,0.0,0.0,-,,,,,,,
