Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515652841726,,,0,0.0,0.0,-,30.0,636.875,328.0,674.875,1515652841513.0,1.0,
1515652841926,,,0,0.0,0.0,-,,,,,,,
1515652842126,,,0,0.0,0.0,-,,,,,,,
1515652842326,,,0,0.0,0.0,-,,,,,,,
1515652842526,,,0,0.0,0.0,-,,,,,,,
1515652842726,,,0,0.0,0.0,-,,,,,,,
1515652842926,,,0,0.0,0.0,-,,,,,,,
1515652843127,,,0,0.0,0.0,-,,,,,,,
1515652843327,,,0,0.0,0.0,-,,,,,,,
1515652843349,,,2,257.42800903320307,718.7479858398438,-,,,,,,,
1515652843355,,,3,257.42800903320307,718.7479858398438,10,,,,,,,
1515652843561,,,2,261.75799560546875,717.7479858398438,-,,,,,,,
1515652843653,,,3,261.75799560546875,717.7479858398438,10,,,,,,,
1515652843927,,,0,0.0,0.0,-,,,,,,,
1515652844127,,,0,0.0,0.0,-,,,,,,,
1515652844283,,,2,271.41500854492193,651.448974609375,-,,,,,,,
1515652844714,,,3,271.41500854492193,651.448974609375,10,,,,,,,
