Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515653440199,,,0,0.0,0.0,-,30.0,636.875,328.0,674.875,1515653439994.0,1.0,
1515653440399,,,0,0.0,0.0,-,,,,,,,
1515653440599,,,0,0.0,0.0,-,,,,,,,
1515653440799,,,0,0.0,0.0,-,,,,,,,
1515653440999,,,0,0.0,0.0,-,,,,,,,
1515653441199,,,0,0.0,0.0,-,,,,,,,
1515653441399,,,0,0.0,0.0,-,,,,,,,
1515653441600,,,0,0.0,0.0,-,,,,,,,
1515653441801,,,0,0.0,0.0,-,,,,,,,
1515653441999,,,0,0.0,0.0,-,,,,,,,
1515653442200,,,0,0.0,0.0,-,,,,,,,
1515653442400,,,0,0.0,0.0,-,,,,,,,
1515653442600,,,0,0.0,0.0,-,,,,,,,
1515653442799,,,0,0.0,0.0,-,,,,,,,
1515653442999,,,0,0.0,0.0,-,,,,,,,
1515653443199,,,0,0.0,0.0,-,,,,,,,
1515653443400,,,0,0.0,0.0,-,,,,,,,
1515653443600,,,0,0.0,0.0,-,,,,,,,
1515653443800,,,0,0.0,0.0,-,,,,,,,
1515653444000,,,0,0.0,0.0,-,,,,,,,
1515653444199,,,0,0.0,0.0,-,,,,,,,
1515653444399,,,0,0.0,0.0,-,,,,,,,
1515653444600,,,0,0.0,0.0,-,,,,,,,
1515653444799,,,0,0.0,0.0,-,,,,,,,
1515653444999,,,0,0.0,0.0,-,,,,,,,
1515653445199,,,0,0.0,0.0,-,,,,,,,
1515653445438,,,0,0.0,0.0,-,,,,,,,
1515653445599,,,0,0.0,0.0,-,,,,,,,
1515653445799,,,0,0.0,0.0,-,,,,,,,
1515653445919,,,2,102.90499877929688,662.0759887695312,-,,,,,,,
1515653446034,,,3,102.90499877929688,662.0759887695312,10,,,,,,,
