Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515653131707,,,0,0.0,0.0,-,30.0,636.875,328.0,674.875,1515653131497.0,1.0,
1515653131907,,,0,0.0,0.0,-,,,,,,,
1515653132107,,,0,0.0,0.0,-,,,,,,,
1515653132307,,,0,0.0,0.0,-,,,,,,,
1515653132507,,,0,0.0,0.0,-,,,,,,,
1515653132707,,,0,0.0,0.0,-,,,,,,,
1515653132908,,,0,0.0,0.0,-,,,,,,,
1515653133108,,,0,0.0,0.0,-,,,,,,,
1515653133307,,,0,0.0,0.0,-,,,,,,,
1515653133507,,,0,0.0,0.0,-,,,,,,,
1515653133708,,,0,0.0,0.0,-,,,,,,,
1515653133909,,,2,224.1260070800781,654.427978515625,-,,,,,,,
1515653133922,,,3,224.1260070800781,654.427978515625,10,,,,,,,
1515653134154,,,0,0.0,0.0,-,,,,,,,
