Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515653241866,,,0,0.0,0.0,-,30.0,636.875,328.0,674.875,1515653241656.0,1.0,
1515653242065,,,0,0.0,0.0,-,,,,,,,
1515653242265,,,0,0.0,0.0,-,,,,,,,
1515653242465,,,0,0.0,0.0,-,,,,,,,
1515653242665,,,0,0.0,0.0,-,,,,,,,
1515653242865,,,0,0.0,0.0,-,,,,,,,
1515653243066,,,0,0.0,0.0,-,,,,,,,
1515653243265,,,0,0.0,0.0,-,,,,,,,
1515653243467,,,0,0.0,0.0,-,,,,,,,
1515653243665,,,0,0.0,0.0,-,,,,,,,
1515653243866,,,0,0.0,0.0,-,,,,,,,
1515653244065,,,0,0.0,0.0,-,,,,,,,
1515653244265,,,0,0.0,0.0,-,,,,,,,
1515653244466,,,0,0.0,0.0,-,,,,,,,
1515653244668,,,0,0.0,0.0,-,,,,,,,
1515653244866,,,0,0.0,0.0,-,,,,,,,
1515653245067,,,0,0.0,0.0,-,,,,,,,
1515653245266,,,0,0.0,0.0,-,,,,,,,
1515653245466,,,0,0.0,0.0,-,,,,,,,
1515653245666,,,0,0.0,0.0,-,,,,,,,
1515653245866,,,0,0.0,0.0,-,,,,,,,
1515653246066,,,2,229.1210021972656,657.7449951171875,-,,,,,,,
1515653246159,,,3,229.1210021972656,657.7449951171875,10,,,,,,,
1515653246465,,,0,0.0,0.0,-,,,,,,,
1515653246666,,,0,0.0,0.0,-,,,,,,,
1515653246866,,,0,0.0,0.0,-,,,,,,,
1515653247066,,,0,0.0,0.0,-,,,,,,,
