Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515653024815,,,0,0.0,0.0,-,30.0,636.875,328.0,674.875,1515653024601.0,1.0,
1515653025014,,,0,0.0,0.0,-,,,,,,,
1515653025214,,,0,0.0,0.0,-,,,,,,,
1515653025414,,,0,0.0,0.0,-,,,,,,,
1515653025614,,,0,0.0,0.0,-,,,,,,,
1515653025814,,,0,0.0,0.0,-,,,,,,,
1515653026014,,,0,0.0,0.0,-,,,,,,,
1515653026214,,,0,0.0,0.0,-,,,,,,,
1515653026415,,,0,0.0,0.0,-,,,,,,,
1515653026615,,,0,0.0,0.0,-,,,,,,,
1515653026815,,,0,0.0,0.0,-,,,,,,,
1515653027015,,,0,0.0,0.0,-,,,,,,,
1515653027214,,,0,0.0,0.0,-,,,,,,,
1515653027415,,,0,0.0,0.0,-,,,,,,,
1515653027615,,,0,0.0,0.0,-,,,,,,,
1515653027815,,,0,0.0,0.0,-,,,,,,,
1515653028103,,,0,0.0,0.0,-,,,,,,,
1515653028214,,,0,0.0,0.0,-,,,,,,,
1515653028416,,,0,0.0,0.0,-,,,,,,,
1515653028614,,,0,0.0,0.0,-,,,,,,,
1515653028815,,,0,0.0,0.0,-,,,,,,,
1515653028959,,,2,105.56900024414062,655.760986328125,-,,,,,,,
1515653029053,,,3,105.56900024414062,655.760986328125,10,,,,,,,
