Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515652861311,,,0,0.0,0.0,-,30.0,638.875,328.0,676.875,1515652861105.0,1.0,
1515652861514,,,0,0.0,0.0,-,,,,,,,
1515652861711,,,0,0.0,0.0,-,,,,,,,
1515652861911,,,0,0.0,0.0,-,,,,,,,
1515652862111,,,0,0.0,0.0,-,,,,,,,
1515652862311,,,0,0.0,0.0,-,,,,,,,
1515652862511,,,0,0.0,0.0,-,,,,,,,
1515652862711,,,0,0.0,0.0,-,,,,,,,
1515652862781,,,2,215.3329925537109,658.6669921875,-,,,,,,,
1515652862843,,,3,215.3329925537109,658.6669921875,10,,,,,,,
