Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515987952190,,,0,0,0,-,612.65625,298.875,912.65625,342.875,1515987951757.0,1.0,
1515987952199,,,1,765,335,-,,,,,,,
1515987952233,,,1,763,328,-,,,,,,,
1515987952246,,,1,763,327,-,,,,,,,
1515987952266,,,1,763,326,-,,,,,,,
1515987952279,,,1,763,325,-,,,,,,,
1515987952296,,,1,763,323,-,,,,,,,
1515987952312,,,1,763,322,-,,,,,,,
1515987952332,,,1,763,320,-,,,,,,,
1515987952346,,,1,763,319,-,,,,,,,
1515987952362,,,1,763,317,-,,,,,,,
1515987952379,,,1,764,317,-,,,,,,,
1515987952396,,,1,764,317,-,,,,,,,
1515987952412,,,1,764,317,-,,,,,,,
1515987952429,,,1,764,316,12,,,,,,,
1515987952651,,,2,764,316,-,,,,,,,
1515987952660,,,3,764,316,10,,,,,,,
