Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515652964289,,,0,0,0,-,37.5,666.875,335.5,704.875,1515652964086.0,1.0,
1515652964490,,,0,0,0,-,,,,,,,
1515652964691,,,0,0,0,-,,,,,,,
1515652964841,,,2,197,694,-,,,,,,,
1515652964924,,,3,197,694,10,,,,,,,
