Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515653231307,,,0,0.0,0.0,-,30.0,636.875,328.0,674.875,1515653231095.0,1.0,
1515653231507,,,0,0.0,0.0,-,,,,,,,
1515653231707,,,0,0.0,0.0,-,,,,,,,
1515653231907,,,0,0.0,0.0,-,,,,,,,
1515653232112,,,0,0.0,0.0,-,,,,,,,
1515653232307,,,0,0.0,0.0,-,,,,,,,
1515653232507,,,0,0.0,0.0,-,,,,,,,
1515653232707,,,0,0.0,0.0,-,,,,,,,
1515653232909,,,0,0.0,0.0,-,,,,,,,
1515653232930,,,2,252.43299865722656,669.739013671875,-,,,,,,,
1515653233011,,,3,252.43299865722656,669.739013671875,10,,,,,,,
