Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,Unnamed: 13
1515652177614,,,0,0,0,-,37.5,666.875,335.5,704.875,1515652177412.0,1.0,
1515652177814,,,0,0,0,-,,,,,,,
1515652178015,,,0,0,0,-,,,,,,,
1515652178217,,,0,0,0,-,,,,,,,
1515652178418,,,0,0,0,-,,,,,,,
1515652178620,,,0,0,0,-,,,,,,,
1515652178821,,,0,0,0,-,,,,,,,
1515652179023,,,0,0,0,-,,,,,,,
1515652179224,,,0,0,0,-,,,,,,,
1515652179360,,,2,120,699,-,,,,,,,
1515652179425,,,3,120,699,10,,,,,,,
