1522832740634,1,4,2
1522832740693,1,5,2
1522832740792,1,4,2
1522832740857,1,5,2
1522832740940,1,4,2
1522832741005,1,5,2
1522832741097,1,4,2
1522832741160,1,5,2
1522832741248,1,4,2
1522832741334,1,5,2
1522832741415,1,4,2
1522832741493,1,5,2
1522832741560,1,4,2
1522832741649,1,5,2
1522832741717,1,4,2
1522832741800,1,5,2
1522832741862,1,4,2
1522832741928,1,5,2
1522832742001,1,4,2
1522832742074,1,5,2
1522832742316,1,4,2
1522832742380,1,4,2
1522832742412,1,4,2
1522832742484,1,4,2
1522832742516,1,5,2
1522832742526,1,5,2
1522832742576,1,5,2
1522832742619,1,4,2
1522832742654,1,4,2
1522832742665,1,5,2
1522832742674,1,5,2
1522832742708,1,5,2
1522832753923,2,2,2,132,297
1522832753925,2,3,2,132,297
1522832754815,2,4,2
1522832754887,2,5,2
1522832754978,2,4,2
1522832755043,2,5,2
1522832755138,2,4,2
1522832755192,2,5,2
1522832755279,2,4,2
1522832755333,2,5,2
1522832755421,2,4,2
1522832755472,2,5,2
1522832755560,2,4,2
1522832755626,2,5,2
1522832755707,2,4,2
1522832755780,2,5,2
1522832756227,2,4,2
1522832756296,2,5,2
1522832756840,2,4,2
1522832756909,2,5,2
1522832757327,2,4,2
1522832757355,2,4,2
1522832757396,2,4,2
1522832757443,2,5,2
1522832757578,2,4,2
1522832757592,2,5,2
1522832757598,2,5,2
1522832757634,2,4,2
1522832757681,2,4,2
1522832757703,2,5,2
1522832757727,2,5,2
1522832757748,2,5,2
1522832758470,2,4,2
1522832758522,2,5,2
1522832758646,2,4,2
1522832758704,2,5,2
1522832758834,2,4,2
1522832758864,2,5,2
1522832758992,2,4,2
1522832759029,2,5,2
1522832759152,2,4,2
1522832759193,2,5,2
1522832759283,2,4,2
1522832759366,2,5,2
1522832759439,2,4,2
1522832759509,2,5,2
1522832759789,2,4,2
1522832759974,2,5,2
1522832760196,2,4,2
1522832760225,2,4,2
1522832760276,2,4,2
1522832760337,2,4,2
1522832760405,2,5,2
1522832760405,2,5,2
1522832760417,2,5,2
1522832760441,2,4,2
1522832760564,2,4,2
1522832760625,2,5,2
1522832760641,2,5,2
1522832760685,2,5,2
1522832760983,2,4,2
1522832761023,2,4,2
1522832761188,2,4,2
1522832761268,2,5,2
1522832761296,2,5,2
1522832761331,2,4,2
1522832761368,2,5,2
1522832761512,2,5,2
1522832762548,3,2,2,160,365
1522832762555,3,3,2,160,365
1522832763882,3,4,2
1522832763944,3,5,2
1522832764055,3,4,2
1522832764118,3,5,2
1522832764230,3,4,2
1522832764296,3,5,2
1522832764387,3,4,2
1522832764478,3,5,2
1522832764567,3,4,2
1522832764622,3,5,2
1522832764746,3,4,2
1522832764810,3,5,2
1522832764912,3,4,2
1522832764980,3,5,2
1522832765072,3,4,2
1522832765144,3,5,2
1522832765267,3,4,2
1522832765294,3,5,2
1522832765407,3,4,2
1522832765478,3,5,2
1522832765571,3,4,2
1522832765651,3,5,2
1522832765755,3,4,2
1522832765818,3,5,2
1522832765864,3,4,2
1522832766111,3,5,2
1522832766208,3,4,2
1522832766293,3,5,2
1522832766363,3,4,2
1522832766462,3,5,2
1522832766534,3,4,2
1522832766611,3,5,2
1522832767153,3,4,2
1522832767177,3,4,2
1522832767196,3,4,2
1522832767240,3,5,2
1522832767265,3,5,2
1522832767437,3,4,2
1522832767460,3,4,2
1522832767529,3,5,2
1522832767621,3,5,2
1522832767649,3,4,2
1522832767661,3,4,2
1522832767682,3,4,2
1522832767721,3,5,2
1522832767794,3,4,2
1522832767804,3,5,2
1522832767861,3,5,2
1522832767869,3,4,2
1522832767880,3,5,2
1522832767893,3,5,2
1522832767918,3,4,2
1522832767962,3,4,2
1522832768009,3,5,2
1522832768017,3,5,2
1522832768065,3,4,2
1522832768089,3,5,2
1522832768129,3,5,2
1522832768989,4,2,2,149,439
1522832768996,4,3,2,149,439
1522832769395,4,4,2
1522832769443,4,4,2
1522832769447,4,4,2
1522832769535,4,5,2
1522832769539,4,4,2
1522832769574,4,5,2
1522832769596,4,4,2
1522832769607,4,4,2
1522832769619,4,5,2
1522832769619,4,4,2
1522832769716,4,4,2
1522832769730,4,5,2
1522832769755,4,5,2
1522832769763,4,5,2
1522832769763,4,5,2
1522832769791,4,4,2
1522832769855,4,5,2
1522832769903,4,5,2
1522832771466,4,4,2
1522832771530,4,5,2
1522832776399,5,2,7,287,567
1522832776399,5,3,7,287,567
