Time_Acc,Acc_x,Acc_y,Acc_z,Time_Gra,Gra_x,Gra_y,Gra_z,Time_Gyr,Gyr_x,Gyr_y,Gyr_z,Time_Light,Light,Time_LAcc,LAcc_x,LAcc_y,LAcc_z,Time_Mag,Mag_x,Mag_y,Mag_z,Time_Prox,Prox,Time_OrTa,OrTa_x,OrTa_y,OrTa_z,Time_Rov,Rov_w,Rov_x,Rov_y,Rov_z,Time_SteCou,SteCou,Time_TSD,TSD_value,
1522636805798,-0.053268433,0.1579895,9.377487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522636805798,-592.1097,-71.15936,1058.7799,0,0,1522636805754,98.64514,-0.9552472,-0.25348347,0,0,0,0,0,0,0,0,0
