,Time,Xpath_id,event_type,control_type
0,1522380399164,1,4,7
1,1522380413789,2,4,2
2,1522380438308,2,4,2
3,1522380441899,3,4,2
4,1522380446617,3,4,2
5,1522380450761,3,5,2
6,1522380612729,3,4,2
7,1522380707376,3,5,2
8,1522380781052,1,4,7
9,1522380781141,1,5,7
10,1522380786074,1,4,7
11,1522380786191,1,5,7
12,1522380790003,1,4,7
13,1522380790110,1,5,7
