Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1515746010648,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515746010433,1,
1515746010846,,,0,0,0,-,
1515746011047,,,0,0,0,-,
1515746011245,,,0,0,0,-,
1515746011445,,,0,0,0,-,
1515746011644,,,0,0,0,-,
1515746011741,,,1,792,465,-,
1515746011757,,,1,773,447,-,
1515746011774,,,1,753,433,-,
1515746011790,,,1,736,415,-,
1515746011808,,,1,717,398,-,
1515746011823,,,1,698,384,-,
1515746011840,,,1,678,368,-,
1515746011858,,,1,668,350,-,
1515746011874,,,1,650,334,-,
1515746011891,,,1,633,323,-,
1515746011907,,,1,619,310,-,
1515746011924,,,1,605,295,-,
1515746011940,,,1,587,277,-,
1515746011957,,,1,574,266,-,
1515746011974,,,1,561,247,-,
1515746011991,,,1,550,237,-,
1515746012007,,,1,538,227,-,
1515746012025,,,1,524,207,-,
1515746012042,,,1,505,191,-,
1515746012058,,,1,490,171,-,
1515746012075,,,1,477,160,-,
1515746012092,,,1,466,148,-,
1515746012107,,,1,455,137,-,
1515746012124,,,1,442,341,12,
1515746012124,,,2,442,341,-,
1515746012126,,,3,442,341,10,
1515746012449,,,0,442,341,-,
1515746012647,,,0,442,341,-,
1515746012844,,,0,442,341,-,
1515746012933,6,22,0,442,341,,
1515746013037,7,22,0,442,341,,
1515746013044,,,0,442,341,-,
1515746013145,6,22,0,442,341,,
1515746013246,,,0,442,341,-,
1515746013251,7,22,0,442,341,,
1515746013356,6,22,0,442,341,,
1515746013449,,,0,442,341,-,
1515746013463,7,22,0,442,341,,
1515746013568,6,22,0,442,341,,
1515746013647,,,0,442,341,-,
1515746013671,7,22,0,442,341,,
1515746013779,6,22,0,442,341,,
1515746013846,,,0,442,341,-,
1515746013888,7,22,0,442,341,,
1515746013990,6,22,0,442,341,,
1515746014045,,,0,442,341,-,
1515746014098,7,22,0,442,341,,
1515746014204,6,22,0,442,341,,
1515746014246,,,0,442,341,-,
1515746014311,7,22,0,442,341,,
1515746014415,6,22,0,442,341,,
1515746014445,,,0,442,341,-,
1515746014523,7,22,0,442,341,,
1515746014630,6,22,0,442,341,,
1515746014646,,,0,442,341,-,
1515746014736,7,22,0,442,341,,
1515746014842,,,1,436,152,-,
1515746014848,,,1,419,169,-,
1515746014865,,,1,406,181,-,
1515746014883,,,1,394,198,-,
1515746014899,,,1,377,210,-,
1515746014916,,,1,367,229,-,
1515746014933,,,1,351,245,-,
1515746014949,,,1,333,264,-,
1515746014965,,,1,320,284,-,
1515746014982,,,1,310,298,-,
1515746014999,,,1,290,315,-,
1515746015016,,,1,278,335,-,
1515746015033,,,1,261,352,-,
1515746015050,,,1,244,365,-,
1515746015066,,,1,227,380,-,
1515746015083,,,1,214,392,-,
1515746015100,,,1,198,405,-,
1515746015116,,,1,180,420,-,
1515746015133,,,1,170,434,-,
1515746015150,,,1,155,446,-,
1515746015166,,,1,142,458,-,
1515746015183,,,1,131,473,-,
1515746015199,,,1,111,487,-,
1515746015216,,,1,92,500,-,
1515746015233,,,1,72,517,-,
1515746015242,,,1,442,405,12,
1515746015243,,,2,442,405,-,
1515746015245,,,3,442,405,10,
1515746015448,,,0,442,405,-,
1515746015648,,,0,442,405,-,
1515746015849,,,0,442,405,-,
1515746016045,,,0,442,405,-,
1515746016067,6,22,0,442,405,,
1515746016175,7,22,0,442,405,,
1515746016248,,,0,442,405,-,
1515746016279,6,22,0,442,405,,
1515746016383,7,22,0,442,405,,
1515746016445,,,0,442,405,-,
1515746016490,6,22,0,442,405,,
1515746016597,7,22,0,442,405,,
1515746016645,,,0,442,405,-,
1515746016704,6,22,0,442,405,,
1515746016808,7,22,0,442,405,,
1515746016846,,,0,442,405,-,
1515746016913,6,22,0,442,405,,
1515746017020,7,22,0,442,405,,
1515746017044,,,0,442,405,-,
1515746017125,6,22,0,442,405,,
1515746017231,7,22,0,442,405,,
1515746017247,,,0,442,405,-,
1515746017335,6,22,0,442,405,,
1515746017439,7,22,0,442,405,,
1515746017445,,,0,442,405,-,
1515746017544,6,22,0,442,405,,
1515746017648,,,0,442,405,-,
1515746017649,7,22,0,442,405,,
1515746017753,6,22,0,442,405,,
1515746017847,,,0,442,405,-,
1515746017859,7,22,0,442,405,,
1515746017966,6,22,0,442,405,,
1515746018044,,,0,442,405,-,
1515746018074,7,22,0,442,405,,
1515746018182,6,22,0,442,405,,
1515746018245,,,0,442,405,-,
1515746018288,7,22,0,442,405,,
1515746018401,,,1,442,469,12,
1515746018401,,,2,442,469,-,
1515746018404,,,3,442,469,10,
1515746018647,,,0,442,469,-,
1515746018849,,,0,442,469,-,
1515746019048,,,0,442,469,-,
1515746019220,6,23,0,442,469,,
1515746019244,,,0,442,469,-,
1515746019325,7,23,0,442,469,,
1515746019430,6,23,0,442,469,,
1515746019446,,,0,442,469,-,
1515746019536,7,23,0,442,469,,
1515746019643,6,23,0,442,469,,
1515746019646,,,0,442,469,-,
1515746019749,7,23,0,442,469,,
1515746019847,,,0,442,469,-,
1515746019854,6,23,0,442,469,,
1515746019959,7,23,0,442,469,,
1515746020044,,,0,442,469,-,
1515746020063,6,23,0,442,469,,
1515746020169,7,23,0,442,469,,
1515746020247,,,0,442,469,-,
1515746020275,6,23,0,442,469,,
1515746020382,7,23,0,442,469,,
1515746020445,,,0,442,469,-,
1515746020488,6,23,0,442,469,,
1515746020592,7,23,0,442,469,,
1515746020645,,,0,442,469,-,
1515746020696,6,23,0,442,469,,
1515746020801,7,23,0,442,469,,
1515746020846,,,0,442,469,-,
1515746020908,6,23,0,442,469,,
1515746021011,7,23,0,442,469,,
1515746021049,,,0,442,469,-,
1515746021118,,,1,55,530,-,
1515746021132,,,1,42,550,-,
1515746021149,,,1,31,563,-,
1515746021154,,,1,442,532,12,
1515746021155,,,2,442,532,-,
1515746021156,,,3,442,532,10,
