Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,
1515639259888,1,407,526,-,425,332.5,268,435.5,304,471.5,1515639251728,0,
1515639259905,1,406,527,-,
1515639259922,1,405,528,-,
1515639259939,1,405,529,-,
1515639259955,1,405,530,-,
1515639260022,1,433,517,-,
1515639260039,1,441,513,-,
1515639260055,1,457,501,-,
1515639260072,1,466,483,-,
1515639260089,1,467,471,-,
1515639260105,1,465,461,-,
1515639260123,1,464,462,-,
1515639260238,1,465,461,-,
1515639260255,1,467,461,-,
1515639260272,1,463,460,-,
1515639260288,1,457,455,-,
1515639260305,1,455,454,-,
1515639260323,1,454,454,-,
1515639260339,1,450,454,-,
1515639260356,1,442,454,-,
1515639260372,1,418,454,-,
1515639260388,1,387,456,-,
1515639260405,1,370,458,-,
1515639260422,1,348,459,-,
1515639260439,1,340,460,-,
1515639260455,1,335,460,-,
1515639260472,1,331,460,-,
1515639260489,1,330,460,-,
1515639260543,1,330,460,-,
1515639260561,1,330,460,-,
1515639260572,1,328,460,-,
1515639260589,1,326,459,-,
1515639260605,1,322,459,-,
1515639260622,1,317,458,-,
1515639260639,1,312,457,-,
1515639260656,1,306,456,-,
1515639260672,1,298,454,-,
1515639260689,1,293,452,-,
1515639260706,1,289,452,-,
1515639260722,1,287,452,-,
1515639260739,1,286,451,-,
1515639260756,1,286,451,12,
1515639260782,2,286,451,-,
1515639260812,1,286,451,-,
1515639260822,1,286,451,-,
1515639260839,1,287,451,-,
1515639260856,1,294,450,-,
1515639260872,1,300,449,-,
1515639260889,1,313,449,-,
1515639260905,1,326,449,-,
1515639260923,1,337,450,-,
1515639260939,1,346,451,-,
1515639260956,1,351,452,-,
1515639260972,1,358,453,-,
1515639260989,1,363,454,-,
1515639261005,1,368,454,-,
1515639261022,1,376,454,-,
1515639261039,1,384,454,-,
1515639261056,1,389,454,-,
1515639261072,1,395,454,-,
1515639261089,1,398,455,-,
1515639261106,1,400,455,-,
1515639261123,1,405,455,-,
1515639261139,1,406,455,-,
1515639261156,1,408,455,-,
1515639261173,1,409,455,-,
1515639261189,1,410,455,-,
1515639261230,1,410,455,-,
1515639261463,1,410,455,-,
1515639261472,1,410,455,-,
1515639261489,1,410,455,-,
1515639261506,1,409,455,-,
1515639261557,1,409,455,-,
1515639261659,1,409,455,-,
1515639261672,1,409,454,-,
1515639261852,3,409,454,13,
1515639261882,1,409,453,-,
1515639261895,1,409,453,-,
1515639261906,1,409,452,-,
1515639261922,1,409,448,-,
1515639261939,1,409,443,-,
1515639261956,1,408,436,-,
