,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399783413,1,2,2,180.0,221.0
1,1522399783414,1,3,2,180.0,221.0
2,1522399783628,1,4,2,,
3,1522399783738,1,5,2,,
4,1522399783844,1,4,2,,
5,1522399783950,1,5,2,,
6,1522399784053,1,4,2,,
7,1522399784159,1,5,2,,
8,1522399784264,1,4,2,,
9,1522399784366,1,5,2,,
10,1522399784472,1,4,2,,
11,1522399784577,1,5,2,,
12,1522399784697,2,2,2,180.0,292.0
13,1522399784699,2,3,2,180.0,292.0
14,1522399784716,2,4,2,,
15,1522399784830,2,5,2,,
16,1522399784936,2,4,2,,
17,1522399785043,2,5,2,,
18,1522399785146,2,4,2,,
19,1522399785253,2,5,2,,
20,1522399785359,2,4,2,,
21,1522399785463,2,5,2,,
22,1522399785565,2,4,2,,
23,1522399785673,2,5,2,,
24,1522399785778,2,4,2,,
25,1522399785883,2,5,2,,
26,1522399785990,2,4,2,,
27,1522399786104,2,5,2,,
28,1522399786210,2,4,2,,
29,1522399786318,2,5,2,,
30,1522399786423,2,4,2,,
31,1522399786532,2,5,2,,
32,1522399786636,2,4,2,,
33,1522399786742,2,5,2,,
34,1522399786848,2,4,2,,
35,1522399786954,2,5,2,,
36,1522399787059,2,4,2,,
37,1522399787166,2,5,2,,
38,1522399787288,3,2,7,180.0,390.0
39,1522399787290,3,3,7,180.0,390.0
