,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399734479,1,2,2,180.0,221.0
1,1522399734480,1,3,2,180.0,221.0
2,1522399734688,1,4,2,,
3,1522399734801,1,5,2,,
4,1522399734908,1,4,2,,
5,1522399735014,1,5,2,,
6,1522399735121,1,4,2,,
7,1522399735227,1,5,2,,
8,1522399735334,1,4,2,,
9,1522399735441,1,5,2,,
10,1522399735549,1,4,2,,
11,1522399735653,1,5,2,,
12,1522399735783,2,2,2,180.0,292.0
13,1522399735785,2,3,2,180.0,292.0
14,1522399735803,2,4,2,,
15,1522399735917,2,5,2,,
16,1522399736022,2,4,2,,
17,1522399736127,2,5,2,,
18,1522399736232,2,4,2,,
19,1522399736337,2,5,2,,
20,1522399736440,2,4,2,,
21,1522399736547,2,5,2,,
22,1522399736654,2,4,2,,
23,1522399736758,2,5,2,,
24,1522399736865,2,4,2,,
25,1522399736979,2,5,2,,
26,1522399737084,2,4,2,,
27,1522399737189,2,5,2,,
28,1522399737294,2,4,2,,
29,1522399737402,2,5,2,,
30,1522399737508,2,4,2,,
31,1522399737612,2,5,2,,
32,1522399737716,2,4,2,,
33,1522399737821,2,5,2,,
34,1522399737928,2,4,2,,
35,1522399738032,2,5,2,,
36,1522399738138,2,4,2,,
37,1522399738244,2,5,2,,
38,1522399738373,3,2,7,180.0,390.0
39,1522399738374,3,3,7,180.0,390.0
