,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399941775,1,2,2,180.0,221.0
1,1522399941777,1,3,2,180.0,221.0
2,1522399941989,1,4,2,,
3,1522399942097,1,5,2,,
4,1522399942204,1,4,2,,
5,1522399942312,1,5,2,,
6,1522399942419,1,4,2,,
7,1522399942526,1,5,2,,
8,1522399942631,1,4,2,,
9,1522399942737,1,5,2,,
10,1522399942841,1,4,2,,
11,1522399942946,1,5,2,,
12,1522399943077,2,2,2,180.0,292.0
13,1522399943078,2,3,2,180.0,292.0
14,1522399943097,2,4,2,,
15,1522399943205,2,5,2,,
16,1522399943312,2,4,2,,
17,1522399943419,2,5,2,,
18,1522399943526,2,4,2,,
19,1522399943634,2,5,2,,
20,1522399943740,2,4,2,,
21,1522399943846,2,5,2,,
22,1522399943953,2,4,2,,
23,1522399944058,2,5,2,,
24,1522399944164,2,4,2,,
25,1522399944271,2,5,2,,
26,1522399944378,2,4,2,,
27,1522399944486,2,5,2,,
28,1522399944592,2,4,2,,
29,1522399944696,2,5,2,,
30,1522399944804,2,4,2,,
31,1522399944911,2,5,2,,
32,1522399945017,2,4,2,,
33,1522399945124,2,5,2,,
34,1522399945230,2,4,2,,
35,1522399945337,2,5,2,,
36,1522399945444,2,4,2,,
37,1522399945552,2,5,2,,
38,1522399945684,3,2,7,180.0,390.0
39,1522399945685,3,3,7,180.0,390.0
