,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522398636907,1,2,2,180.0,221.0
1,1522398636910,1,3,2,180.0,221.0
2,1522398637122,1,4,2,,
3,1522398637231,1,5,2,,
4,1522398637339,1,4,2,,
5,1522398637445,1,5,2,,
6,1522398637550,1,4,2,,
7,1522398637656,1,5,2,,
8,1522398637764,1,4,2,,
9,1522398637872,1,5,2,,
10,1522398637978,1,4,2,,
11,1522398638083,1,5,2,,
12,1522398638208,2,2,2,180.0,292.0
13,1522398638209,2,3,2,180.0,292.0
14,1522398638228,2,4,2,,
15,1522398638341,2,5,2,,
16,1522398638446,2,4,2,,
17,1522398638554,2,5,2,,
18,1522398638658,2,4,2,,
19,1522398638763,2,5,2,,
20,1522398638868,2,4,2,,
21,1522398638977,2,5,2,,
22,1522398639083,2,4,2,,
23,1522398639189,2,5,2,,
24,1522398639292,2,4,2,,
25,1522398639400,2,5,2,,
26,1522398639507,2,4,2,,
27,1522398639614,2,5,2,,
28,1522398639719,2,4,2,,
29,1522398639827,2,5,2,,
30,1522398639934,2,4,2,,
31,1522398640039,2,5,2,,
32,1522398640145,2,4,2,,
33,1522398640252,2,5,2,,
34,1522398640358,2,4,2,,
35,1522398640464,2,5,2,,
36,1522398640572,2,4,2,,
37,1522398640677,2,5,2,,
38,1522398640799,3,2,7,180.0,390.0
39,1522398640801,3,3,7,180.0,390.0
