,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399292615,1,2,2,180.0,221.0
1,1522399292617,1,3,2,180.0,221.0
2,1522399292826,1,4,2,,
3,1522399292934,1,5,2,,
4,1522399293042,1,4,2,,
5,1522399293149,1,5,2,,
6,1522399293274,1,4,2,,
7,1522399293383,1,5,2,,
8,1522399293488,1,4,2,,
9,1522399293595,1,5,2,,
10,1522399293701,1,4,2,,
11,1522399293810,1,5,2,,
12,1522399293934,2,2,2,180.0,292.0
13,1522399293937,2,3,2,180.0,292.0
14,1522399293962,2,4,2,,
15,1522399294092,2,5,2,,
16,1522399294197,2,4,2,,
17,1522399294302,2,5,2,,
18,1522399294409,2,4,2,,
19,1522399294517,2,5,2,,
20,1522399294622,2,4,2,,
21,1522399294728,2,5,2,,
22,1522399294833,2,4,2,,
23,1522399294940,2,5,2,,
24,1522399295045,2,4,2,,
25,1522399295151,2,5,2,,
26,1522399295258,2,4,2,,
27,1522399295373,2,5,2,,
28,1522399295478,2,4,2,,
29,1522399295587,2,5,2,,
30,1522399295694,2,4,2,,
31,1522399295797,2,5,2,,
32,1522399295901,2,4,2,,
33,1522399296008,2,5,2,,
34,1522399296113,2,4,2,,
35,1522399296218,2,5,2,,
36,1522399296324,2,4,2,,
37,1522399296441,2,5,2,,
38,1522399296558,3,2,7,180.0,390.0
39,1522399296560,3,3,7,180.0,390.0
