,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399494680,1,2,2,180.0,221.0
1,1522399494680,1,3,2,180.0,221.0
2,1522399494891,1,4,2,,
3,1522399494997,1,5,2,,
4,1522399495104,1,4,2,,
5,1522399495211,1,5,2,,
6,1522399495315,1,4,2,,
7,1522399495421,1,5,2,,
8,1522399495527,1,4,2,,
9,1522399495631,1,5,2,,
10,1522399495739,1,4,2,,
11,1522399495847,1,5,2,,
12,1522399495966,2,2,2,180.0,292.0
13,1522399495967,2,3,2,180.0,292.0
14,1522399495981,2,4,2,,
15,1522399496089,2,5,2,,
16,1522399496194,2,4,2,,
17,1522399496298,2,5,2,,
18,1522399496405,2,4,2,,
19,1522399496511,2,5,2,,
20,1522399496616,2,4,2,,
21,1522399496721,2,5,2,,
22,1522399496825,2,4,2,,
23,1522399496930,2,5,2,,
24,1522399497033,2,4,2,,
25,1522399497139,2,5,2,,
26,1522399497244,2,4,2,,
27,1522399497352,2,5,2,,
28,1522399497459,2,4,2,,
29,1522399497564,2,5,2,,
30,1522399497671,2,4,2,,
31,1522399497777,2,5,2,,
32,1522399497882,2,4,2,,
33,1522399497989,2,5,2,,
34,1522399498098,2,4,2,,
35,1522399498206,2,5,2,,
36,1522399498309,2,4,2,,
37,1522399498411,2,5,2,,
38,1522399498540,3,2,7,180.0,390.0
39,1522399498541,3,3,7,180.0,390.0
