,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399332943,1,2,2,180.0,221.0
1,1522399332946,1,3,2,180.0,221.0
2,1522399333159,1,4,2,,
3,1522399333287,1,5,2,,
4,1522399333393,1,4,2,,
5,1522399333501,1,5,2,,
6,1522399333608,1,4,2,,
7,1522399333716,1,5,2,,
8,1522399333822,1,4,2,,
9,1522399333929,1,5,2,,
10,1522399334035,1,4,2,,
11,1522399334147,1,5,2,,
12,1522399334277,2,2,2,180.0,292.0
13,1522399334278,2,3,2,180.0,292.0
14,1522399334289,2,4,2,,
15,1522399334396,2,5,2,,
16,1522399334503,2,4,2,,
17,1522399334608,2,5,2,,
18,1522399334712,2,4,2,,
19,1522399334818,2,5,2,,
20,1522399334924,2,4,2,,
21,1522399335031,2,5,2,,
22,1522399335138,2,4,2,,
23,1522399335244,2,5,2,,
24,1522399335350,2,4,2,,
25,1522399335456,2,5,2,,
26,1522399335563,2,4,2,,
27,1522399335671,2,5,2,,
28,1522399335775,2,4,2,,
29,1522399335882,2,5,2,,
30,1522399335988,2,4,2,,
31,1522399336096,2,5,2,,
32,1522399336202,2,4,2,,
33,1522399336310,2,5,2,,
34,1522399336415,2,4,2,,
35,1522399336522,2,5,2,,
36,1522399336628,2,4,2,,
37,1522399336740,2,5,2,,
38,1522399336867,3,2,7,180.0,390.0
39,1522399336868,3,3,7,180.0,390.0
