,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522399364276,1,2,2,180.0,221.0
1,1522399364278,1,3,2,180.0,221.0
2,1522399364491,1,4,2,,
3,1522399364597,1,5,2,,
4,1522399364702,1,4,2,,
5,1522399364811,1,5,2,,
6,1522399364917,1,4,2,,
7,1522399365028,1,5,2,,
8,1522399365136,1,4,2,,
9,1522399365245,1,5,2,,
10,1522399365349,1,4,2,,
11,1522399365458,1,5,2,,
12,1522399365578,2,2,2,180.0,292.0
13,1522399365580,2,3,2,180.0,292.0
14,1522399365596,2,4,2,,
15,1522399365703,2,5,2,,
16,1522399365809,2,4,2,,
17,1522399365913,2,5,2,,
18,1522399366017,2,4,2,,
19,1522399366125,2,5,2,,
20,1522399366229,2,4,2,,
21,1522399366337,2,5,2,,
22,1522399366443,2,4,2,,
23,1522399366546,2,5,2,,
24,1522399366650,2,4,2,,
25,1522399366758,2,5,2,,
26,1522399366860,2,4,2,,
27,1522399366967,2,5,2,,
28,1522399367073,2,4,2,,
29,1522399367178,2,5,2,,
30,1522399367283,2,4,2,,
31,1522399367390,2,5,2,,
32,1522399367497,2,4,2,,
33,1522399367604,2,5,2,,
34,1522399367710,2,4,2,,
35,1522399367817,2,5,2,,
36,1522399367923,2,4,2,,
37,1522399368029,2,5,2,,
38,1522399368153,3,2,7,180.0,390.0
39,1522399368155,3,3,7,180.0,390.0
