,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522400478279,1,2,2,180.0,221.0
1,1522400478281,1,3,2,180.0,221.0
2,1522400478494,1,4,2,,
3,1522400478661,1,5,2,,
4,1522400478767,1,4,2,,
5,1522400478871,1,5,2,,
6,1522400478978,1,4,2,,
7,1522400479085,1,5,2,,
8,1522400479190,1,4,2,,
9,1522400479296,1,5,2,,
10,1522400479401,1,4,2,,
11,1522400479508,1,5,2,,
12,1522400479830,2,2,2,180.0,292.0
13,1522400479831,2,3,2,180.0,292.0
14,1522400479842,2,4,2,,
15,1522400479948,2,5,2,,
16,1522400480056,2,4,2,,
17,1522400480169,2,5,2,,
18,1522400480275,2,4,2,,
19,1522400480383,2,5,2,,
20,1522400480488,2,4,2,,
21,1522400480594,2,5,2,,
22,1522400480701,2,4,2,,
23,1522400480809,2,5,2,,
24,1522400480915,2,4,2,,
25,1522400481022,2,5,2,,
26,1522400481128,2,4,2,,
27,1522400481235,2,5,2,,
28,1522400481341,2,4,2,,
29,1522400481467,2,5,2,,
30,1522400481579,2,4,2,,
31,1522400481687,2,5,2,,
32,1522400481792,2,4,2,,
33,1522400481897,2,5,2,,
34,1522400482001,2,4,2,,
35,1522400482119,2,5,2,,
36,1522400482436,3,2,2,180.0,363.0
37,1522400482437,3,3,2,180.0,363.0
38,1522400482458,3,4,2,,
39,1522400482564,3,5,2,,
40,1522400482669,3,4,2,,
41,1522400482777,3,5,2,,
42,1522400482882,3,4,2,,
43,1522400482988,3,5,2,,
44,1522400483089,3,4,2,,
45,1522400483203,3,5,2,,
46,1522400483307,3,4,2,,
47,1522400483413,3,5,2,,
48,1522400483518,3,4,2,,
49,1522400483630,3,5,2,,
50,1522400483737,3,4,2,,
51,1522400483845,3,5,2,,
52,1522400483949,3,4,2,,
53,1522400484055,3,5,2,,
54,1522400484158,3,4,2,,
55,1522400484265,3,5,2,,
56,1522400484368,3,4,2,,
57,1522400484488,3,5,2,,
58,1522400484591,3,4,2,,
59,1522400484702,3,5,2,,
60,1522400484804,3,4,2,,
61,1522400484909,3,5,2,,
62,1522400485228,4,2,2,180.0,434.0
63,1522400485230,4,3,2,180.0,434.0
64,1522400485241,4,4,2,,
65,1522400485348,4,5,2,,
66,1522400485492,4,4,2,,
67,1522400485622,4,5,2,,
68,1522400485724,4,4,2,,
69,1522400485839,4,5,2,,
70,1522400485944,4,4,2,,
71,1522400486052,4,5,2,,
72,1522400486157,4,4,2,,
73,1522400486274,4,5,2,,
74,1522400486379,4,4,2,,
75,1522400486482,4,5,2,,
76,1522400486587,4,4,2,,
77,1522400486694,4,5,2,,
78,1522400486797,4,4,2,,
79,1522400486904,4,5,2,,
80,1522400487009,4,4,2,,
81,1522400487116,4,5,2,,
82,1522400487222,4,4,2,,
83,1522400487329,4,5,2,,
84,1522400487436,4,4,2,,
85,1522400487542,4,5,2,,
86,1522400487649,4,4,2,,
87,1522400487756,4,5,2,,
88,1522400488104,5,2,2,76.0,473.0
89,1522400488108,5,3,2,76.0,473.0
90,1522400488152,6,2,7,180.0,565.0
91,1522400488153,6,3,7,180.0,565.0
