,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522398851890,1,2,2,180.0,221.0
1,1522398851891,1,3,2,180.0,221.0
2,1522398852118,1,4,2,,
3,1522398852255,1,5,2,,
4,1522398852359,1,4,2,,
5,1522398852466,1,5,2,,
6,1522398852573,1,4,2,,
7,1522398852678,1,5,2,,
8,1522398852782,1,4,2,,
9,1522398852888,1,5,2,,
10,1522398852994,1,4,2,,
11,1522398853099,1,5,2,,
12,1522398853425,2,2,2,180.0,292.0
13,1522398853426,2,3,2,180.0,292.0
14,1522398853440,2,4,2,,
15,1522398853545,2,5,2,,
16,1522398853649,2,4,2,,
17,1522398853756,2,5,2,,
18,1522398853860,2,4,2,,
19,1522398853966,2,5,2,,
20,1522398854068,2,4,2,,
21,1522398854175,2,5,2,,
22,1522398854278,2,4,2,,
23,1522398854385,2,5,2,,
24,1522398854486,2,4,2,,
25,1522398854593,2,5,2,,
26,1522398854698,2,4,2,,
27,1522398854805,2,5,2,,
28,1522398854912,2,4,2,,
29,1522398855015,2,5,2,,
30,1522398855122,2,4,2,,
31,1522398855228,2,5,2,,
32,1522398855333,2,4,2,,
33,1522398855441,2,5,2,,
34,1522398855544,2,4,2,,
35,1522398855650,2,5,2,,
36,1522398855981,3,2,2,180.0,363.0
37,1522398855983,3,3,2,180.0,363.0
38,1522398855993,3,4,2,,
39,1522398856099,3,5,2,,
40,1522398856205,3,4,2,,
41,1522398856308,3,5,2,,
42,1522398856413,3,4,2,,
43,1522398856515,3,5,2,,
44,1522398856619,3,4,2,,
45,1522398856721,3,5,2,,
46,1522398856826,3,4,2,,
47,1522398856928,3,5,2,,
48,1522398857033,3,4,2,,
49,1522398857146,3,5,2,,
50,1522398857264,3,4,2,,
51,1522398857368,3,5,2,,
52,1522398857471,3,4,2,,
53,1522398857587,3,5,2,,
54,1522398857693,3,4,2,,
55,1522398857801,3,5,2,,
56,1522398857906,3,4,2,,
57,1522398858012,3,5,2,,
58,1522398858118,3,4,2,,
59,1522398858225,3,5,2,,
60,1522398858327,3,4,2,,
61,1522398858432,3,5,2,,
62,1522398858755,4,2,2,180.0,434.0
63,1522398858756,4,3,2,180.0,434.0
64,1522398858774,4,4,2,,
65,1522398858880,4,5,2,,
66,1522398858983,4,4,2,,
67,1522398859089,4,5,2,,
68,1522398859193,4,4,2,,
69,1522398859299,4,5,2,,
70,1522398859403,4,4,2,,
71,1522398859512,4,5,2,,
72,1522398859627,4,4,2,,
73,1522398859731,4,5,2,,
74,1522398859833,4,4,2,,
75,1522398859936,4,5,2,,
76,1522398860041,4,4,2,,
77,1522398860150,4,5,2,,
78,1522398860258,4,4,2,,
79,1522398860378,4,5,2,,
80,1522398860483,4,4,2,,
81,1522398860589,4,5,2,,
82,1522398860692,4,4,2,,
83,1522398860798,4,5,2,,
84,1522398860900,4,4,2,,
85,1522398861003,4,5,2,,
86,1522398861109,4,4,2,,
87,1522398861213,4,5,2,,
88,1522398861549,5,2,2,76.0,473.0
89,1522398861549,5,3,2,76.0,473.0
90,1522398861598,6,2,7,180.0,565.0
91,1522398861600,6,3,7,180.0,565.0
