,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522400682898,1,2,2,180.0,221.0
1,1522400682901,1,3,2,180.0,221.0
2,1522400683110,1,4,2,,
3,1522400683243,1,5,2,,
4,1522400683347,1,4,2,,
5,1522400683455,1,5,2,,
6,1522400683560,1,4,2,,
7,1522400683665,1,5,2,,
8,1522400683768,1,4,2,,
9,1522400683873,1,5,2,,
10,1522400683975,1,4,2,,
11,1522400684082,1,5,2,,
12,1522400684402,2,2,2,180.0,292.0
13,1522400684403,2,3,2,180.0,292.0
14,1522400684417,2,4,2,,
15,1522400684525,2,5,2,,
16,1522400684629,2,4,2,,
17,1522400684736,2,5,2,,
18,1522400684842,2,4,2,,
19,1522400684953,2,5,2,,
20,1522400685059,2,4,2,,
21,1522400685168,2,5,2,,
22,1522400685274,2,4,2,,
23,1522400685381,2,5,2,,
24,1522400685486,2,4,2,,
25,1522400685591,2,5,2,,
26,1522400685695,2,4,2,,
27,1522400685801,2,5,2,,
28,1522400685907,2,4,2,,
29,1522400686014,2,5,2,,
30,1522400686124,2,4,2,,
31,1522400686235,2,5,2,,
32,1522400686341,2,4,2,,
33,1522400686447,2,5,2,,
34,1522400686551,2,4,2,,
35,1522400686662,2,5,2,,
36,1522400686990,3,2,2,180.0,363.0
37,1522400686991,3,3,2,180.0,363.0
38,1522400687000,3,4,2,,
39,1522400687108,3,5,2,,
40,1522400687214,3,4,2,,
41,1522400687382,3,5,2,,
42,1522400687496,3,4,2,,
43,1522400687602,3,5,2,,
44,1522400687709,3,4,2,,
45,1522400687816,3,5,2,,
46,1522400687921,3,4,2,,
47,1522400688031,3,5,2,,
48,1522400688134,3,4,2,,
49,1522400688240,3,5,2,,
50,1522400688345,3,4,2,,
51,1522400688450,3,5,2,,
52,1522400688557,3,4,2,,
53,1522400688666,3,5,2,,
54,1522400688772,3,4,2,,
55,1522400688880,3,5,2,,
56,1522400688985,3,4,2,,
57,1522400689097,3,5,2,,
58,1522400689202,3,4,2,,
59,1522400689307,3,5,2,,
60,1522400689414,3,4,2,,
61,1522400689520,3,5,2,,
62,1522400689850,4,2,2,180.0,434.0
63,1522400689852,4,3,2,180.0,434.0
64,1522400689871,4,4,2,,
65,1522400689977,4,5,2,,
66,1522400690082,4,4,2,,
67,1522400690185,4,5,2,,
68,1522400690289,4,4,2,,
69,1522400690394,4,5,2,,
70,1522400690501,4,4,2,,
71,1522400690608,4,5,2,,
72,1522400690715,4,4,2,,
73,1522400690821,4,5,2,,
74,1522400690928,4,4,2,,
75,1522400691031,4,5,2,,
76,1522400691138,4,4,2,,
77,1522400691244,4,5,2,,
78,1522400691351,4,4,2,,
79,1522400691455,4,5,2,,
80,1522400691559,4,4,2,,
81,1522400691671,4,5,2,,
82,1522400691776,4,4,2,,
83,1522400691881,4,5,2,,
84,1522400691986,4,4,2,,
85,1522400692091,4,5,2,,
86,1522400692197,4,4,2,,
87,1522400692302,4,5,2,,
88,1522400692623,5,2,2,76.0,473.0
89,1522400692624,5,3,2,76.0,473.0
90,1522400692673,6,2,7,180.0,565.0
91,1522400692673,6,3,7,180.0,565.0
