,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522401086261,1,2,2,180.0,221.0
1,1522401086265,1,3,2,180.0,221.0
2,1522401086478,1,4,2,,
3,1522401086586,1,5,2,,
4,1522401086692,1,4,2,,
5,1522401086796,1,5,2,,
6,1522401086901,1,4,2,,
7,1522401087009,1,5,2,,
8,1522401087115,1,4,2,,
9,1522401087222,1,5,2,,
10,1522401087326,1,4,2,,
11,1522401087434,1,5,2,,
12,1522401087760,2,2,2,180.0,292.0
13,1522401087761,2,3,2,180.0,292.0
14,1522401087780,2,4,2,,
15,1522401087896,2,5,2,,
16,1522401088003,2,4,2,,
17,1522401088110,2,5,2,,
18,1522401088214,2,4,2,,
19,1522401088320,2,5,2,,
20,1522401088427,2,4,2,,
21,1522401088532,2,5,2,,
22,1522401088636,2,4,2,,
23,1522401088745,2,5,2,,
24,1522401088850,2,4,2,,
25,1522401088958,2,5,2,,
26,1522401089063,2,4,2,,
27,1522401089170,2,5,2,,
28,1522401089273,2,4,2,,
29,1522401089380,2,5,2,,
30,1522401089485,2,4,2,,
31,1522401089590,2,5,2,,
32,1522401089698,2,4,2,,
33,1522401089805,2,5,2,,
34,1522401089907,2,4,2,,
35,1522401090012,2,5,2,,
36,1522401090343,3,2,2,180.0,363.0
37,1522401090346,3,3,2,180.0,363.0
38,1522401090372,3,4,2,,
39,1522401090479,3,5,2,,
40,1522401090585,3,4,2,,
41,1522401090692,3,5,2,,
42,1522401090795,3,4,2,,
43,1522401090903,3,5,2,,
44,1522401091010,3,4,2,,
45,1522401091115,3,5,2,,
46,1522401091223,3,4,2,,
47,1522401091336,3,5,2,,
48,1522401091442,3,4,2,,
49,1522401091546,3,5,2,,
50,1522401091653,3,4,2,,
51,1522401091758,3,5,2,,
52,1522401091865,3,4,2,,
53,1522401091973,3,5,2,,
54,1522401092079,3,4,2,,
55,1522401092184,3,5,2,,
56,1522401092289,3,4,2,,
57,1522401092394,3,5,2,,
58,1522401092502,3,4,2,,
59,1522401092615,3,5,2,,
60,1522401092722,3,4,2,,
61,1522401092827,3,5,2,,
62,1522401093158,4,2,2,180.0,434.0
63,1522401093161,4,3,2,180.0,434.0
64,1522401093181,4,4,2,,
65,1522401093285,4,5,2,,
66,1522401093391,4,4,2,,
67,1522401093502,4,5,2,,
68,1522401093609,4,4,2,,
69,1522401093716,4,5,2,,
70,1522401093823,4,4,2,,
71,1522401093928,4,5,2,,
72,1522401094035,4,4,2,,
73,1522401094145,4,5,2,,
74,1522401094251,4,4,2,,
75,1522401094360,4,5,2,,
76,1522401094465,4,4,2,,
77,1522401094575,4,5,2,,
78,1522401094682,4,4,2,,
79,1522401094795,4,5,2,,
80,1522401094901,4,4,2,,
81,1522401095010,4,5,2,,
82,1522401095116,4,4,2,,
83,1522401095224,4,5,2,,
84,1522401095329,4,4,2,,
85,1522401095433,4,5,2,,
86,1522401095539,4,4,2,,
87,1522401095647,4,5,2,,
88,1522401095981,5,2,2,76.0,473.0
89,1522401095983,5,3,2,76.0,473.0
90,1522401096033,6,2,7,180.0,565.0
91,1522401096035,6,3,7,180.0,565.0
