,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522401522489,1,2,2,180.0,221.0
1,1522401522491,1,3,2,180.0,221.0
2,1522401522701,1,4,2,,
3,1522401522810,1,5,2,,
4,1522401522916,1,4,2,,
5,1522401523023,1,5,2,,
6,1522401523124,1,4,2,,
7,1522401523229,1,5,2,,
8,1522401523335,1,4,2,,
9,1522401523441,1,5,2,,
10,1522401523546,1,4,2,,
11,1522401523650,1,5,2,,
12,1522401523974,2,2,2,180.0,292.0
13,1522401523977,2,3,2,180.0,292.0
14,1522401523995,2,4,2,,
15,1522401524099,2,5,2,,
16,1522401524203,2,4,2,,
17,1522401524353,2,5,2,,
18,1522401524530,2,4,2,,
19,1522401524695,2,5,2,,
20,1522401524798,2,4,2,,
21,1522401524904,2,5,2,,
22,1522401525022,2,4,2,,
23,1522401525138,2,5,2,,
24,1522401525240,2,4,2,,
25,1522401525348,2,5,2,,
26,1522401525451,2,4,2,,
27,1522401525571,2,5,2,,
28,1522401525677,2,4,2,,
29,1522401525783,2,5,2,,
30,1522401525889,2,4,2,,
31,1522401525995,2,5,2,,
32,1522401526101,2,4,2,,
33,1522401526207,2,5,2,,
34,1522401526313,2,4,2,,
35,1522401526420,2,5,2,,
36,1522401526732,3,2,2,180.0,363.0
37,1522401526733,3,3,2,180.0,363.0
38,1522401526753,3,4,2,,
39,1522401526857,3,5,2,,
40,1522401526962,3,4,2,,
41,1522401527066,3,5,2,,
42,1522401527171,3,4,2,,
43,1522401527278,3,5,2,,
44,1522401527383,3,4,2,,
45,1522401527490,3,5,2,,
46,1522401527594,3,4,2,,
47,1522401527697,3,5,2,,
48,1522401527803,3,4,2,,
49,1522401527906,3,5,2,,
50,1522401528011,3,4,2,,
51,1522401528117,3,5,2,,
52,1522401528220,3,4,2,,
53,1522401528323,3,5,2,,
54,1522401528425,3,4,2,,
55,1522401528528,3,5,2,,
56,1522401528633,3,4,2,,
57,1522401528739,3,5,2,,
58,1522401528840,3,4,2,,
59,1522401528947,3,5,2,,
60,1522401529050,3,4,2,,
61,1522401529156,3,5,2,,
62,1522401529473,4,2,2,180.0,434.0
63,1522401529474,4,3,2,180.0,434.0
64,1522401529494,4,4,2,,
65,1522401529599,4,5,2,,
66,1522401529706,4,4,2,,
67,1522401529811,4,5,2,,
68,1522401529917,4,4,2,,
69,1522401530021,4,5,2,,
70,1522401530124,4,4,2,,
71,1522401530229,4,5,2,,
72,1522401530333,4,4,2,,
73,1522401530436,4,5,2,,
74,1522401530541,4,4,2,,
75,1522401530650,4,5,2,,
76,1522401530751,4,4,2,,
77,1522401530857,4,5,2,,
78,1522401530962,4,4,2,,
79,1522401531067,4,5,2,,
80,1522401531168,4,4,2,,
81,1522401531276,4,5,2,,
82,1522401531378,4,4,2,,
83,1522401531484,4,5,2,,
84,1522401531588,4,4,2,,
85,1522401531692,4,5,2,,
86,1522401531798,4,4,2,,
87,1522401531903,4,5,2,,
88,1522401532230,5,2,2,76.0,473.0
89,1522401532232,5,3,2,76.0,473.0
90,1522401532281,6,2,7,180.0,565.0
91,1522401532284,6,3,7,180.0,565.0
