,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522398506304,1,2,2,180.0,221.0
1,1522398506306,1,3,2,180.0,221.0
2,1522398506521,1,4,2,,
3,1522398506630,1,5,2,,
4,1522398506734,1,4,2,,
5,1522398506840,1,5,2,,
6,1522398506944,1,4,2,,
7,1522398507052,1,5,2,,
8,1522398507156,1,4,2,,
9,1522398507258,1,5,2,,
10,1522398507360,1,4,2,,
11,1522398507468,1,5,2,,
12,1522398507805,2,2,2,180.0,292.0
13,1522398507808,2,3,2,180.0,292.0
14,1522398507821,2,4,2,,
15,1522398507935,2,5,2,,
16,1522398508040,2,4,2,,
17,1522398508144,2,5,2,,
18,1522398508250,2,4,2,,
19,1522398508357,2,5,2,,
20,1522398508464,2,4,2,,
21,1522398508570,2,5,2,,
22,1522398508673,2,4,2,,
23,1522398508778,2,5,2,,
24,1522398508886,2,4,2,,
25,1522398508997,2,5,2,,
26,1522398509103,2,4,2,,
27,1522398509222,2,5,2,,
28,1522398509325,2,4,2,,
29,1522398509431,2,5,2,,
30,1522398509538,2,4,2,,
31,1522398509645,2,5,2,,
32,1522398509748,2,4,2,,
33,1522398509854,2,5,2,,
34,1522398509961,2,4,2,,
35,1522398510068,2,5,2,,
36,1522398510397,3,2,2,180.0,363.0
37,1522398510398,3,3,2,180.0,363.0
38,1522398510417,3,4,2,,
39,1522398510531,3,5,2,,
40,1522398510642,3,4,2,,
41,1522398510752,3,5,2,,
42,1522398510859,3,4,2,,
43,1522398510976,3,5,2,,
44,1522398511119,3,4,2,,
45,1522398511229,3,5,2,,
46,1522398511334,3,4,2,,
47,1522398511447,3,5,2,,
48,1522398511551,3,4,2,,
49,1522398511664,3,5,2,,
50,1522398511776,3,4,2,,
51,1522398511896,3,5,2,,
52,1522398512002,3,4,2,,
53,1522398512110,3,5,2,,
54,1522398512215,3,4,2,,
55,1522398512322,3,5,2,,
56,1522398512427,3,4,2,,
57,1522398512541,3,5,2,,
58,1522398512658,3,4,2,,
59,1522398512775,3,5,2,,
60,1522398512895,3,4,2,,
61,1522398513015,3,5,2,,
62,1522398513338,4,2,2,180.0,434.0
63,1522398513339,4,3,2,180.0,434.0
64,1522398513365,4,4,2,,
65,1522398513471,4,5,2,,
66,1522398513577,4,4,2,,
67,1522398513682,4,5,2,,
68,1522398513784,4,4,2,,
69,1522398513890,4,5,2,,
70,1522398513992,4,4,2,,
71,1522398514110,4,5,2,,
72,1522398514230,4,4,2,,
73,1522398514347,4,5,2,,
74,1522398514450,4,4,2,,
75,1522398514578,4,5,2,,
76,1522398514684,4,4,2,,
77,1522398514791,4,5,2,,
78,1522398514893,4,4,2,,
79,1522398514998,4,5,2,,
80,1522398515100,4,4,2,,
81,1522398515214,4,5,2,,
82,1522398515320,4,4,2,,
83,1522398515426,4,5,2,,
84,1522398515548,4,4,2,,
85,1522398515682,4,5,2,,
86,1522398515807,4,4,2,,
87,1522398515918,4,5,2,,
88,1522398516246,5,2,2,76.0,473.0
89,1522398516248,5,3,2,76.0,473.0
90,1522398516295,6,2,7,180.0,565.0
91,1522398516296,6,3,7,180.0,565.0
