,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522400895876,1,2,2,180.0,221.0
1,1522400895876,1,3,2,180.0,221.0
2,1522400896087,1,4,2,,
3,1522400896193,1,5,2,,
4,1522400896299,1,4,2,,
5,1522400896407,1,5,2,,
6,1522400896513,1,4,2,,
7,1522400896620,1,5,2,,
8,1522400896726,1,4,2,,
9,1522400896832,1,5,2,,
10,1522400896939,1,4,2,,
11,1522400897046,1,5,2,,
12,1522400897377,2,2,2,180.0,292.0
13,1522400897379,2,3,2,180.0,292.0
14,1522400897397,2,4,2,,
15,1522400897504,2,5,2,,
16,1522400897610,2,4,2,,
17,1522400897717,2,5,2,,
18,1522400897823,2,4,2,,
19,1522400897930,2,5,2,,
20,1522400898037,2,4,2,,
21,1522400898144,2,5,2,,
22,1522400898250,2,4,2,,
23,1522400898356,2,5,2,,
24,1522400898463,2,4,2,,
25,1522400898569,2,5,2,,
26,1522400898676,2,4,2,,
27,1522400898781,2,5,2,,
28,1522400898885,2,4,2,,
29,1522400898994,2,5,2,,
30,1522400899102,2,4,2,,
31,1522400899211,2,5,2,,
32,1522400899317,2,4,2,,
33,1522400899423,2,5,2,,
34,1522400899527,2,4,2,,
35,1522400899634,2,5,2,,
36,1522400899969,3,2,2,180.0,363.0
37,1522400899970,3,3,2,180.0,363.0
38,1522400899987,3,4,2,,
39,1522400900092,3,5,2,,
40,1522400900198,3,4,2,,
41,1522400900307,3,5,2,,
42,1522400900412,3,4,2,,
43,1522400900518,3,5,2,,
44,1522400900626,3,4,2,,
45,1522400900732,3,5,2,,
46,1522400900837,3,4,2,,
47,1522400900944,3,5,2,,
48,1522400901050,3,4,2,,
49,1522400901157,3,5,2,,
50,1522400901263,3,4,2,,
51,1522400901371,3,5,2,,
52,1522400901477,3,4,2,,
53,1522400901585,3,5,2,,
54,1522400901688,3,4,2,,
55,1522400901794,3,5,2,,
56,1522400901898,3,4,2,,
57,1522400902006,3,5,2,,
58,1522400902112,3,4,2,,
59,1522400902219,3,5,2,,
60,1522400902326,3,4,2,,
61,1522400902432,3,5,2,,
62,1522400902759,4,2,2,180.0,434.0
63,1522400902761,4,3,2,180.0,434.0
64,1522400902778,4,4,2,,
65,1522400902885,4,5,2,,
66,1522400902991,4,4,2,,
67,1522400903098,4,5,2,,
68,1522400903203,4,4,2,,
69,1522400903310,4,5,2,,
70,1522400903416,4,4,2,,
71,1522400903522,4,5,2,,
72,1522400903627,4,4,2,,
73,1522400903734,4,5,2,,
74,1522400903840,4,4,2,,
75,1522400903947,4,5,2,,
76,1522400904054,4,4,2,,
77,1522400904161,4,5,2,,
78,1522400904268,4,4,2,,
79,1522400904370,4,5,2,,
80,1522400904474,4,4,2,,
81,1522400904580,4,5,2,,
82,1522400904686,4,4,2,,
83,1522400904789,4,5,2,,
84,1522400904895,4,4,2,,
85,1522400905002,4,5,2,,
86,1522400905108,4,4,2,,
87,1522400905216,4,5,2,,
88,1522400905550,5,2,2,76.0,473.0
89,1522400905551,5,3,2,76.0,473.0
90,1522400905602,6,2,7,180.0,565.0
91,1522400905603,6,3,7,180.0,565.0
