,Time,Xpath_id,event_type,control_type,op_x,op_y
0,1522398544556,1,2,2,180.0,221.0
1,1522398544557,1,3,2,180.0,221.0
2,1522398544767,1,4,2,,
3,1522398544873,1,5,2,,
4,1522398544979,1,4,2,,
5,1522398545089,1,5,2,,
6,1522398545211,1,4,2,,
7,1522398545329,1,5,2,,
8,1522398545433,1,4,2,,
9,1522398545536,1,5,2,,
10,1522398545641,1,4,2,,
11,1522398545744,1,5,2,,
12,1522398546079,2,2,2,180.0,292.0
13,1522398546080,2,3,2,180.0,292.0
14,1522398546103,2,4,2,,
15,1522398546218,2,5,2,,
16,1522398546321,2,4,2,,
17,1522398546434,2,5,2,,
18,1522398546539,2,4,2,,
19,1522398546645,2,5,2,,
20,1522398546750,2,4,2,,
21,1522398546854,2,5,2,,
22,1522398546959,2,4,2,,
23,1522398547066,2,5,2,,
24,1522398547172,2,4,2,,
25,1522398547283,2,5,2,,
26,1522398547388,2,4,2,,
27,1522398547494,2,5,2,,
28,1522398547604,2,4,2,,
29,1522398547721,2,5,2,,
30,1522398547827,2,4,2,,
31,1522398547940,2,5,2,,
32,1522398548042,2,4,2,,
33,1522398548157,2,5,2,,
34,1522398548262,2,4,2,,
35,1522398548380,2,5,2,,
36,1522398548699,3,2,2,180.0,363.0
37,1522398548700,3,3,2,180.0,363.0
38,1522398548713,3,4,2,,
39,1522398548820,3,5,2,,
40,1522398548921,3,4,2,,
41,1522398549029,3,5,2,,
42,1522398549133,3,4,2,,
43,1522398549240,3,5,2,,
44,1522398549349,3,4,2,,
45,1522398549459,3,5,2,,
46,1522398549563,3,4,2,,
47,1522398549669,3,5,2,,
48,1522398549776,3,4,2,,
49,1522398549879,3,5,2,,
50,1522398549985,3,4,2,,
51,1522398550090,3,5,2,,
52,1522398550194,3,4,2,,
53,1522398550302,3,5,2,,
54,1522398550409,3,4,2,,
55,1522398550516,3,5,2,,
56,1522398550620,3,4,2,,
57,1522398550729,3,5,2,,
58,1522398550872,3,4,2,,
59,1522398550988,3,5,2,,
60,1522398551095,3,4,2,,
61,1522398551226,3,5,2,,
62,1522398551560,4,2,2,180.0,434.0
63,1522398551563,4,3,2,180.0,434.0
64,1522398551579,4,4,2,,
65,1522398551683,4,5,2,,
66,1522398551795,4,4,2,,
67,1522398551912,4,5,2,,
68,1522398552025,4,4,2,,
69,1522398552134,4,5,2,,
70,1522398552238,4,4,2,,
71,1522398552340,4,5,2,,
72,1522398552444,4,4,2,,
73,1522398552552,4,5,2,,
74,1522398552677,4,4,2,,
75,1522398552792,4,5,2,,
76,1522398552898,4,4,2,,
77,1522398553006,4,5,2,,
78,1522398553113,4,4,2,,
79,1522398553218,4,5,2,,
80,1522398553324,4,4,2,,
81,1522398553430,4,5,2,,
82,1522398553536,4,4,2,,
83,1522398554116,4,5,2,,
84,1522398554224,4,4,2,,
85,1522398554329,4,5,2,,
86,1522398554432,4,4,2,,
87,1522398554555,4,5,2,,
88,1522398573032,5,2,2,76.0,473.0
89,1522398573034,5,3,2,76.0,473.0
90,1522398573082,6,2,7,180.0,565.0
91,1522398573084,6,3,7,180.0,565.0
