Timetime_mean,Dwelltime_mean,Flytime_mean,Timetime_range,Dwelltime_range,Flytime_range,Timetime_skew,Dwelltime_skew,Flytime_skew,Timetime_kurt,Dwelltime_kurt,Flytime_kurt,Timefft_shape_mean,Dwellfft_shape_mean,Flyfft_shape_mean,Timefft_shape_std,Dwellfft_shape_std,Flyfft_shape_std,Timefft_shape_skew,Dwellfft_shape_skew,Flyfft_shape_skew,Timefft_shape_kurt,Dwellfft_shape_kurt,Flyfft_shape_kurt,Timefft_var,Dwellfft_var,Flyfft_var,Timefft_skew,Dwellfft_skew,Flyfft_skew,Timefft_kurt,Dwellfft_kurt,Flyfft_kurt,Bot
3.4690351906647456,5.262534986203789,1.6927134676980082,51.23800304967146,100.23014661186005,0.1290002863772576,-0.8712861925293316,321.0,42.0,2.781914999764776,9.67035754930323,3.718335953235521,5.114199523685276,-3.083513152476119,51.12406005343034,24.6620654657068,0.1758404946629639,-1.0612627372511232,107.0,11,0.5318634427760625,0.5520440017838566,8.421301776498337,22.944332499565682,8.18496814810319,1096.7455691570617,9394.47932936747,0.2650334042360339,-0.9569821315590819,99.3076923076923,211.0,-1.0255741016275375,5.053527487706186,1
3.5269726932575622,5.977011243702678,0.21800682311878175,59.03720507180844,64.2451710067682,0.9228146046364317,-0.3134062946969354,321.375,46.0,3.3415302686562796,12.304458560588849,4.238608112601022,5.247931566421394,-4.561345785585048,52.03269581337676,19.946302667646172,0.1374435166883947,-1.2624139648105157,106.82352941176471,8,-0.036126762795499354,-0.6222129605716007,8.498683922743474,23.43856804815084,9.504584266454705,1127.4454610610103,8901.864276263432,0.2714650216927495,-1.1015155102192409,99.38461538461539,213.0,-1.007954166783864,5.164833586604234,1
3.4507532968868295,5.689510745535138,0.7107032296423796,56.87861735475925,177.78973350403834,-0.498661566933412,-1.296764483334306,322.9375,46.0,2.902526732652327,10.103170430438492,4.205590482570454,5.741839762792098,-4.182684465754235,59.11447078122403,43.4667212941206,0.6889717141042258,-0.4050197951038803,107.82352941176471,10,0.6101948497438097,-0.2758146245036177,8.399573741513597,23.154873439987014,10.409175742135554,1111.316491140335,8090.720935668057,0.36556037579633016,-0.8354026809929676,99.7948717948718,207.0,-1.2057306034311293,4.88937101188463,1
3.589759339743231,4.896877436181386,-0.9166622026911095,43.358623029510326,104.05161925635129,-0.10293430267695108,-1.4396941987983185,320.9375,40.0,3.2814534486489486,11.455712201734222,3.39032559967465,4.431343086433715,-0.18462839093763767,39.70430868001828,9.38433196923443,0.0005299661319632496,-0.5814997689899815,106.47058823529412,11,1.797684165459173,5.069714176402931,8.55977088848517,23.858260137809353,9.401578950063339,1173.0831747900586,8503.909279618563,0.4589966765184011,-0.7724953004698838,99.7948717948718,217.0,-0.899262924759676,5.285858848835907,1
2.820219984396039,7.26215855126583,6.596483957187663,83.25695995449837,1614.4242516359388,1.4105569073884359,1.1565344417269499,330.5,53.0,0.9010453389013197,-0.3097201427846854,3.0682248774122853,6.288570607443061,4.072749836668275,64.9159519167017,79.72699075047336,0.9958634992351943,0.6390360495445333,110.52941176470588,24,1.4741461296187317,2.087585258027031,8.387843610834958,23.705728622369005,11.42081730512795,1148.6718962843904,10192.841704542387,0.2560325062261633,-1.0496842911474449,101.87179487179488,216.0,-1.0449476886321885,4.680105171268637,1
3.6758943785123486,5.0085897309031475,2.094778134730226,47.25724017382638,900.8320443738943,0.29531386406010784,-1.166891783466183,327.75,47.0,0.7873244281581809,-0.6695864859251781,3.7764535932187706,6.2486652876322095,-1.7046942195065724,62.45997145796648,214.88308256626811,0.6360696736675251,-0.32858164983130456,110.41176470588235,32,1.6625767047070077,1.8426176219995738,8.097406234303332,22.675355565983338,16.028643788427107,1107.0388637222104,9558.113349728255,0.041636231893962906,-0.984701408160134,101.1025641025641,208.0,-1.1234533370827182,4.437072944490561,1
3.3355080448301013,5.407263177747024,2.470508296945165,55.160377538868225,375.09464466484815,0.09280987664929649,-0.6550266245219802,326.875,42.0,1.9539781246014132,3.16126734666883,3.5327955117765435,6.097567818182283,-0.10448280061377258,58.38680476947445,103.32700735191023,-0.6417700262320155,-1.0230832791012003,110.23529411764706,31,2.946863299465104,9.52097338291514,8.333290087139702,22.435733627029904,11.11653956100742,1077.4794478330741,12620.791276427886,0.14267486347907365,-0.9729665742209446,101.58974358974359,233.0,-0.5418207312324869,5.380892495560247,1
2.9810937167583167,5.716933891337475,4.249605301307299,55.20445453459732,608.4754102831364,1.0838322120429262,-0.020059158447390146,323.125,73.0,2.869741125405026,9.580088325239185,3.3625725681415886,6.055917861504292,1.8195916463451156,59.25311803305788,45.95137402603447,-0.21007545276845022,-0.6805635980558478,107.41176470588235,15,1.1322287022762685,0.8136367330063607,8.788304865658455,21.613487065179363,-5.520499999433497,990.079674431184,9580.470255807186,0.6093706827799008,-0.4363055261503872,101.15384615384616,209.0,-0.8290944601953054,4.467182255546331,1
3.5201544442692843,5.269821059527133,-0.044272749143587226,49.114319860251534,198521.20084780443,-0.07603775797527565,-0.9961337311422942,1283.625,14727.0,3.987753517423357,15.928530661331994,3.4363403596621116,5.22110655570382,0.4814981711194429,48.30097447202121,242.87923172326686,-0.27143738536152245,-1.5586200300623645,139.7058823529412,514,4.10710860866693,16.90452749118266,9.030961935817258,29.861482850319486,-1.1386552063079374,1603.0033247716601,159175.4681729213,-0.14160359273702067,-1.314217165600101,493.0,14779.0,6.230325297237805,38.872370776537615,1
2.7844820597927065,5.062663303424504,2.59571707741077,45.18316852933654,916.3241831965596,0.4861160588431089,-0.8228800200956345,329.25,55.0,1.3099396663953327,0.6914508504204884,3.112467712178804,5.223714569931294,3.0918577038980537,50.86329570205734,123.85847359383702,0.7958802517751985,-0.3137223884879745,110.17647058823529,40,2.979467476619976,10.062857198515767,8.345055643378819,23.005749275040507,4.355614853744282,1035.9570364601252,11242.14578352113,0.24540617095081885,-0.9306611700835403,101.17948717948718,212.0,-1.1058396216091286,4.481117881831474,1
