,Time,Xpath_id,event_type,control_type
0,1522381650753,1,4,7
1,1522381650823,1,5,7
2,1522381651191,2,4,2
3,1522381651280,2,5,2
4,1522381651320,2,4,2
5,1522381651432,2,5,2
