Time_Acc,Acc_x,Acc_y,Acc_z,Time_Gra,Gra_x,Gra_y,Gra_z,Time_Gyr,Gyr_x,Gyr_y,Gyr_z,Time_Light,Light,Time_LAcc,LAcc_x,LAcc_y,LAcc_z,Time_Mag,Mag_x,Mag_y,Mag_z,Time_Pres,Pres,Time_Prox,Prox,Time_ReHum,ReHum,Time_Rov,Rov_w,Rov_x,Rov_y,Rov_z,Time_SteCou,SteCou,Time_TSD,TSD_value,id,scenario,behavior,class
1510575843791.0,-1.1589966,6.3441925,6.6595,1510575846506.0,-2.322233,7.6675467,5.6556473,1510575846506.0,-0.18379211,-0.055023193,0.049560547,1510575847186.0,22.0,1510575846507.0,1.0245717,0.43552828,-0.18663073,1510575846466.0,4.6401978,-40.64789,3.288269,1510575846515.0,1015.302,0,0,0,0,1510575846507.0,0.15118298,-0.43449506,-0.8871575,0.036184944,0,0,0,0,1,0,2,2
1510575843890.0,0.2518921,6.6066895,7.541504,1510575846637.0,-2.5225008,7.6180186,5.6367693,1510575846637.0,0.17936707,-0.6243286,-0.30078125,1510575847388.0,23.0,1510575846638.0,-1.7487638,-0.26848173,-5.07405,1510575846595.0,3.6026,-41.68091,3.288269,1510575846645.0,1015.31195,0,0,0,0,1510575846638.0,0.16472818,-0.43066156,-0.88643175,0.040422797,0,0,0,0,1,0,2,2
1510575843990.0,-0.64842224,6.639511,8.222351,1510575846771.0,-2.284083,7.5229397,5.861632,1510575846767.0,-0.042800903,0.26434326,-0.81881714,1510575847489.0,22.0,1510575846771.0,3.471931,0.2745962,4.5577416,1510575846726.0,4.4677734,-40.820313,3.791809,1510575846782.0,1015.302,0,0,0,0,1510575846771.0,0.13129061,-0.4288388,-0.8937873,0.002075543,0,0,0,0,1,0,2,2
1510575844090.0,-0.8542938,6.496002,0.4983673,1510575846896.0,-2.9696958,7.419481,5.683538,1510575846896.0,0.33851624,-0.18960571,0.16064453,1510575847589.0,21.0,1510575846897.0,0.20150208,-0.6194968,-0.48812008,1510575846855.0,5.8502197,-39.440918,2.4475098,1510575846910.0,1015.302,0,0,0,0,1510575846897.0,-0.16616434,0.4273285,0.8886522,0.008775525,0,0,0,0,1,0,2,2
1510575844191.0,-0.40968323,6.345978,9.126297,1510575847027.0,-2.6011977,7.434897,5.841786,1510575847026.0,0.5115509,-0.34020996,0.15957642,1510575847791.0,23.0,1510575847027.0,-0.15103054,-1.0585446,1.6997705,1510575846985.0,4.812622,-40.130615,1.7745972,1510575847035.0,1015.302,0,0,0,0,1510575847028.0,-0.14736101,0.42477822,0.89322037,0.0023501986,0,0,0,0,1,0,2,2
1510575844290.0,-1.5475922,6.543701,7.533676,1510575847156.0,-2.0699673,7.4675846,6.0100584,1510575847156.0,0.8683014,-0.11697388,-0.6831665,1510575847892.0,26.0,1510575847157.0,1.5675769,-1.9809513,0.88498926,1510575847115.0,5.331421,-39.27002,0.2609253,1510575847166.0,1015.302,0,0,0,0,1510575847157.0,-0.10726924,0.42669147,0.89775217,0.021649748,0,0,0,0,1,0,2,2
1510575844392.0,-0.4717102,6.5919647,6.465271,1510575847286.0,-2.3201354,7.1817155,6.2618146,1510575847286.0,0.24986267,-0.09454346,-0.23669434,1510575848197.0,24.0,1510575847286.0,-0.6936333,0.31534767,3.3250318,1510575847245.0,7.4050903,-42.370605,0.9338379,1510575847300.0,1015.31195,0,0,0,0,1510575847287.0,-0.10946975,0.41079518,0.90390617,0.047088176,0,0,0,0,1,0,2,2
1510575844490.0,-0.600296,6.940933,3.036728,1510575847417.0,-2.0879526,7.4227166,6.0592175,1510575847416.0,0.0020599365,-0.62646484,0.79296875,1510575848395.0,26.0,1510575847417.0,0.13388562,-0.046502113,-1.0290585,1510575847374.0,7.232666,-39.785767,-0.24414063,1510575847424.0,1015.302,0,0,0,0,1510575847418.0,-0.10404108,0.4245484,0.8988915,0.030466055,0,0,0,0,1,0,2,2
1510575844589.0,-1.8202057,6.764435,7.163208,1510575847546.0,-1.7637378,7.8534193,5.6020904,1510575847545.0,0.012741089,-0.9597168,0.6220703,1510575848598.0,27.0,1510575847546.0,0.3883654,-0.8917861,1.5164757,1510575847505.0,6.541443,-41.163635,3.1204224,1510575847554.0,1015.31195,0,0,0,0,1510575847546.0,-0.085779704,0.45498872,0.8858264,0.030637398,0,0,0,0,1,0,2,2
1510575844690.0,-0.59072876,7.255081,7.2701416,1510575847675.0,-1.630422,8.286104,4.985237,1510575847675.0,-0.70610046,-0.49935913,0.12539673,1510575848697.0,25.0,1510575847676.0,-1.364968,0.16358948,-3.8633747,1510575847635.0,4.2938232,-41.68091,5.305481,1510575847687.0,1015.31195,0,0,0,0,1510575847676.0,-0.083171174,0.48878032,0.86814564,0.022348877,0,0,0,0,1,0,2,2
1510575844846.0,-0.39131165,6.800003,8.187408,1510575847805.0,-2.214721,7.739578,5.6003866,1510575847804.0,-0.64094543,1.1647644,0.083740234,1510575848798.0,23.0,1510575847805.0,-1.0646105,-1.5193267,0.20975065,1510575847765.0,4.812622,-41.163635,5.4748535,1510575847821.0,1015.32196,0,0,0,0,1510575847806.0,-0.12384836,0.44623014,0.88627887,0.007070703,0,0,0,0,1,0,2,2
1510575844938.0,-2.1196136,6.7259827,8.262268,1510575847935.0,-2.0670624,7.789633,5.58742,1510575847934.0,-0.24040222,0.11480713,0.30056763,1510575848898.0,25.0,1510575847935.0,-0.24789786,0.20464516,-0.44043922,1510575847893.0,2.5650024,-40.64789,3.288269,1510575847943.0,1015.31195,0,0,0,0,1510575847936.0,0.13499846,-0.44372997,-0.88536143,0.03184725,0,0,0,0,1,0,2,2
1510575845040.0,-0.2303009,7.047714,8.340073,1510575848065.0,-1.7528722,7.993822,5.403391,1510575848064.0,-0.21903992,-0.39361572,0.21298218,1510575848999.0,26.0,1510575848065.0,0.6662613,0.61141586,-1.1144457,1510575848023.0,1.3565063,-42.19818,2.7832031,1510575848074.0,1015.32196,0,0,0,0,1510575848066.0,0.12461207,-0.45713845,-0.87951046,0.044244822,0,0,0,0,1,0,2,2
1510575845138.0,-1.5575409,7.2160187,4.5404205,1510575848196.0,-1.6543863,8.077478,5.3092127,1510575848193.0,-0.8342743,-0.813385,-0.12347412,1510575849201.0,25.0,1510575848196.0,-0.42492497,-0.54162693,-1.3984451,1510575848153.0,-0.37231445,-41.508484,5.4748535,1510575848208.0,1015.32196,0,0,0,0,1510575848197.0,0.10332451,-0.46757838,-0.8777871,0.01357356,0,0,0,0,1,0,2,2
1510575845238.0,-2.2727814,7.0348663,6.5391693,1510575848325.0,-2.2542892,7.8342204,5.4510155,1510575848324.0,0.52223206,1.1081543,-0.15872192,1510575849301.0,23.0,1510575848325.0,-1.3218267,-0.7492633,1.9012403,1510575848286.0,2.911377,-40.64789,3.9611816,1510575848333.0,1015.31195,0,0,0,0,1510575848326.0,0.13425422,-0.45172048,-0.88196677,0.007683982,0,0,0,0,1,0,2,2
1510575845339.0,-2.465744,6.462158,9.263824,1510575848455.0,-2.2137823,8.242587,4.8300433,1510575848454.0,-0.25108337,-0.44488525,0.56225586,1510575849402.0,25.0,1510575848455.0,2.3056624,0.3143587,-0.68202496,1510575848413.0,2.3925781,-40.820313,5.810547,1510575848462.0,1015.31195,0,0,0,0,1510575848456.0,0.14561146,-0.48221743,-0.863454,0.026662901,0,0,0,0,1,0,2,2
1510575845437.0,-2.6011658,6.121399,5.99263,1510575848585.0,-1.6993173,8.114818,5.2375984,1510575848585.0,-1.4238739,0.7279053,0.6370239,1510575849503.0,27.0,1510575848586.0,2.0932488,0.50771046,2.3788562,1510575848543.0,-0.54626465,-40.30304,6.651306,1510575848598.0,1015.31195,0,0,0,0,1510575848586.0,0.12112425,-0.46721056,-0.874833,0.04135699,0,0,0,0,1,0,2,2
1510575845538.0,-1.3193054,7.8871765,5.3258057,1510575848714.0,-1.7437153,8.230611,5.0385413,1510575848714.0,0.15586853,-0.7631836,-0.409729,1510575849603.0,26.0,1510575848715.0,0.19259775,0.049703598,-1.1969042,1510575848673.0,-0.19989014,-40.992737,5.9783936,1510575848727.0,1015.31195,0,0,0,0,1510575848715.0,0.112699755,-0.48000485,-0.8697891,0.019000411,0,0,0,0,1,0,2,2
1510575845637.0,-4.2303314,7.104553,-0.02468872,1510575848843.0,-2.1253197,7.747119,5.624549,1510575848843.0,-0.2393341,0.71936035,-0.48342896,1510575850006.0,28.0,1510575848844.0,0.173872,0.25723124,3.1325202,1510575848802.0,3.2577515,-41.68091,6.315613,1510575848852.0,1015.32196,0,0,0,0,1510575848844.0,-0.11897633,0.44617537,0.8869791,0.0063464423,0,0,0,0,1,0,2,2
1510575845737.0,-1.4299622,6.849182,5.954544,1510575848973.0,-3.0572424,7.937686,4.8802457,1510575848973.0,1.1481476,-0.22271729,0.29309082,1510575850208.0,27.0,1510575848973.0,-1.5927415,-1.0837712,0.07067776,1510575848933.0,4.121399,-40.475464,6.14624,1510575848984.0,1015.31195,0,0,0,0,1510575848974.0,-0.17754637,0.4686726,0.86533254,0.0047780215,0,0,0,0,1,0,2,2
1510575845837.0,-1.2211914,7.3809357,9.747757,1510575849103.0,-2.5120509,8.026125,5.043937,1510575849102.0,0.32463074,-0.020843506,0.5099182,1510575850308.0,24.0,1510575849103.0,1.7408776,0.33452797,3.2401538,1510575849061.0,4.6401978,-40.992737,5.6427,1510575849115.0,1015.31195,0,0,0,0,1510575849103.0,0.15559447,-0.46756938,-0.870015,0.015592479,0,0,0,0,1,0,2,2
1510575845936.0,-6.0489655,6.1257477,3.9793243,1510575849234.0,-2.073292,7.8859015,5.44834,1510575849234.0,0.60554504,-0.47479248,-0.9405823,1510575850412.0,23.0,1510575849234.0,7.1926484,1.4510474,5.73143,1510575849191.0,2.2201538,-42.025757,3.9611816,1510575849241.0,1015.31195,0,0,0,0,1510575849235.0,-0.11201311,0.45789194,0.8817928,0.0151479365,0,0,0,0,1,0,2,2
1510575846037.0,-0.69477844,7.951065,5.8446198,1510575849363.0,-2.220982,7.570103,5.825046,1510575849362.0,-0.45509338,0.8421936,-0.36380005,1510575850510.0,27.0,1510575849363.0,-1.0933182,0.08742237,1.6326919,1510575849321.0,4.6401978,-39.95819,6.315613,1510575849371.0,1015.302,0,0,0,0,1510575849364.0,-0.10638163,0.43782216,0.89175886,0.0419618,0,0,0,0,1,0,2,2
1510575846138.0,2.7801208,7.0171814,9.954163,1510575849492.0,-2.851728,7.8421245,5.151613,1510575849492.0,0.6034088,0.16607666,0.45651245,1510575850711.0,26.0,1510575849493.0,-0.8359363,-0.76273155,-1.0453649,1510575849451.0,6.1950684,-39.440918,3.791809,1510575849502.0,1015.302,0,0,0,0,1510575849493.0,-0.15760174,0.46097997,0.8731401,0.016897168,0,0,0,0,1,0,2,2
1510575846236.0,-3.5748596,6.946762,5.5086823,1510575849623.0,-2.1323326,8.153542,5.01431,1510575849622.0,-0.26176453,-0.03793335,0.3048401,1510575850814.0,23.0,1510575849624.0,0.978672,0.029089928,-0.72739124,1510575849581.0,3.9489746,-40.992737,7.3242188,1510575849640.0,1015.302,0,0,0,0,1510575849624.0,0.13618127,-0.47517997,-0.86905,0.02026523,0,0,0,0,1,0,2,2
1510575846337.0,-3.694519,6.218094,5.9190674,1510575849754.0,-1.6596227,7.8013306,5.705724,1510575849753.0,-0.0844574,0.66915894,-0.9021301,1510575850913.0,22.0,1510575849754.0,1.6940545,-0.061507702,2.8344092,1510575849711.0,1.1825562,-40.30304,6.9869995,1510575849761.0,1015.302,0,0,0,0,1510575849755.0,0.107065156,-0.4445516,-0.8890141,0.023766045,0,0,0,0,1,0,2,2
1510575846436.0,-3.2306519,6.545532,3.7911072,1510575849881.0,-1.8259665,7.55686,5.9774656,1510575849881.0,-0.96565247,0.8710327,-0.6628723,1510575851013.0,24.0,1510575849882.0,1.4891919,0.6737704,0.8574858,1510575849841.0,1.701355,-41.853333,4.4647217,1510575849893.0,1015.292,0,0,0,0,1510575849883.0,0.11123553,-0.42762217,-0.8969517,0.015608427,0,0,0,0,1,0,2,2
1510575846593.0,-1.1518555,8.258804,7.7246704,1510575850010.0,-2.2048934,7.8948646,5.383302,1510575850010.0,-0.18592834,-0.52819824,0.3059082,1510575851116.0,26.0,1510575850011.0,1.1191094,1.2140765,-3.643104,1510575849970.0,3.0838013,-41.163635,2.4475098,1510575850026.0,1015.282,0,0,0,0,1510575850011.0,0.15033217,-0.45047554,-0.87895185,0.0437681,0,0,0,0,1,0,2,2
1510575846685.0,-3.2971497,7.8497314,4.763855,1510575850141.0,-1.8230429,7.7845454,5.6787105,1510575850141.0,-0.91651917,-0.050750732,0.57507324,1510575851325.0,24.0,1510575850142.0,-1.9582857,0.91206884,-4.7384505,1510575850103.0,2.2201538,-42.370605,3.9611816,1510575850149.0,1015.282,0,0,0,0,1510575850143.0,0.13753417,-0.43766505,-0.88609684,0.06607627,0,0,0,0,1,0,2,2
1510575846786.0,0.98249817,7.679428,10.148941,1510575850275.0,-1.2260725,7.5643907,6.1194057,1510575850274.0,0.6739044,-1.2075195,-0.41186523,1510575851417.0,22.0,1510575850275.0,0.38526297,-0.25988054,1.1639848,1510575850230.0,-1.0635376,-40.475464,0.7659912,1510575850279.0,1015.282,0,0,0,0,1510575850276.0,0.09367858,-0.42334557,-0.8996442,0.0514121,0,0,0,0,1,0,2,2
1510575846884.0,-3.1986237,6.547241,5.319412,1510575850401.0,-1.0823609,7.442677,6.2932854,1510575850400.0,0.07896423,0.1831665,-0.33709717,1510575851523.0,21.0,1510575850402.0,-1.9138745,0.6290703,0.041160583,1510575850358.0,1.3565063,-40.820313,4.4647217,1510575850412.0,1015.282,0,0,0,0,1510575850402.0,0.06803778,-0.4177351,-0.90588623,0.015439065,0,0,0,0,1,0,2,2
1510575846985.0,-2.6779938,7.3108215,5.114853,1510575850532.0,-1.9389957,7.3119893,6.2406325,1510575850531.0,0.60020447,-0.4619751,0.9585266,1510575851618.0,22.0,1510575850532.0,-3.2674217,-1.3813229,0.3944006,1510575850491.0,2.2201538,-39.95819,1.2695313,1510575850544.0,1015.282,0,0,0,0,1510575850532.0,0.13189137,-0.40548855,-0.9031545,0.049957063,0,0,0,0,1,0,2,2
1510575847084.0,-0.9633789,8.004272,5.917221,1510575850660.0,-1.2760059,7.523726,6.1591997,1510575850660.0,0.42610168,-0.1607666,0.47894287,1510575851725.0,20.0,1510575850661.0,-0.22527003,0.35164165,0.13585901,1510575850619.0,-0.02746582,-40.820313,1.7745972,1510575850669.0,1015.282,0,0,0,0,1510575850661.0,0.10936154,-0.417143,-0.8987142,0.07965272,0,0,0,0,1,0,2,2
1510575847184.0,-0.76194763,5.651703,6.4158936,1510575850790.0,-0.882859,7.6098566,6.122175,1510575850789.0,0.74760437,-0.3070984,-1.1157532,1510575851920.0,22.0,1510575850790.0,-3.2641082,-1.3539367,-0.7032738,1510575850749.0,-2.7923584,-41.508484,3.1204224,1510575850800.0,1015.282,0,0,0,0,1510575850790.0,0.071578555,-0.42747217,-0.90004563,0.045408074,0,0,0,0,1,0,2,2
1510575847285.0,-3.1930237,6.2537537,7.7436523,1510575850921.0,-0.9545808,7.586002,6.1409883,1510575850920.0,-0.08659363,0.46621704,-0.18328857,1510575852024.0,19.0,1510575850921.0,0.013314009,-0.5713482,1.9985628,1510575850880.0,3.2577515,-42.025757,6.315613,1510575850932.0,1015.272,0,0,0,0,1510575850922.0,0.059714794,-0.42817155,-0.9016415,0.01207755,0,0,0,0,1,0,2,2
1510575847384.0,-3.4126434,5.7972717,6.288803,1510575851050.0,-1.5971408,7.5010233,6.111807,1510575851049.0,0.15693665,0.6467285,0.8015137,1510575852121.0,17.0,1510575851050.0,-3.0393972,-1.7516112,-0.010050297,1510575851010.0,1.3565063,-40.475464,4.801941,1510575851057.0,1015.272,0,0,0,0,1510575851051.0,0.10548967,-0.42101842,-0.9003225,0.03216774,0,0,0,0,1,0,2,2
1510575847483.0,-2.1932068,6.946213,4.1860657,1510575851180.0,-1.0359555,7.8198605,5.8264027,1510575851180.0,-0.13572693,-0.009094238,0.2909546,1510575852223.0,19.0,1510575851180.0,0.8524505,0.7264056,-1.3775053,1510575851138.0,0.14648438,-39.95819,3.288269,1510575851187.0,1015.282,0,0,0,0,1510575851181.0,0.0968061,-0.4399599,-0.8895708,0.075681545,0,0,0,0,1,0,2,2
1510575847586.0,-1.2147675,6.9252777,7.2151337,1510575851310.0,-0.8716686,7.569327,6.173805,1510575851309.0,-0.27565002,-0.33700562,-0.8562012,1510575852323.0,23.0,1510575851311.0,1.667005,0.25252533,0.5438223,1510575851271.0,-2.9647827,-40.30304,5.305481,1510575851326.0,1015.282,0,0,0,0,1510575851311.0,0.071662106,-0.42436787,-0.90139955,0.047490537,0,0,0,0,1,0,2,2
1510575847686.0,-0.7441101,7.957779,4.434952,1510575851439.0,-0.768617,7.55588,6.2038937,1510575851438.0,0.3577423,-0.71939087,-0.18969727,1510575852428.0,24.0,1510575851439.0,-1.173458,0.50355434,-1.4755735,1510575851398.0,1.8737793,-40.64789,1.9424438,1510575851451.0,1015.282,0,0,0,0,1510575851439.0,0.04459914,-0.42626327,-0.9034953,0.0025959453,0,0,0,0,1,0,2,2
1510575847784.0,-2.0484924,7.7571106,8.009186,1510575851567.0,-1.1269133,7.258684,6.497073,1510575851566.0,0.27870178,-0.19281006,0.97454834,1510575852525.0,21.0,1510575851567.0,-3.1353986,-2.0110211,1.0287642,1510575851528.0,1.1825562,-40.30304,4.6325684,1510575851577.0,1015.282,0,0,0,0,1510575851567.0,0.06539088,-0.40554348,-0.91171825,0.0053298012,0,0,0,0,1,0,2,2
1510575847886.0,-2.399704,7.7988434,5.1407776,1510575851699.0,-0.25993308,6.9711857,6.892416,1510575851698.0,-0.21690369,-0.6243286,0.52700806,1510575852725.0,24.0,1510575851700.0,-1.1578997,-0.5368061,0.60878706,1510575851658.0,0.491333,-39.95819,0.9338379,1510575851706.0,1015.272,0,0,0,0,1510575851700.0,0.022890849,-0.38478646,-0.92249537,0.020436801,0,0,0,0,1,0,2,2
1510575847983.0,-0.5869446,7.937668,6.148468,1510575851829.0,-0.38141504,7.267814,6.572959,1510575851829.0,0.6162262,0.6114807,-0.530426,1510575852927.0,26.0,1510575851830.0,2.2671838,0.06638384,-0.078602314,1510575851787.0,0.14648438,-40.64789,-0.4119873,1510575851844.0,1015.282,0,0,0,0,1510575851831.0,0.027961157,-0.4050809,-0.913729,0.015064066,0,0,0,0,1,0,2,2
1510575848083.0,0.10853577,7.4972534,7.8462677,1510575851958.0,-0.55477804,7.190843,6.6448765,1510575851957.0,-0.95069885,-0.69055176,-0.11065674,1510575853030.0,23.0,1510575851958.0,-1.1572566,0.39549828,-1.7939806,1510575851919.0,0.8377075,-40.992737,2.9510498,1510575851965.0,1015.272,0,0,0,0,1510575851959.0,-0.029472008,0.40042102,0.9158515,0.0032311613,0,0,0,0,1,0,2,2
1510575848183.0,-2.23378,7.698715,2.759262,1510575852089.0,-0.15842618,6.2876034,7.52405,1510575852088.0,0.103530884,-0.07318115,0.14569092,1510575853138.0,24.0,1510575852089.0,-1.132232,0.14602613,2.2588825,1510575852046.0,0.3189087,-40.130615,-1.9256592,1510575852096.0,1015.282,0,0,0,0,1510575852090.0,-0.008023133,0.34105107,0.94000924,0.0015706415,0,0,0,0,1,0,2,2
1510575848286.0,-3.491623,7.0351105,7.367676,1510575852219.0,-0.057643566,7.1534667,6.70783,1510575852218.0,1.2784576,1.0355225,0.368927,1510575853231.0,22.0,1510575852220.0,1.1081597,-0.28506804,0.8465028,1510575852179.0,-0.54626465,-40.992737,-4.110718,1510575852226.0,1015.282,0,0,0,0,1510575852220.0,0.015463455,-0.39718604,-0.91717106,0.02830822,0,0,0,0,1,0,2,2
1510575848384.0,-3.0018616,7.2569427,4.838974,1510575852347.0,-0.22396562,7.62487,6.1629205,1510575852346.0,0.23918152,-0.10202026,0.8186035,1510575853432.0,27.0,1510575852347.0,-1.809968,-0.51384115,-1.441194,1510575852306.0,-2.1011353,-41.853333,0.7659912,1510575852361.0,1015.282,0,0,0,0,1510575852348.0,0.04455159,-0.42871162,-0.8998605,0.06687746,0,0,0,0,1,0,2,2
1510575848532.0,-0.60298157,7.7410126,4.8310394,1510575852477.0,0.028870162,8.119314,5.4996624,1510575852477.0,-0.7584381,-1.1615906,0.11364746,1510575853534.0,26.0,1510575852478.0,-2.955207,-0.3413248,-5.1723094,1510575852436.0,-2.9647827,-40.992737,3.6239624,1510575852485.0,1015.282,0,0,0,0,1510575852478.0,0.01960855,-0.4681995,-0.88249445,0.040103428,0,0,0,0,1,0,2,2
1510575848632.0,-1.045105,8.048645,6.275009,1510575852606.0,-0.021759093,7.7432756,6.017607,1510575852606.0,0.052261353,0.050720215,0.04208374,1510575853635.0,25.0,1510575852606.0,-2.6647005,-0.82554483,1.0441327,1510575852565.0,-2.1011353,-40.130615,3.791809,1510575852617.0,1015.282,0,0,0,0,1510575852607.0,0.007505524,-0.43946683,-0.898136,0.012814566,0,0,0,0,1,0,2,2
1510575848732.0,-1.5498505,8.200317,3.7631378,1510575852735.0,-0.67392164,7.729614,5.99744,1510575852734.0,0.53611755,-0.15542603,0.80578613,1510575853737.0,19.0,1510575852735.0,-1.6991117,-0.80785084,-1.3614631,1510575852695.0,0.3189087,-39.440918,2.4475098,1510575852747.0,1015.272,0,0,0,0,1510575852736.0,0.054184332,-0.43735537,-0.8970637,0.03257387,0,0,0,0,1,0,2,2
1510575848832.0,-1.7501984,7.900696,7.9918365,1510575852866.0,-0.29011744,8.139008,5.462854,1510575852865.0,1.2485504,0.9329834,0.3347473,1510575853840.0,15.0,1510575852866.0,1.068892,0.28298473,1.6218615,1510575852827.0,-1.2374878,-40.992737,3.288269,1510575852874.0,1015.272,0,0,0,0,1510575852867.0,0.05454776,-0.4674361,-0.87948215,0.070987046,0,0,0,0,1,0,2,2
1510575848932.0,-2.6082916,7.6727905,6.7837524,1510575852996.0,-0.033516187,8.798026,4.3317432,1510575852995.0,0.558548,-0.21096802,0.09655762,1510575853940.0,13.0,1510575852996.0,-1.3510782,-0.56262875,-0.8531699,1510575852954.0,-4.6936035,-39.95819,7.659912,1510575853004.0,1015.282,0,0,0,0,1510575852997.0,0.04440244,-0.5264703,-0.84629524,0.068130575,0,0,0,0,1,0,2,2
1510575849031.0,-2.5498047,7.447693,2.792984,1510575853126.0,-0.08041201,8.547667,4.806382,1510575853126.0,-0.49247742,-0.7792053,-0.26660156,1510575854139.0,14.0,1510575853127.0,-0.4050702,0.085305214,-0.0046772957,1510575853084.0,-3.6575317,-38.92517,11.360168,1510575853139.0,1015.272,0,0,0,0,1510575853127.0,0.03402598,-0.5037707,-0.86171395,0.050064024,0,0,0,0,1,0,2,2
1510575849131.0,-0.75549316,8.409515,7.507019,1510575853255.0,-0.23718672,8.410159,5.038189,1510575853255.0,-0.18806458,-0.08920288,-0.49517822,0,0,1510575853255.0,-4.300475e-05,0.049236298,0.14109468,1510575853214.0,-1.9287109,-40.992737,8.668518,1510575853268.0,1015.282,0,0,0,0,1510575853256.0,0.022761375,-0.49255028,-0.8698456,0.015644543,0,0,0,0,1,0,2,2
1510575849233.0,-5.437042,7.1332397,3.944458,1510575853384.0,-1.0815943,8.115371,5.398268,1510575853383.0,-1.5467072,1.3612976,-0.40011597,0,0,1510575853384.0,-1.2210249,-1.68851,2.1458673,1510575853344.0,-0.37231445,-39.097595,8.837891,1510575853393.0,1015.282,0,0,0,0,1510575853385.0,0.068678826,-0.4690929,-0.8804013,0.011338828,0,0,0,0,1,0,2,2
1510575849331.0,-0.94299316,7.519348,5.8467407,1510575853515.0,-1.1440665,7.9893703,5.5705886,1510575853514.0,-1.0810089,-0.2526245,-0.24203491,0,0,1510575853515.0,0.8639338,1.841186,-5.0152817,1510575853474.0,0.14648438,-40.30304,6.651306,1510575853527.0,1015.282,0,0,0,0,1510575853515.0,0.07642735,-0.458408,-0.88521594,0.02033899,0,0,0,0,1,0,2,2
1510575849438.0,-3.2029877,7.4324493,5.5594482,1510575853643.0,-0.98345166,7.33028,6.439737,1510575853643.0,-1.6674042,-1.0932312,-0.873291,0,0,1510575853644.0,-0.9232537,-0.44579315,-3.0695763,1510575853603.0,1.3565063,-41.508484,3.1204224,1510575853655.0,1015.282,0,0,0,0,1510575853644.0,-0.051404826,0.41112328,0.91009253,0.008170126,0,0,0,0,1,0,2,2
1510575849531.0,-3.5788574,7.168579,4.0171967,1510575853774.0,-0.6954736,6.8778963,6.955663,1510575853774.0,0.6439972,-1.2139282,-1.1317749,0,0,1510575853775.0,0.9317067,-1.1272235,3.6578307,1510575853732.0,5.1589966,-40.475464,-3.6071777,1510575853781.0,1015.292,0,0,0,0,1510575853775.0,0.014948622,0.38096774,0.9154234,0.12899676,0,0,0,0,1,0,2,2
1510575849639.0,-2.0920715,7.721344,2.6235504,1510575853905.0,-0.2375577,6.803121,7.0591426,1510575853904.0,-0.15602112,-0.1746521,0.049560547,0,0,1510575853906.0,-0.08250874,-0.51378345,1.7927947,1510575853863.0,9.480286,-39.27002,-2.4291992,1510575853912.0,1015.292,0,0,0,0,1510575853906.0,0.057644483,0.36981213,0.9107101,0.17470895,0,0,0,0,1,0,2,2
1510575849731.0,0.94332886,8.699554,6.364731,1510575854034.0,-0.0039043722,7.1067867,6.7575107,1510575854033.0,0.31929016,-0.23446655,0.1307373,0,0,1510575854034.0,-0.45435044,0.046677113,-0.08901358,1510575853994.0,11.381531,-40.820313,-1.2527466,1510575854049.0,1015.292,0,0,0,0,1510575854035.0,0.0694273,0.38812715,0.90453917,0.16231479,0,0,0,0,1,0,2,2
1510575849830.0,-0.70114136,8.130234,6.6238556,1510575854164.0,0.07170168,7.359464,6.4810133,1510575854163.0,0.107803345,0.22055054,0.011108398,0,0,1510575854165.0,-0.22210398,-0.103980064,-0.55936384,1510575854122.0,9.825134,-39.95819,0.9338379,1510575854180.0,1015.292,0,0,0,0,1510575854165.0,0.07062081,0.40567598,0.8992627,0.14753376,0,0,0,0,1,0,2,2
1510575849930.0,-3.1419525,6.6703186,7.7190094,1510575854295.0,-0.078739464,7.446547,6.380684,1510575854294.0,0.104599,0.052856445,0.013244629,0,0,1510575854295.0,-0.8278432,0.1289401,0.17047548,1510575854252.0,9.65271,-41.853333,0.42877197,1510575854302.0,1015.292,0,0,0,0,1510575854296.0,0.05896118,0.4137623,0.89798254,0.13766527,0,0,0,0,1,0,2,2
1510575850030.0,-1.5913086,7.4090576,5.0567474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510575854382.0,9.306335,-40.130615,4.1290283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
1510575850130.0,-1.3844604,8.228806,6.361847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
1510575850230.0,-0.8287964,7.2454987,7.230362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
1510575850329.0,-1.8989105,7.8130035,4.90123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
1510575850480.0,-2.3508148,6.072693,6.893051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
1510575850579.0,-0.61665344,7.924988,4.9954376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
1510575850679.0,-1.5285339,7.871063,6.081497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
