Action,event_type,Time,op_x,op_y,correct_x,correct_y,slidebarright_x,slidebarright_y,slidebarleft_x,slidebarleft_y,scenario,terminal,Bot
12,1,1520216880220,461,912,684,821,482,932,440,892,1,0,1
0,2,1520216880226,461,912,684,821,482,932,440,892,1,0,1
0,1,1520216880236,466,913,684,821,482,932,440,892,1,0,1
0,1,1520216880238,466,913,684,821,482,932,440,892,1,0,1
0,1,1520216880253,470,914,684,821,482,932,440,892,1,0,1
0,1,1520216880254,470,914,684,821,482,932,440,892,1,0,1
0,1,1520216880269,475,915,684,821,482,932,440,892,1,0,1
0,1,1520216880271,475,915,684,821,482,932,440,892,1,0,1
0,1,1520216880287,479,916,684,821,482,932,440,892,1,0,1
0,1,1520216880287,479,916,684,821,482,932,440,892,1,0,1
0,1,1520216880303,483,917,684,821,482,932,440,892,1,0,1
0,1,1520216880304,483,917,684,821,482,932,440,892,1,0,1
0,1,1520216880319,484,918,684,821,482,932,440,892,1,0,1
0,1,1520216880320,484,918,684,821,482,932,440,892,1,0,1
0,1,1520216880336,487,919,684,821,482,932,440,892,1,0,1
0,1,1520216880337,487,919,684,821,482,932,440,892,1,0,1
0,1,1520216880354,488,920,684,821,482,932,440,892,1,0,1
0,1,1520216880354,488,920,684,821,482,932,440,892,1,0,1
0,1,1520216880370,491,921,684,821,482,932,440,892,1,0,1
0,1,1520216880370,491,921,684,821,482,932,440,892,1,0,1
0,1,1520216880386,492,922,684,821,482,932,440,892,1,0,1
0,1,1520216880387,492,922,684,821,482,932,440,892,1,0,1
0,1,1520216880404,496,923,684,821,482,932,440,892,1,0,1
0,1,1520216880404,496,923,684,821,482,932,440,892,1,0,1
0,1,1520216880420,497,924,684,821,482,932,440,892,1,0,1
0,1,1520216880421,497,924,684,821,482,932,440,892,1,0,1
0,1,1520216880436,499,925,684,821,482,932,440,892,1,0,1
0,1,1520216880438,499,925,684,821,482,932,440,892,1,0,1
0,1,1520216880453,503,926,684,821,482,932,440,892,1,0,1
0,1,1520216880454,503,926,684,821,482,932,440,892,1,0,1
0,1,1520216880470,508,927,684,821,482,932,440,892,1,0,1
0,1,1520216880471,508,927,684,821,482,932,440,892,1,0,1
0,1,1520216880487,510,928,684,821,482,932,440,892,1,0,1
0,1,1520216880488,510,928,684,821,482,932,440,892,1,0,1
0,1,1520216880504,515,929,684,821,482,932,440,892,1,0,1
0,1,1520216880504,515,929,684,821,482,932,440,892,1,0,1
0,1,1520216880519,519,930,684,821,482,932,440,892,1,0,1
0,1,1520216880521,519,930,684,821,482,932,440,892,1,0,1
0,1,1520216880537,521,931,684,821,482,932,440,892,1,0,1
0,1,1520216880538,521,931,684,821,482,932,440,892,1,0,1
0,1,1520216880554,522,932,684,821,482,932,440,892,1,0,1
0,1,1520216880555,522,932,684,821,482,932,440,892,1,0,1
0,1,1520216880570,523,933,684,821,482,932,440,892,1,0,1
0,1,1520216880571,523,933,684,821,482,932,440,892,1,0,1
0,1,1520216880587,524,934,684,821,482,932,440,892,1,0,1
0,1,1520216880588,524,934,684,821,482,932,440,892,1,0,1
