Time,event_type,op_x,op_y,Action,correct_x,correct_y,slidebarleft_x,slidebarleft_y,slidebarright_x,slidebarright_y,Session_Id,Bot,
1515396747491,0,0,0,-,721.15625,285.875,547.15625,349.875,583.15625,385.875,1515396747285,0,
1515396747640,1,81,17,-,
1515396747653,1,88,40,-,
1515396747663,1,108,109,-,
1515396747680,1,135,205,-,
1515396747697,1,164,313,-,
1515396747714,1,179,387,-,
1515396747731,1,194,469,-,
1515396747747,1,200,509,-,
1515396747764,1,204,535,-,
1515396747781,1,205,547,-,
1515396747797,1,206,557,-,
1515396747813,1,203,558,-,
1515396747831,1,200,558,-,
1515396747976,1,200,559,-,
1515396747984,1,202,562,-,
1515396747997,1,204,566,-,
1515396748014,1,207,579,-,
1515396748030,1,210,597,-,
1515396748047,1,214,629,-,
1515396748064,1,216,673,-,
1515396748080,1,216,700,-,
1515396748097,1,216,711,12,
1515396748493,0,216,711,-,
1515396748690,0,216,711,-,
1515396748894,0,216,711,-,
1515396749093,0,216,711,-,
1515396749290,0,216,711,-,
1515396749491,0,216,711,-,
1515396749694,0,216,711,-,
1515396749891,0,216,711,-,
1515396750094,0,216,711,-,
1515396750257,1,263,715,12,
1515396750494,0,263,715,-,
1515396750693,0,263,715,-,
1515396750893,0,263,715,-,
1515396751090,0,263,715,-,
1515396751290,0,263,715,-,
1515396751493,0,263,715,-,
1515396751694,0,263,715,-,
1515396751890,0,263,715,-,
1515396752093,0,263,715,-,
1515396752292,0,263,715,-,
1515396752490,0,263,715,-,
1515396752693,0,263,715,-,
1515396752891,0,263,715,-,
1515396753093,0,263,715,-,
1515396753293,0,263,715,-,
1515396753492,0,263,715,-,
1515396753691,0,263,715,-,
1515396753894,0,263,715,-,
1515396754092,0,263,715,-,
1515396754293,0,263,715,-,
1515396754493,0,263,715,-,
1515396754692,0,263,715,-,
1515396754892,0,263,715,-,
1515396755094,0,263,715,-,
1515396755291,0,263,715,-,
1515396755491,0,263,715,-,
1515396755694,0,263,715,-,
1515396755892,0,263,715,-,
1515396756091,0,263,715,-,
1515396756293,0,263,715,-,
1515396756492,0,263,715,-,
1515396756693,0,263,715,-,
1515396756894,0,263,715,-,
1515396757092,0,263,715,-,
1515396757291,0,263,715,-,
1515396757494,0,263,715,-,
