Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1521103533810,596,393,782,431,493,389,0,0,1
0,1,1521103533815,597,396,782,431,493,389,0,0,1
0,1,1521103533842,599,405,782,431,493,389,0,0,1
0,1,1521103533875,601,407,782,431,493,389,0,0,1
12,1,1521103533891,601,408,782,431,493,389,0,0,1
0,2,1521103534107,601,408,782,431,493,389,0,0,1
10,3,1521103534111,601,408,782,431,493,389,0,0,1
