Acctime_mean,Gyrtime_mean,Magtime_mean,Acctime_range,Gyrtime_range,Magtime_range,Acctime_skew,Gyrtime_skew,Magtime_skew,Acctime_kurt,Gyrtime_kurt,Magtime_kurt,Accfft_shape_mean,Gyrfft_shape_mean,Magfft_shape_mean,Accfft_shape_std,Gyrfft_shape_std,Magfft_shape_std,Accfft_shape_skew,Gyrfft_shape_skew,Magfft_shape_skew,Accfft_shape_kurt,Gyrfft_shape_kurt,Magfft_shape_kurt,Accfft_var,Gyrfft_var,Magfft_var,Accfft_skew,Gyrfft_skew,Magfft_skew,Accfft_kurt,Gyrfft_kurt,Magfft_kurt,Bot
15.863477806542159,84.71952942664556,-80.32510839333506,12868.393993914435,10179479.404879378,1.2377590158795926,1.1389477194621058,345728.10948847316,3982.944778071018,0.23066333193813768,-0.10261420421032685,11.657280688039267,76.98513147134149,244.50720642473738,-162.21727698903084,3.579022847523636e-08,1.5845158929056116,2.4287615987174904,0.00031948402456451614,0.00020934154900000007,0.1793498171991917,0.04920717975414446,15.22138899339189,80.25516754747686,-66.99869192108969,10884.118489434697,0.00014387350776280973,0.5049926302811797,-0.5234974147728928,0.9895659649258708,0.016294332571000103,0.020936856800467012,0.09859220348777065,1
14.276765003368443,66.18255558596923,21.454923227473234,8660.354508145288,6660072.851513829,0.42431163938165817,-0.24275500610188194,346152.65186174447,3097.489047976909,0.35921898035128097,-0.6305533397075465,14.438722789439723,83.34942284861003,162.78780203497146,-942.5048708650633,1.5862621303129355e-08,0.7278226230854944,-0.216297233819442,0.00030077203599999995,0.00015103518500000004,-0.1836353085593676,-0.2221418453124806,14.96174500376541,76.80309322567291,-127.2048821599066,10684.822500968294,0.0001227867098684995,0.44383150381503017,-0.6450997846917543,0.9880604874642739,0.016225163207999826,0.7590796334107586,0.5218892883314767,1
15.283431974292254,78.49704918414817,-116.65512104989334,11321.616090055077,10853227.406233214,0.3186381839149058,-0.841915272503758,344895.7081242718,4107.574631554191,-0.07377935120299701,-0.09076636840060948,13.536937675593649,84.71964961961203,230.0805447628512,-3326.6226777716843,8.694804081454003e-09,0.0898652103667341,-0.8754150409883046,0.0002871400069032258,0.00012257313700000006,-0.14505938672299565,-0.43472115380350207,15.39020665642866,68.65710976550552,-40.72037968864386,9084.606762568623,8.57250286069379e-05,0.18897803867632576,-0.9078231016721698,0.9910773511764517,0.010823106736000065,-0.08608117127260156,-0.41629557141546414,1
15.166633516528323,77.02987999415393,15.829287416817515,10560.634193993921,8749257.933320977,0.37037375942780165,0.20673341730420036,345240.99443485396,4330.817482868966,-0.33834902852690435,0.6324335586582404,15.801189894667342,77.03341968001173,19.1516265481977,-6575.093170708611,6.253748531111112e-09,0.5851815476437868,0.31676483889129026,0.00028622904929032246,8.827244400000004e-05,0.21289834852358896,-0.8656243232878009,16.58621805894784,63.0598975891624,-178.5426093465469,8788.277363559351,0.00017545943723861303,1.4767237965551336,1.6270980959087673,0.990858145139129,0.017850252920999954,-0.8139114843303596,1.8409664397825245,1
13.497869100374867,77.86010548141266,128.85542812480236,11496.949411882422,11789302.43110359,0.2983812414528583,-0.5976990081819533,345249.19753782946,4227.173974855163,0.22729153453647888,-0.4869060820119384,14.964409618569453,77.16084466822659,-43.76339382260402,-2681.4741718339346,1.2078720296638644e-08,0.12334816145880032,-0.6730376369264186,0.00030472005441935484,0.00013165608900000004,0.3058186587908853,-0.31557233073289126,15.035611178190319,79.29016370142796,-110.68663945665523,11442.397882709112,9.499899266319305e-05,0.39506238173824454,-0.6907257691786439,0.9928242110941452,0.012533516609999906,-0.27997606104904554,-0.06323707877374218,1
14.44719405539927,76.2479553646807,36.6360855803139,9674.484910699684,11435466.33673938,0.20999497876812948,-0.40747593991404285,344992.3085886353,4942.508447942033,-0.12372150935555179,-0.22832869955223245,15.037403389403288,83.4902705488611,-51.50923919601403,-454.52199701457397,8.669534893199134e-09,0.06610909870234435,-0.30429112928753455,0.00029544354764516126,0.00012221099300000003,-0.07415641602349352,-0.7403563261790338,15.103775756313524,69.4067149051092,-42.044157500966755,8545.943386197501,0.00012073399482429664,0.6540102218005687,-0.029697685642946947,0.9904469669262259,0.01141561321099982,-0.4777679423589039,-0.589162908025378,1
16.385690678488277,71.87391799898143,-141.76028921424134,10204.230206489628,7649771.17306382,0.13016939874900585,-0.9378799875579995,344466.22249350697,4407.336813993519,-0.3919842907557255,0.4941568025137886,15.492487768922109,81.4213011124448,-9.295149463440183,-3922.6282927196794,1.0159727243713854e-08,0.7851425216158829,-0.4396482119489735,0.0002850069382580645,0.00012257313700000006,-0.11512094867793189,-0.381082698966833,15.669304025185273,75.47809564310677,-21.287101657293924,10452.851348301507,7.651096784965696e-05,0.6760310871162354,-0.4635853639504668,0.9904082951391129,0.01023996450299991,0.21864457176267027,-0.41370041416015235,1
14.758132806362385,69.44882554989714,5.250390426690598,8843.553831425004,7601583.407995228,0.7021361257969448,0.7751940935438926,344659.08460582024,4667.082994114957,0.25326903208044355,0.4899886480734925,14.419409974389056,87.7916416485586,33.91515708860619,-1287.717383284987,9.246218740319924e-09,0.7956184049457907,0.729067013649388,0.00029045553209677404,0.000127269216,-0.18738445221097963,-0.32702590306455237,15.829021684899155,79.63477917334158,-85.37035001123006,11907.350900621826,0.00017118266602075637,1.1012237916645682,0.8903058061385867,0.991233679901984,0.02041194991600026,1.2691341960441782,4.129638226630311,1
15.39990777032477,76.5711457579571,-50.41317200437153,10879.150999237367,6257204.999774733,-0.06418188982789608,-0.5286765333185106,344656.34411345905,4424.354538170155,-0.6439243512052412,1.2870803246376972,15.180670227321182,91.47726425596296,23.480959457701886,149.65050331939077,1.5513278624266807e-08,0.7165817390881479,-0.03364057618857075,0.0002915354816612903,0.000153382576,-0.18406970478121687,-0.14278592298956871,15.35897305015417,78.2054151343846,15.858062238114067,11029.177639429005,0.00011214179397258251,0.22193920904792921,-1.0510194134682889,0.9906197748104193,0.016932957232999923,0.5315732168039025,0.6030502593226088,1
14.643924968092236,81.39214546715887,94.62334680621599,11529.462707372148,8896193.317589385,0.07732195520268433,-0.3937859817134437,344432.7886172936,4625.3820111854,-0.46969091882913644,0.4507830857164996,15.634017449754829,69.14732299156913,-71.82381913712248,-6990.477500264779,5.422682710959024e-09,0.4139843422237342,-0.7114278442861779,0.00028598722343548395,0.00012735134000000002,0.12444508715772826,0.2475059682866756,15.777605676735927,63.18599924061741,-17.009478351753934,8113.726525585699,0.00022466810652826055,1.2011874204739077,1.1059550029487495,0.9905797558159031,0.023114320124000054,0.5814425762916022,2.2494796848829988,1
