Time,key_event_type,dialog_type,mouse_event_type,op_x,op_y,Action,first_x,first_y,second_x,second_y,Session_Id,Bot,
1515745624314,,,0,0,0,-,292.65625,512.875,590.65625,550.875,1515745624091,1,
1515745624516,,,0,0,0,-,
1515745624715,,,0,0,0,-,
1515745624914,,,0,0,0,-,
1515745625115,,,0,0,0,-,
1515745625246,,,1,714,591,-,
1515745625261,,,1,701,573,-,
1515745625279,,,1,689,557,-,
1515745625296,,,1,674,537,-,
1515745625315,,,1,660,525,-,
1515745625328,,,1,642,514,-,
1515745625346,,,1,625,498,-,
1515745625362,,,1,611,478,-,
1515745625379,,,1,591,468,-,
1515745625395,,,1,576,458,-,
1515745625413,,,1,557,445,-,
1515745625429,,,1,543,427,-,
1515745625446,,,1,532,409,-,
1515745625462,,,1,514,393,-,
1515745625479,,,1,497,377,-,
1515745625496,,,1,478,366,-,
1515745625513,,,1,465,351,-,
1515745625529,,,1,447,336,-,
1515745625546,,,1,432,326,-,
1515745625565,,,1,414,316,-,
1515745625580,,,1,399,305,-,
1515745625596,,,1,387,286,-,
1515745625612,,,1,367,268,-,
1515745625630,,,1,355,258,-,
1515745625646,,,1,337,239,-,
1515745625660,,,1,442,341,12,
1515745625661,,,2,442,341,-,
1515745625663,,,3,442,341,10,
1515745625914,,,0,442,341,-,
1515745626114,,,0,442,341,-,
1515745626314,,,0,442,341,-,
1515745626476,6,22,0,442,341,,
1515745626511,,,0,442,341,-,
1515745626586,7,22,0,442,341,,
1515745626692,6,22,0,442,341,,
1515745626713,,,0,442,341,-,
1515745626800,7,22,0,442,341,,
1515745626905,6,22,0,442,341,,
1515745626911,,,0,442,341,-,
1515745627012,7,22,0,442,341,,
1515745627111,,,0,442,341,-,
1515745627122,6,22,0,442,341,,
1515745627229,7,22,0,442,341,,
1515745627313,,,0,442,341,-,
1515745627335,6,22,0,442,341,,
1515745627444,7,22,0,442,341,,
1515745627513,,,0,442,341,-,
1515745627550,6,22,0,442,341,,
1515745627660,7,22,0,442,341,,
1515745627715,,,0,442,341,-,
1515745627767,6,22,0,442,341,,
1515745627872,7,22,0,442,341,,
1515745627913,,,0,442,341,-,
1515745627978,6,22,0,442,341,,
1515745628085,7,22,0,442,341,,
1515745628112,,,0,442,341,-,
1515745628192,6,22,0,442,341,,
1515745628302,7,22,0,442,341,,
1515745628312,,,0,442,341,-,
1515745628407,6,22,0,442,341,,
1515745628514,7,22,0,442,341,,
1515745628514,,,0,442,341,-,
1515745628620,6,22,0,442,341,,
1515745628714,,,0,442,341,-,
1515745628726,7,22,0,442,341,,
1515745628831,,,1,324,252,-,
1515745628838,,,1,306,268,-,
1515745628855,,,1,290,286,-,
1515745628872,,,1,280,300,-,
1515745628889,,,1,264,310,-,
1515745628907,,,1,253,323,-,
1515745628921,,,1,239,334,-,
1515745628939,,,1,223,350,-,
1515745628955,,,1,207,360,-,
1515745628972,,,1,188,379,-,
1515745628989,,,1,176,392,-,
1515745629005,,,1,163,404,-,
1515745629022,,,1,149,419,-,
1515745629040,,,1,132,435,-,
1515745629055,,,1,121,452,-,
1515745629073,,,1,108,465,-,
1515745629089,,,1,98,477,-,
1515745629106,,,1,88,487,-,
1515745629122,,,1,69,507,-,
1515745629128,,,1,442,405,12,
1515745629128,,,2,442,405,-,
1515745629130,,,3,442,405,10,
1515745629512,,,0,442,405,-,
1515745629714,,,0,442,405,-,
1515745629912,,,0,442,405,-,
1515745629955,6,22,0,442,405,,
1515745630062,7,22,0,442,405,,
1515745630113,,,0,442,405,-,
1515745630169,6,22,0,442,405,,
1515745630275,7,22,0,442,405,,
1515745630313,,,0,442,405,-,
1515745630382,6,22,0,442,405,,
1515745630489,7,22,0,442,405,,
1515745630514,,,0,442,405,-,
1515745630595,6,22,0,442,405,,
1515745630703,7,22,0,442,405,,
1515745630713,,,0,442,405,-,
1515745630808,6,22,0,442,405,,
1515745630913,,,0,442,405,-,
1515745630915,7,22,0,442,405,,
1515745631021,6,22,0,442,405,,
1515745631116,,,0,442,405,-,
1515745631126,7,22,0,442,405,,
1515745631233,6,22,0,442,405,,
1515745631314,,,0,442,405,-,
1515745631339,7,22,0,442,405,,
1515745631445,6,22,0,442,405,,
1515745631513,,,0,442,405,-,
1515745631553,7,22,0,442,405,,
1515745631659,6,22,0,442,405,,
1515745631712,,,0,442,405,-,
1515745631766,7,22,0,442,405,,
1515745631873,6,22,0,442,405,,
1515745631914,,,0,442,405,-,
1515745631975,7,22,0,442,405,,
1515745632081,6,22,0,442,405,,
1515745632112,,,0,442,405,-,
1515745632187,7,22,0,442,405,,
1515745632295,,,1,51,490,-,
1515745632302,,,1,442,469,12,
1515745632303,,,2,442,469,-,
1515745632304,,,3,442,469,10,
1515745632511,,,0,442,469,-,
1515745632715,,,0,442,469,-,
1515745632916,,,0,442,469,-,
1515745633113,,,0,442,469,-,
1515745633121,6,23,0,442,469,,
1515745633229,7,23,0,442,469,,
1515745633312,,,0,442,469,-,
1515745633345,6,23,0,442,469,,
1515745633458,7,23,0,442,469,,
1515745633515,,,0,442,469,-,
1515745633563,6,23,0,442,469,,
1515745633669,7,23,0,442,469,,
1515745633715,,,0,442,469,-,
1515745633775,6,23,0,442,469,,
1515745633882,7,23,0,442,469,,
1515745633914,,,0,442,469,-,
1515745633987,6,23,0,442,469,,
1515745634100,7,23,0,442,469,,
1515745634113,,,0,442,469,-,
1515745634205,6,23,0,442,469,,
1515745634312,,,0,442,469,-,
1515745634313,7,23,0,442,469,,
1515745634418,6,23,0,442,469,,
1515745634513,,,0,442,469,-,
1515745634524,7,23,0,442,469,,
1515745634631,6,23,0,442,469,,
1515745634715,,,0,442,469,-,
1515745634739,7,23,0,442,469,,
1515745634846,6,23,0,442,469,,
1515745634912,,,0,442,469,-,
1515745634953,7,23,0,442,469,,
1515745635058,6,23,0,442,469,,
1515745635116,,,0,442,469,-,
1515745635165,7,23,0,442,469,,
1515745635271,6,23,0,442,469,,
1515745635314,,,0,442,469,-,
1515745635375,7,23,0,442,469,,
1515745635483,,,1,33,501,-,
1515745635490,,,1,22,520,-,
1515745635507,,,1,11,535,-,
1515745635566,,,1,442,532,12,
1515745635567,,,2,442,532,-,
1515745635569,,,3,442,532,10,
