Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518083741839,639,104,758,404,493,386,0,0,1
0,1,1518083741843,639,104,758,404,493,386,0,0,1
0,1,1518083741847,639,107,758,404,493,386,0,0,1
0,1,1518083741847,639,107,758,404,493,386,0,0,1
0,1,1518083741853,639,111,758,404,493,386,0,0,1
0,1,1518083741854,639,111,758,404,493,386,0,0,1
0,1,1518083741865,640,116,758,404,493,386,0,0,1
0,1,1518083741866,640,116,758,404,493,386,0,0,1
0,1,1518083741869,641,122,758,404,493,386,0,0,1
0,1,1518083741869,641,122,758,404,493,386,0,0,1
0,1,1518083741877,644,134,758,404,493,386,0,0,1
0,1,1518083741880,644,134,758,404,493,386,0,0,1
0,1,1518083741885,646,146,758,404,493,386,0,0,1
0,1,1518083741885,646,146,758,404,493,386,0,0,1
0,1,1518083741900,649,159,758,404,493,386,0,0,1
0,1,1518083741901,649,159,758,404,493,386,0,0,1
0,1,1518083741901,651,172,758,404,493,386,0,0,1
0,1,1518083741911,652,178,758,404,493,386,0,0,1
0,1,1518083741913,652,178,758,404,493,386,0,0,1
0,1,1518083741917,653,188,758,404,493,386,0,0,1
0,1,1518083741918,653,188,758,404,493,386,0,0,1
0,1,1518083741928,654,197,758,404,493,386,0,0,1
0,1,1518083741931,654,197,758,404,493,386,0,0,1
0,1,1518083741933,654,204,758,404,493,386,0,0,1
0,1,1518083741933,654,204,758,404,493,386,0,0,1
0,1,1518083741944,654,209,758,404,493,386,0,0,1
0,1,1518083741945,654,209,758,404,493,386,0,0,1
0,1,1518083741949,654,213,758,404,493,386,0,0,1
0,1,1518083741949,654,213,758,404,493,386,0,0,1
0,1,1518083741961,654,216,758,404,493,386,0,0,1
0,1,1518083741963,654,216,758,404,493,386,0,0,1
0,1,1518083741967,653,218,758,404,493,386,0,0,1
0,1,1518083741968,653,218,758,404,493,386,0,0,1
0,1,1518083741973,652,219,758,404,493,386,0,0,1
0,1,1518083741976,652,219,758,404,493,386,0,0,1
0,1,1518083741983,650,220,758,404,493,386,0,0,1
0,1,1518083741983,650,220,758,404,493,386,0,0,1
0,1,1518083741989,648,222,758,404,493,386,0,0,1
0,1,1518083741990,648,222,758,404,493,386,0,0,1
0,1,1518083741997,644,222,758,404,493,386,0,0,1
0,1,1518083741999,644,222,758,404,493,386,0,0,1
0,1,1518083742005,643,223,758,404,493,386,0,0,1
0,1,1518083742006,643,223,758,404,493,386,0,0,1
0,1,1518083742014,639,223,758,404,493,386,0,0,1
0,1,1518083742015,639,223,758,404,493,386,0,0,1
0,1,1518083742022,636,223,758,404,493,386,0,0,1
0,1,1518083742023,636,223,758,404,493,386,0,0,1
0,1,1518083742030,633,223,758,404,493,386,0,0,1
0,1,1518083742032,633,223,758,404,493,386,0,0,1
0,1,1518083742037,632,223,758,404,493,386,0,0,1
0,1,1518083742038,632,223,758,404,493,386,0,0,1
0,1,1518083742046,629,223,758,404,493,386,0,0,1
0,1,1518083742046,629,223,758,404,493,386,0,0,1
0,1,1518083742053,627,223,758,404,493,386,0,0,1
0,1,1518083742054,627,223,758,404,493,386,0,0,1
0,1,1518083742062,625,223,758,404,493,386,0,0,1
0,1,1518083742062,625,223,758,404,493,386,0,0,1
0,1,1518083742069,623,223,758,404,493,386,0,0,1
0,1,1518083742070,623,223,758,404,493,386,0,0,1
0,1,1518083742078,622,223,758,404,493,386,0,0,1
0,1,1518083742078,622,223,758,404,493,386,0,0,1
0,1,1518083742088,620,223,758,404,493,386,0,0,1
0,1,1518083742088,620,223,758,404,493,386,0,0,1
0,1,1518083742096,619,223,758,404,493,386,0,0,1
0,1,1518083742097,619,223,758,404,493,386,0,0,1
0,1,1518083742103,618,223,758,404,493,386,0,0,1
0,1,1518083742104,618,223,758,404,493,386,0,0,1
0,1,1518083742112,616,224,758,404,493,386,0,0,1
0,1,1518083742112,616,224,758,404,493,386,0,0,1
0,1,1518083742118,615,224,758,404,493,386,0,0,1
0,1,1518083742120,615,224,758,404,493,386,0,0,1
0,1,1518083742128,614,226,758,404,493,386,0,0,1
0,1,1518083742129,614,226,758,404,493,386,0,0,1
0,1,1518083742133,612,227,758,404,493,386,0,0,1
0,1,1518083742134,612,227,758,404,493,386,0,0,1
0,1,1518083742145,611,229,758,404,493,386,0,0,1
0,1,1518083742145,611,229,758,404,493,386,0,0,1
0,1,1518083742150,610,231,758,404,493,386,0,0,1
0,1,1518083742150,610,231,758,404,493,386,0,0,1
0,1,1518083742160,609,233,758,404,493,386,0,0,1
0,1,1518083742161,609,233,758,404,493,386,0,0,1
0,1,1518083742165,607,235,758,404,493,386,0,0,1
0,1,1518083742166,607,235,758,404,493,386,0,0,1
